word,npmi-bias,he-npmi,he-count,her-npmi,her-count
cookies,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
chick,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
substitute,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
talkin,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
trespassing,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
urban,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
whut,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
youths,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
robbers,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
straw,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
lincoln,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
igger,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
ivan,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
kicks,-0.017464735013244637,0.2758851054843536,1,0.2933498404975982,1
butchy,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
neevr,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
robberies,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
jacqueline,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
finially,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
sparkly,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
uneven,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
towers,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
forgein,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
jewel,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
packi,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
huffed,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
marte,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
wrench,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
conslour,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
paulus,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
ohhh,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
monkies,-0.017299690339486307,0.2999676259941186,1,0.3172673163336049,1
time,-0.016994685777258683,0.2349508552914493,11,0.251945541068708,10
will,-0.0164402165086783,0.2309496408068444,18,0.2473898573155227,16
here,-0.015671227342299504,0.1950122911660209,10,0.2106835185083204,9
them,-0.015644157113529206,0.1790504480269035,10,0.1946946051404327,9
went,-0.014128902174517233,0.2688308675671143,9,0.2829597697416315,8
then,-0.013096004565251118,0.2675153887896063,15,0.2806113933548574,13
two,-0.010185372692048306,0.2325624175876295,7,0.2427477902796778,6
last,-0.010167139165872696,0.2228579875629596,7,0.2330251267288323,6
well,-0.01011688257669971,0.2025393912991246,7,0.2126562738758243,6
at,-0.010061571453039708,0.2621653549502092,24,0.2722269264032489,20
and,-0.009545313614084283,0.3669835250093558,134,0.3765288386234401,107
try,-0.007434028005391696,0.2359644277937728,6,0.2433984557991645,5
few,-0.006594950510697001,0.2439845252609459,11,0.2505794757716429,9
out,-0.006448000008977717,0.2512296150141405,21,0.2576776150231182,17
they,-0.006098788515126186,0.1914014632236356,21,0.1975002517387618,17
said,-0.0049801207828995,0.3080818812270229,15,0.3130620020099224,12
other,-0.0042237718871979135,0.2258245137093504,10,0.2300482855965483,8
came,-0.003748978399059494,0.2355917586294029,5,0.2393407370284624,4
saw,-0.003651714711563697,0.2151074324471886,5,0.2187591471587523,4
before,-0.003613282408944596,0.2075661208540629,5,0.2111794032630075,4
black,-0.001962709158259357,0.2599833813150044,18,0.2619460904732638,14
no,-0.0004683459047016003,0.2243899847440016,13,0.2248583306487032,10
who,-5.099823986060015e-05,0.2473322684282952,17,0.2473832666681558,13
gave,0.0013693094630983782,0.2687132076990917,4,0.2673438982359933,3
caught,0.0013905601983738025,0.2654650119605131,4,0.2640744517621393,3
taken,0.001473943563746194,0.2529134088892094,4,0.2514394653254632,3
negro,0.0016047994298876156,0.261655366015887,8,0.2600505665859994,6
10,0.0016322667575948968,0.2298700689877525,4,0.2282378022301576,3
kid,0.0016322667575948968,0.2298700689877525,4,0.2282378022301576,3
week,0.0017164769519752987,0.2179991367577704,4,0.2162826598057951,3
ca,0.0017667725976366067,0.2110274516479782,4,0.2092606790503416,3
could,0.0018660643514377961,0.2279052112852753,8,0.2260391469338375,6
children,0.0019097898417893833,0.1916555784415737,4,0.1897457885997843,3
way,0.0019187096724891939,0.2213519120831723,8,0.2194332024106831,6
some,0.0019830862024032836,0.2467560713754371,16,0.2447729851730338,12
ll,0.002011747801632713,0.1782268436906092,4,0.1762150958889765,3
think,0.002051196361836427,0.2051914175092283,8,0.2031402211473919,6
need,0.0020910990113642003,0.1679800363899763,4,0.1658889373786121,3
when,0.005221984415006986,0.2786012441732314,22,0.2733792597582244,16
jew,0.005878103676829116,0.2551759909150728,7,0.2492978872382437,5
heard,0.005888835445425483,0.2540709758029276,7,0.2481821403575021,5
seen,0.005973162028643508,0.2454094338146803,7,0.2394362717860368,5
make,0.006223470671248704,0.2199177681936865,7,0.2136942975224378,5
never,0.006298195735715911,0.2123697878755924,7,0.2060715921398765,5
for,0.007502420824877121,0.2682361341607829,43,0.2607337133359058,31
where,0.008313134365453306,0.243673657466446,10,0.2353605231009927,7
me,0.009486545353857678,0.256311327137585,20,0.2468247817837273,14
showed,0.009857951475898075,0.2894332517988641,3,0.279575300322966,2
teaching,0.010109762455824012,0.2671356835402115,3,0.2570259210843875,2
apparently,0.010189343804314188,0.2600238112154098,3,0.2498344674110956,2
tree,0.010258735644594091,0.2537964701963474,3,0.2435377345517533,2
brought,0.010300561586588819,0.2500310841338375,3,0.2397305225472487,2
people,0.01039158791016831,0.2018165227873521,13,0.1914249348771838,9
15,0.010457622029436814,0.2358108643049227,3,0.2253532422754859,2
sad,0.010568194465735592,0.2257217090218687,3,0.2151535145561331,2
class,0.010616476268444697,0.2212956721025283,3,0.2106791958340836,2
along,0.010616476268444697,0.2212956721025283,3,0.2106791958340836,2
community,0.010671742530365985,0.2162138176509555,3,0.2055420751205895,2
open,0.010692483476510889,0.2143023280298674,3,0.2036098445533565,2
wait,0.010712527486856194,0.2124528183298877,3,0.2017402908430315,2
point,0.010750710317578488,0.2089234480155795,3,0.198172737698001,2
6,0.010768930605934701,0.2072364295485747,3,0.19646749894264,2
small,0.010803804465292305,0.2040022838206367,3,0.1931984793553444,2
called,0.010812218960920689,0.2032209159311311,3,0.1924086969702104,2
half,0.010836787824377886,0.2009371766938326,3,0.1901003888694547,2
charged,0.010963737043404032,0.2997499258945969,6,0.2887861888511929,4
actually,0.0109921212062834,0.1864189774357781,3,0.1754268562294947,2
talk,0.011090339051578996,0.1771669507981736,3,0.1660766117465946,2
non,0.01128333797212458,0.1588193004961539,3,0.1475359625240293,2
why,0.011318219658057599,0.1554790789788752,3,0.1441608593208176,2
my,0.01152875766699879,0.2849522560294085,36,0.2734234983624097,25
ve,0.0121772716663964,0.2026065063630896,6,0.1904292346966932,4
does,0.012356504751205893,0.2616398738641152,9,0.2492833691129093,6
it,0.012730017633161839,0.282676061060643,56,0.2699460434274812,39
school,0.013320177488603396,0.245762252299744,12,0.2324420748111406,8
more,0.013696595616175894,0.21908269325941,12,0.2053860976432341,8
do,0.01460516984920851,0.2023034769179556,15,0.1876983070687471,10
from,0.015467371403553198,0.2772162963949818,27,0.2617489249914286,18
about,0.017437444988097073,0.2679674567428005,23,0.2505300117547034,15
person,0.0177350753587312,0.262164903126746,8,0.2444298277680148,5
on,0.017885546246154682,0.3008782192383364,51,0.2829926729921817,34
very,0.018415806390114198,0.2192127979620017,8,0.2007969915718875,5
than,0.0184936903639214,0.2141385972637255,8,0.1956449068998041,5
know,0.01873757392891101,0.1980179852325126,8,0.1792804113036016,5
looks,0.0199926746905994,0.2349365742652359,5,0.2149438995746365,3
trying,0.020023363098024022,0.2330131925330292,5,0.2129898294350052,3
far,0.020033355793310198,0.2323855868172371,5,0.2123522310239269,3
may,0.020033355793310198,0.2323855868172371,5,0.2123522310239269,3
take,0.02052261191248328,0.2008190393883608,5,0.1802964274758775,3
find,0.020688129479793926,0.1897398762893147,5,0.1690517468095208,3
as,0.02272385333894031,0.2473580749232725,24,0.2246342215843322,15
had,0.022808346331262497,0.2849805617368761,18,0.2621722154056136,11
are,0.02419655010334759,0.18731970956441,21,0.1631231594610624,13
nothing,0.025240730331631406,0.2439998774903837,7,0.2187591471587523,4
ever,0.025472092245799993,0.2317916532001716,7,0.2063195609543716,4
is,0.02557314812411693,0.3371909978520548,84,0.3116178497279379,54
hope,0.025593999118726785,0.2252388348948494,7,0.1996448357761226,4
that,0.025846127696099397,0.3028621838072919,60,0.2770160561111925,38
m,0.02641030884613929,0.1789245045997037,7,0.1525141957535644,4
but,0.02655341884311399,0.2636441465050679,28,0.2370907276619539,17
our,0.026631334578371108,0.1655469678569883,7,0.1389156332786172,4
with,0.027073317403292885,0.3137730160062972,47,0.2866996986030043,29
like,0.028066989675172016,0.2765718254354235,30,0.2485048357602515,18
checking,0.02857387251587029,0.2962696480897575,2,0.2676957755738872,1
dropped,0.02857387251587029,0.2962696480897575,2,0.2676957755738872,1
rob,0.02857387251587029,0.2962696480897575,2,0.2676957755738872,1
punk,0.028763267708429185,0.2877992459427301,2,0.2590359782343009,1
spoke,0.028918666193200604,0.2807255553852731,2,0.2518068891920725,1
nerve,0.028918666193200604,0.2807255553852731,2,0.2518068891920725,1
threw,0.029050465676704218,0.2746342821884739,2,0.2455838165117697,1
suspended,0.029050465676704218,0.2746342821884739,2,0.2455838165117697,1
statement,0.0291649101751649,0.2692737725980185,2,0.2401088624228536,1
fought,0.0291649101751649,0.2692737725980185,2,0.2401088624228536,1
hates,0.02926604720044082,0.2644792724967404,2,0.2352132252962996,1
sunday,0.029356651954507706,0.2601368187993332,2,0.2307801668448255,1
rapes,0.029356651954507706,0.2601368187993332,2,0.2307801668448255,1
would,0.029366097475753333,0.2533320794697774,19,0.2239659819940241,11
table,0.02943871103237608,0.256164182849164,2,0.2267254718167879,1
shop,0.029582727161873684,0.2490972846048511,2,0.2195145574429774,1
filthy,0.029646678039029983,0.2459191117360754,2,0.2162724336970454,1
obviously,0.029646678039029983,0.2459191117360754,2,0.2162724336970454,1
opinion,0.029706242352657397,0.2429360261603897,2,0.2132297838077323,1
values,0.029706242352657397,0.2429360261603897,2,0.2132297838077323,1
turned,0.029706242352657397,0.2429360261603897,2,0.2132297838077323,1
nor,0.029761980576089586,0.2401240913849502,2,0.2103621108088606,1
piece,0.029814352003966094,0.2374635912807838,2,0.2076492392768177,1
nazi,0.029814352003966094,0.2374635912807838,2,0.2076492392768177,1
sell,0.029814352003966094,0.2374635912807838,2,0.2076492392768177,1
typical,0.029814352003966094,0.2374635912807838,2,0.2076492392768177,1
station,0.029814352003966094,0.2374635912807838,2,0.2076492392768177,1
y,0.029863737759150688,0.2349380858114451,2,0.2050743480522944,1
criminal,0.029954782464993807,0.2302386954344739,2,0.2002839129694801,1
asked,0.029954782464993807,0.2302386954344739,2,0.2002839129694801,1
shoot,0.029996943898643408,0.2280428968531698,2,0.1980459529545264,1
forced,0.030037141386379695,0.2259375677820864,2,0.1959004263957067,1
channel,0.030037141386379695,0.2259375677820864,2,0.1959004263957067,1
fun,0.03007554800004869,0.2239150833069232,2,0.1938395353068745,1
bar,0.030147574762538598,0.2200927067126292,2,0.1899451319500906,1
lives,0.0302140293958372,0.2165310942837593,2,0.1863170648879221,1
chinese,0.030245420994299693,0.2148367257055479,2,0.1845913047112482,1
killing,0.030245420994299693,0.2148367257055479,2,0.1845913047112482,1
indeed,0.03030494950371959,0.2116021254214722,2,0.1812971759177526,1
israel,0.03030494950371959,0.2116021254214722,2,0.1812971759177526,1
sick,0.030333228505655396,0.2100554752805851,2,0.1797222467749297,1
knows,0.030412842168717702,0.2056655459948584,2,0.1752527038261407,1
three,0.030462061074568392,0.2029246413330576,2,0.1724625802584892,1
your,0.030535747391766094,0.1634660558259603,9,0.1329303084341942,5
started,0.030634522170244094,0.1931503123652337,2,0.1625157901949896,1
talking,0.030634522170244094,0.1931503123652337,2,0.1625157901949896,1
either,0.030653797781317882,0.1920407509762043,2,0.1613869531948864,1
band,0.030653797781317882,0.1920407509762043,2,0.1613869531948864,1
job,0.030691071289130595,0.1898850542052856,2,0.159193982916155,1
happy,0.030691071289130595,0.1898850542052856,2,0.159193982916155,1
pride,0.03070910503327659,0.1888372308782339,2,0.1581281258449573,1
students,0.030726758826933875,0.1878083830693084,2,0.1570816242423745,1
proud,0.0307609868342458,0.1858047603564353,2,0.1550437735221895,1
join,0.030793867226772992,0.1838688748193491,2,0.1530750075925761,1
guys,0.030793867226772992,0.1838688748193491,2,0.1530750075925761,1
yeah,0.030809833605381393,0.1829248317824779,2,0.1521149981770965,1
coming,0.03095458281484939,0.174242902957373,2,0.1432883201425236,1
fight,0.030993484756208,0.1718703412080863,2,0.1408768564518783,1
least,0.030993484756208,0.1718703412080863,2,0.1408768564518783,1
europe,0.03104264301624321,0.1688474492254997,2,0.1378048062092565,1
believe,0.031054484908676877,0.1681150362466927,2,0.1370605513380158,1
best,0.031077665818260103,0.1666764954370398,2,0.1355988296187797,1
meet,0.031089013853826286,0.1659699231990525,2,0.1348809093452262,1
else,0.031184588751257986,0.1599563250059945,2,0.1287717362547365,1
city,0.031233178625622804,0.1568546939653642,2,0.1256215153397414,1
group,0.0312789974342364,0.1539015042924291,2,0.1226225068581927,1
use,0.0314100894831192,0.1452923157208958,2,0.1138822262377766,1
start,0.03142504866743881,0.1442942208639418,2,0.112869172196503,1
really,0.031535431781107,0.1368242648557956,2,0.1052888330746886,1
im,0.03157919870050979,0.1338091862028425,2,0.1022299875023327,1
thread,0.0316488833600853,0.1289429224898053,2,0.09729403912972,1
to,0.032175417104283066,0.3514753794923577,128,0.3192999623880746,81
brother,0.032867151287077206,0.2541708568500221,4,0.2213037055629449,2
male,0.032976961431188806,0.2493071947941311,4,0.2163302333629423,2
line,0.033100156879186715,0.2437793527132703,4,0.2106791958340836,2
just,0.033188270993779884,0.2568752418783067,23,0.2236869708845268,13
teacher,0.03325191251624188,0.2368617570695984,4,0.2036098445533565,2
care,0.03332988527507952,0.2332590748330901,4,0.1999291895580106,2
or,0.033374994068510494,0.2495235482573121,23,0.2161485541888016,13
getting,0.03340257004511249,0.2298700689877525,4,0.19646749894264,2
soon,0.0335189754068507,0.2243789101419821,4,0.1908599347351314,2
etc,0.0335500294531631,0.2229004049093416,4,0.1893503754561785,2
probably,0.03362392183997609,0.2193586564694832,4,0.1857347346295071,2
big,0.0337452187014006,0.2134703315327301,4,0.1797251128313295,2
still,0.03400372043529781,0.2005936206968247,4,0.1665899002615269,2
world,0.034383484777542495,0.1807754121735431,4,0.1463919273960006,2
look,0.03456059912810841,0.1711183996095087,4,0.1365578004814003,2
those,0.034855222375389294,0.1543836702001945,4,0.1195284478248052,2
fact,0.03490806755759951,0.2674442379749849,6,0.2325361704173854,3
go,0.035692788834076616,0.2607799741046443,15,0.2250871852705677,8
same,0.036361820607919315,0.2047692037459095,6,0.1684073831379902,3
over,0.036482674686644595,0.1990526717312369,6,0.1625699970445923,3
was,0.03710467513338078,0.3699397943615183,69,0.3328351192281375,40
anything,0.0371379125988793,0.2540309176950682,8,0.2168930050961889,4
now,0.03806557761995949,0.2158726057943222,8,0.1778070281743627,4
man,0.038356384112370606,0.2688584579434478,10,0.2305020738310772,5
of,0.0392481303374867,0.3190170936566082,91,0.2797689633191215,54
a,0.04646292389227458,0.3797807848382674,139,0.3333178609459928,81
thought,0.047145799429726604,0.2845334481488334,9,0.2373876487191068,4
away,0.0472067279869266,0.2827028131636415,9,0.2354960851767149,4
into,0.04766506969143372,0.2847179274118009,15,0.2370528577203672,7
friend,0.047800065557154575,0.287964164855566,7,0.2401640992984114,3
after,0.047859704446269774,0.2624944699319864,9,0.2146347654857166,4
put,0.04795175228105358,0.2595530683330365,9,0.2116013160519829,4
too,0.048211794694761306,0.2482114079280115,11,0.1999996132332502,5
says,0.04835765353576432,0.2710655675959852,7,0.2227079140602209,3
only,0.04855084382385971,0.2368843237796826,11,0.1883334799558229,5
down,0.0485824043927551,0.2387045937204702,9,0.1901221893277151,4
years,0.04873244137883201,0.2335502791376422,9,0.1848178377588102,4
be,0.0488002033958031,0.2703685345409298,30,0.2215683311451267,15
day,0.0488177497653092,0.2305833719742898,9,0.1817656222089806,4
dont,0.049639179288457624,0.2287974584719686,7,0.179158279183511,3
one,0.05002518835658212,0.2634512858759837,21,0.2134260975194016,10
new,0.050558556325939086,0.1945849825756717,7,0.1440264262497326,3
kind,0.051336050849785764,0.2549458954031423,5,0.2036098445533565,2
doing,0.05160104016017428,0.2464113977169987,5,0.1948103575568244,2
lot,0.05200281464943882,0.2330131925330292,5,0.1810103778835904,2
better,0.052057318481525505,0.2311497514667045,5,0.179092432985179,2
times,0.05249960023760841,0.2155803228242201,5,0.1630807225866117,2
the,0.0535573315927545,0.359651211376102,159,0.3060938797833475,91
because,0.05462029211202998,0.2791726611453676,16,0.2245523690333376,7
how,0.055116546614835615,0.2656466990988649,16,0.2105301524840293,7
up,0.05515193198994539,0.2681989987870025,22,0.2130470667970571,10
right,0.0557848558947015,0.2791892977325816,12,0.2234044418378801,5
have,0.058337074725487326,0.2544127505978315,36,0.1960756758723442,17
won,0.05848690788008579,0.2937001331763854,3,0.2352132252962996,1
stood,0.05848690788008579,0.2937001331763854,3,0.2352132252962996,1
ran,0.059290575490580505,0.2725203592983128,3,0.2132297838077323,1
claims,0.05966002119283692,0.262283281536677,3,0.2026232603438401,1
safe,0.05966002119283692,0.262283281536677,3,0.2026232603438401,1
ass,0.05973989824592971,0.2600238112154098,3,0.2002839129694801,1
telling,0.060085952183746905,0.2500310841338375,3,0.1899451319500906,1
scene,0.06014650768802959,0.2482467641767511,3,0.1881002564887215,1
feet,0.06014650768802959,0.2482467641767511,3,0.1881002564887215,1
whatever,0.06014650768802959,0.2482467641767511,3,0.1881002564887215,1
wife,0.060366678001811,0.2416638539195636,3,0.1812971759177526,1
pro,0.06060234978067741,0.2344424149974974,3,0.17384006521682,1
happened,0.06068688625032348,0.2318053121111062,3,0.1711184258607827,1
thats,0.06080508018379349,0.2280748245219483,3,0.1672697443381548,1
power,0.06080508018379349,0.2280748245219483,3,0.1672697443381548,1
cant,0.061079478799510284,0.2192076046444676,3,0.1581281258449573,1
food,0.06111032112367318,0.2181919453660477,3,0.1570816242423745,1
everything,0.06114050074523972,0.2171942397830345,3,0.1560537390377948,1
almost,0.06117004412876598,0.2162138176509555,3,0.1550437735221895,1
cause,0.06125509903060761,0.2133700972077041,3,0.1521149981770965,1
call,0.06125509903060761,0.2133700972077041,3,0.1521149981770965,1
end,0.06133524483431199,0.210661111720372,3,0.14932586688606,1
hard,0.0615286039189033,0.2040022838206367,3,0.1424736799017334,1
american,0.06186559756611429,0.1919435646596027,3,0.1300779670934884,1
read,0.06230606327710039,0.1751752354736034,3,0.112869172196503,1
guy,0.06233710397419939,0.3133479586621135,13,0.2510108546879141,5
long,0.062354687075096005,0.1732442576256842,3,0.1108895705505882,1
which,0.0626019324631944,0.1631455603069277,3,0.1005436278437333,1
most,0.0628621250413599,0.1519540781305787,3,0.0890919530892188,1
anyone,0.0628775416463279,0.151270775193521,3,0.0883932335471931,1
re,0.0629444115726594,0.148278745410627,3,0.0853343338379676,1
not,0.06434658631423418,0.2735757943163469,30,0.2092292080021127,13
weeks,0.06654564240815272,0.2692131501125408,6,0.2026675077043881,2
left,0.06723397484249022,0.2515810121136826,6,0.1843470372711924,2
again,0.06763695054042831,0.2407351305584903,6,0.173098180018062,2
many,0.06924287235736981,0.1924551079565076,6,0.1232122355991378,2
has,0.0694275760795619,0.3006447317347214,23,0.2312171556551595,9
s,0.06950638490284572,0.3344077089270795,60,0.2649013240242338,27
been,0.06965696426075531,0.1782588910259426,6,0.1086019267651873,2
an,0.07011230148642711,0.251900454170425,16,0.1817881526839979,6
got,0.07176121802480792,0.3093876722116877,19,0.2376264541868798,7
say,0.07195713844153201,0.2671069875520589,14,0.1951498491105269,5
what,0.0739753480076043,0.2627176681051585,19,0.1887423200975542,7
you,0.07453876637069179,0.2241099673571392,32,0.1495712009864474,13
all,0.07548718713097241,0.2516763394157666,26,0.1761891522847942,10
so,0.07981957862661651,0.2970331192325622,32,0.2172135406059457,12
if,0.08027060246537662,0.3120276505060418,39,0.2317570480406652,15
knife,0.08084324401806567,0.3003578014610431,4,0.2195145574429774,1
jews,0.08176379798959338,0.235335439391138,7,0.1535716414015446,2
did,0.0818925709622628,0.3258558616445767,21,0.2439632906823139,7
lets,0.0829374414291083,0.2567775066459283,4,0.17384006521682,1
means,0.0830524309892394,0.2541708568500221,4,0.1711184258607827,1
sent,0.0831610361959472,0.2516845426691109,4,0.1685235064731637,1
poor,0.08321314933783278,0.2504828936759876,4,0.1672697443381548,1
under,0.08382445271712469,0.2359394508942212,4,0.1521149981770965,1
support,0.08410141591915471,0.2290530950832699,4,0.1449516791641152,1
different,0.08437005749693319,0.2221748637061897,4,0.1378048062092565,1
men,0.08442470979048361,0.2207500126645353,4,0.1363253028740517,1
pm,0.0844514247679154,0.2200502543866951,4,0.1355988296187797,1
enough,0.0844514247679154,0.2200502543866951,4,0.1355988296187797,1
4,0.08447774712425699,0.2193586564694832,4,0.1348809093452262,1
money,0.0846038251774825,0.2160162220575436,4,0.1314123968800611,1
tell,0.0846518476889983,0.2147298147824867,4,0.1300779670934884,1
brown,0.08469859527799359,0.2134703315327301,4,0.1287717362547365,1
part,0.08476645853238379,0.2116290054331027,4,0.1268625469007189,1
3,0.085161234917903,0.2005936206968247,4,0.1154323857789217,1
someone,0.0852964908497687,0.1966753080076791,4,0.1113788171579104,1
something,0.08552351168621859,0.1899237975322404,4,0.1044002858460218,1
stormfront,0.08560607567313061,0.1874104319877782,4,0.1018043563146476,1
post,0.085632671888303,0.1865938851959278,4,0.1009612133076248,1
anti,0.09275873016171321,0.2658569101797752,8,0.173098180018062,2
country,0.09425185190462679,0.2345049011799161,8,0.1402530492752893,2
going,0.0999612023324758,0.2667837507229824,12,0.1668225483905066,3
hand,0.10116542148600441,0.2684351658241592,5,0.1672697443381548,1
wrong,0.10162398550604598,0.2597521113510033,5,0.1581281258449573,1
once,0.102905879365607,0.2336474547550918,5,0.1307415753894848,1
racist,0.102905879365607,0.2336474547550918,5,0.1307415753894848,1
god,0.10318278629558152,0.2275874349627348,5,0.1244046486671533,1
bad,0.1034045457476101,0.2226071377740595,5,0.1192025920264494,1
should,0.1034187030830617,0.2942617995514562,19,0.1908430964683945,5
thank,0.1036470642911529,0.2170207711971171,5,0.1133737069059642,1
even,0.10553767997586141,0.2346621085844964,9,0.129124428608635,2
these,0.10553808368226308,0.1666550833746634,5,0.0611169996924003,1
whites,0.1059160932475471,0.1544739431028826,5,0.0485578498553355,1
saying,0.11643363298839518,0.2801010724373414,6,0.1636674394489462,1
gets,0.11669429318881819,0.2758882761049732,6,0.159193982916155,1
much,0.1202088955750598,0.2096529091548148,6,0.089444013579755,1
news,0.12041123283657781,0.2050839150721779,6,0.0846726822356001,1
maybe,0.14477953499537558,0.2509691055905672,8,0.1061895705951916,1
always,0.14546428855045068,0.2396592645832495,8,0.0941949760327988,1
him,0.1465046799326547,0.3981794333598364,38,0.2516747534271817,7
boy,0.15213914417452126,0.3052141517670974,9,0.1530750075925761,1
jewish,0.15311639560356918,0.2932104620673537,9,0.1400940664637845,1
his,0.1558167942126075,0.4018955450203755,45,0.246078750807768,8
he,0.43541258070829975,0.6523775851441201,292,0.2169650044358204,8
