word,npmi-bias,she-npmi,she-count,them-npmi,them-count
hate,0.04293016909196601,0.2493430830742021,4,0.2064129139822361,7
first,0.04320499146050372,0.2226712527208528,4,0.1794662612603491,7
back,0.04355116399187048,0.3029006335794894,12,0.2593494695876189,23
bring,0.04408824570912681,0.2824516736611683,3,0.2383634279520415,5
done,0.04457406576605366,0.2501175425813337,3,0.20554347681528,5
thought,0.04475095325903669,0.2356886575131921,3,0.1909377042541554,5
must,0.044785962919714095,0.2325695988575589,3,0.1877836359378448,5
2,0.045054453855200516,0.203862007357646,3,0.1588075535024455,5
http,0.045228615856548804,0.1746242811302342,3,0.1293956652736854,5
s,0.04600282655527771,0.2727666531325591,22,0.2267638265772814,44
this,0.04605372424713278,0.2685050838470763,22,0.2224513595999435,44
n,0.0477498759005725,0.3031516607078441,21,0.2554017848072716,41
gonna,0.04894050236262823,0.2678679881990965,2,0.2189274858364683,3
hands,0.04921425405944202,0.2516851116720809,2,0.2024708576126389,3
looked,0.04928363483073869,0.2472388995353615,2,0.1979552647046228,3
male,0.0494350855445341,0.2369129643926099,2,0.1874778788480758,3
head,0.04949706938111251,0.2323972659855469,2,0.1829001966044344,3
light,0.04960139169309968,0.2243289136775662,2,0.1747275219844665,3
end,0.04964579023563351,0.2206865108929047,2,0.1710407206572712,3
point,0.04966638911016599,0.2189481239508716,2,0.1692817348407056,3
support,0.04969550046986801,0.2164343890418062,2,0.1667388885719382,3
yet,0.04972266181840618,0.2140243608800164,2,0.1643016990616102,3
couple,0.0497480636458075,0.2117092161180468,2,0.1619611524722393,3
different,0.04977187080955722,0.2094812331451197,2,0.1597093623355625,3
together,0.049828596993440305,0.2039167992428062,2,0.1540882022493659,3
negro,0.04995545919961819,0.1897459667095528,2,0.1397905075099346,3
he,0.050944847954037004,0.2150387434293739,6,0.1640938954753369,10
remember,0.05462003410453661,0.2841878006919048,4,0.2295677665873682,6
stupid,0.05484312422266188,0.2737253293538214,4,0.2188822051311595,6
hear,0.05492121290019458,0.2698776813190514,4,0.2149564684188568,6
from,0.056112467379073994,0.3054430638968435,20,0.2493305965177695,36
dog,0.06068871295694861,0.2839473446686851,3,0.2232586317117365,4
ask,0.060927433202014214,0.2742721302278611,3,0.2133446970258469,4
again,0.06187855300225609,0.2273301440685508,3,0.1654515910662947,4
saw,0.06204094759537268,0.2170694426718623,3,0.1550284950764896,4
video,0.062398284246138885,0.1893760755737407,3,0.1269777913276018,4
thing,0.06484723408487292,0.2843663253274935,7,0.2195190912426206,10
fyromanians,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
poachers,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
drunkenly,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
glared,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
epithet,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
spat,0.06719872112899183,0.3346067153754455,1,0.2674079942464537,1
punished,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
functions,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
cartoons,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
poop,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
gather,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
guidance,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
whut,0.0680814463937448,0.3110001378769197,1,0.2429186914831749,1
explaining,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
stamps,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
assembly,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
crawl,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
mulatto,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
contacted,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
worshipping,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
yelling,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
toys,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
convenience,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
smell,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
mongol,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
garden,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
classmates,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
rude,0.0685789941281813,0.2963982313994442,1,0.2278192372712629,1
ne,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
proved,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
pulls,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
loans,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
couldnt,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
tatar,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
customer,0.06892144490571658,0.2856569382420788,1,0.2167354933363622,1
coat,0.06918010405364519,0.2770967888701217,1,0.2079166848164765,1
daughters,0.06918010405364519,0.2770967888701217,1,0.2079166848164765,1
tiny,0.06918010405364519,0.2770967888701217,1,0.2079166848164765,1
mercy,0.06918010405364519,0.2770967888701217,1,0.2079166848164765,1
papers,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
salute,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
ye,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
tragedy,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
doctor,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
club,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
favor,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
roll,0.06938642671109532,0.2699488391661408,1,0.2005624124550455,1
sucks,0.0695570456640004,0.2637941228804734,1,0.194237077216473,1
teen,0.0695570456640004,0.2637941228804734,1,0.194237077216473,1
february,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
boat,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
offer,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
played,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
theory,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
learned,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
teaches,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
homeschooling,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
district,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
fought,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
lay,0.06970180925421321,0.2583781661824142,1,0.188676356928201,1
older,0.06982702203061972,0.2535343787147794,1,0.1837073566841597,1
hates,0.06982702203061972,0.2535343787147794,1,0.1837073566841597,1
raped,0.06982702203061972,0.2535343787147794,1,0.1837073566841597,1
besides,0.06982702203061972,0.2535343787147794,1,0.1837073566841597,1
grand,0.06982702203061972,0.2535343787147794,1,0.1837073566841597,1
rapes,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
lucky,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
husband,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
doesnt,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
bulgarian,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
drop,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
careful,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
turns,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
whitey,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
changed,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
hall,0.06993695811205769,0.2491475333289635,1,0.1792105752169058,1
tape,0.070034645481057,0.2451344932296785,1,0.1750998477486215,1
birth,0.070034645481057,0.2451344932296785,1,0.1750998477486215,1
becoming,0.070034645481057,0.2451344932296785,1,0.1750998477486215,1
table,0.070034645481057,0.2451344932296785,1,0.1750998477486215,1
dress,0.070034645481057,0.2451344932296785,1,0.1750998477486215,1
monkey,0.07012230548126261,0.2414332344408599,1,0.1713109289595973,1
hardly,0.07012230548126261,0.2414332344408599,1,0.1713109289595973,1
my,0.07015430091929811,0.3069613746869883,25,0.2368070737676902,41
sa,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
general,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
questions,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
prime,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
racially,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
knife,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
feeling,0.0702016146015042,0.2379962091131585,1,0.1677945945116543,1
where,0.07023147961426579,0.274021384439043,8,0.2037899048247772,11
ing,0.07027386825342441,0.2347861361106757,1,0.1645122678572513,1
religion,0.07027386825342441,0.2347861361106757,1,0.1645122678572513,1
filthy,0.07027386825342441,0.2347861361106757,1,0.1645122678572513,1
vote,0.07027386825342441,0.2347861361106757,1,0.1645122678572513,1
protect,0.0703400874597292,0.2317732236849206,1,0.1614331362251914,1
de,0.0703400874597292,0.2317732236849206,1,0.1614331362251914,1
names,0.0703400874597292,0.2317732236849206,1,0.1614331362251914,1
accept,0.0703400874597292,0.2317732236849206,1,0.1614331362251914,1
opinion,0.0703400874597292,0.2317732236849206,1,0.1614331362251914,1
intelligent,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
groid,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
massive,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
arts,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
taught,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
project,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
compared,0.07040109074779491,0.2289332754167113,1,0.1585321846689164,1
answer,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
didnt,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
attacks,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
fire,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
nazi,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
blond,0.0704575440131652,0.22624636166637,1,0.1557888176532048,1
average,0.07050999597335242,0.2236958648255349,1,0.1531858688521825,1
13,0.07050999597335242,0.2236958648255349,1,0.1531858688521825,1
wonderful,0.07050999597335242,0.2236958648255349,1,0.1531858688521825,1
shall,0.07050999597335242,0.2236958648255349,1,0.1531858688521825,1
gang,0.07050999597335242,0.2236958648255349,1,0.1531858688521825,1
heads,0.0705589039274293,0.2212677785617708,1,0.1507088746343415,1
stock,0.0705589039274293,0.2212677785617708,1,0.1507088746343415,1
excellent,0.0705589039274293,0.2212677785617708,1,0.1507088746343415,1
japanese,0.0705589039274293,0.2212677785617708,1,0.1507088746343415,1
form,0.0705589039274293,0.2212677785617708,1,0.1507088746343415,1
kick,0.0706046528314801,0.2189501838557598,1,0.1483455310242797,1
stories,0.0706046528314801,0.2189501838557598,1,0.1483455310242797,1
likely,0.0706475696644179,0.2167328507361237,1,0.1460852810717058,1
minister,0.0706475696644179,0.2167328507361237,1,0.1460852810717058,1
text,0.0706475696644179,0.2167328507361237,1,0.1460852810717058,1
student,0.07068793441091462,0.2146069310851161,1,0.1439189966742015,1
dogs,0.07068793441091462,0.2146069310851161,1,0.1439189966742015,1
often,0.07068793441091462,0.2146069310851161,1,0.1439189966742015,1
mass,0.07068793441091462,0.2146069310851161,1,0.1439189966742015,1
william,0.07068793441091462,0.2146069310851161,1,0.1439189966742015,1
wow,0.0707959774036021,0.2087051969845162,1,0.1379092195809141,1
movie,0.0707959774036021,0.2087051969845162,1,0.1379092195809141,1
bus,0.0708282561684104,0.2068766566286345,1,0.1360484004602241,1
continue,0.0708282561684104,0.2068766566286345,1,0.1360484004602241,1
scene,0.0708282561684104,0.2068766566286345,1,0.1360484004602241,1
movement,0.0708282561684104,0.2068766566286345,1,0.1360484004602241,1
similar,0.0708282561684104,0.2068766566286345,1,0.1360484004602241,1
clean,0.0708589202111122,0.205109138306736,1,0.1342502180956238,1
except,0.0708880955654721,0.2033984383493179,1,0.1325103427838458,1
id,0.0709158945247022,0.2017407807963048,1,0.1308248862716026,1
had,0.0709168930432427,0.3077032299165517,13,0.236786336873309,19
indeed,0.0709424175456865,0.2001327607949232,1,0.1291903432492367,1
sick,0.0709677548362411,0.1985712971051743,1,0.1276035422689332,1
holocaust,0.0709919876864788,0.1970535920038643,1,0.1260616043173855,1
above,0.0709919876864788,0.1970535920038643,1,0.1260616043173855,1
outside,0.07101518959207681,0.1955770972417348,1,0.124561907649658,1
12,0.07103742720716381,0.1941394849859001,1,0.1231020577787363,1
moved,0.0711178707837754,0.188737715150155,1,0.1176198443663796,1
taken,0.0711178707837754,0.188737715150155,1,0.1176198443663796,1
page,0.07118690412111711,0.1838148002999845,1,0.1126278961788674,1
sweden,0.07120265907510952,0.1826486927631895,1,0.11144603368808,1
myself,0.0712325745135177,0.1803862368093197,1,0.109153662295802,1
has,0.07124530469177554,0.297195579901023,13,0.2259502752092475,19
brothers,0.07124678656205999,0.1792879490164362,1,0.1080411624543762,1
nation,0.0714050913957429,0.1657740315628913,1,0.0943689401671484,1
college,0.07145548589029851,0.1608173673517601,1,0.0893618814614616,1
u,0.07147054050563251,0.1592527093468557,1,0.0877821688412232,1
story,0.0715461577033421,0.1506313514619571,1,0.079085193758615,1
is,0.07386336635566787,0.3615397890661455,57,0.2876764227104776,103
two,0.07569124489623807,0.250481708463503,5,0.1747904635672649,6
showed,0.07583130238825359,0.2993850250891807,2,0.2235537227009271,2
burn,0.0760972454000802,0.291894282491664,2,0.2157970370915838,2
speaking,0.07658994738856992,0.2771294060403998,2,0.2005394586518299,2
comments,0.07666867765320948,0.2746474206374366,2,0.1979787429842271,2
certainly,0.0767425561840463,0.2722839265847773,2,0.195541370400731,2
till,0.07687773533236422,0.2678679881990965,2,0.1909902528667323,2
met,0.0769398482826971,0.2657971094335313,2,0.1888572611508342,2
swedish,0.0769398482826971,0.2657971094335313,2,0.1888572611508342,2
telling,0.07710807128529562,0.2600456962273273,2,0.1829376249420317,2
african,0.0772075392642034,0.256539444414089,2,0.1793319051498856,2
female,0.0772540510968881,0.2548709916771747,2,0.1776169405802866,2
months,0.0774220175836842,0.2486801593214795,2,0.1712581417377953,2
15,0.0774967642367638,0.2458353746817717,2,0.1683386104450079,2
die,0.07753215889029119,0.2444675200434816,2,0.1669353611531904,2
shot,0.07756633842641339,0.2431334391611309,2,0.1655671007347175,2
month,0.0775993726404414,0.2418313858693787,2,0.1642320132289373,2
christian,0.0776922191761788,0.2381018699636681,2,0.1604096507874893,2
7,0.07780334341249281,0.2334922824456004,2,0.1556889390331076,2
friend,0.07790241032084469,0.2292350844617915,2,0.1513326741409468,2
european,0.077970040804835,0.2262408478544333,2,0.1482708070495983,2
blue,0.077970040804835,0.2262408478544333,2,0.1482708070495983,2
lol,0.07821257517928859,0.2148167498716507,2,0.1366041746923621,2
did,0.07829425146383337,0.2824299121052978,8,0.2041356606414644,10
5,0.0785004211855776,0.1994358629234396,2,0.120935441737862,2
forum,0.0786751302430869,0.1886990248189171,2,0.1100238945758302,2
thank,0.0787206970480606,0.1856585802304087,2,0.1069378831823481,2
stormfront,0.07887509937451818,0.1743482451044656,2,0.0954731457299474,2
year,0.0807427467040279,0.2452213608904964,6,0.1644786141864685,7
fact,0.0824221570030437,0.2543627645284846,3,0.1719406075254409,3
found,0.08321859535381668,0.2235434807832717,3,0.140324885429455,3
gets,0.0854194252393172,0.2871416699704341,4,0.2017222447311169,4
next,0.08648440812480371,0.2554365724993638,4,0.1689521643745601,4
place,0.0867667031446146,0.2457592671595936,4,0.158992564014979,4
last,0.08740714885673151,0.2206223845789442,4,0.1332152357222127,4
news,0.0875018947852213,0.2163880535390666,4,0.1288861587538453,4
great,0.0875224232697148,0.2154477053188184,4,0.1279252820491036,4
www,0.0881811527745853,0.1785775686958569,4,0.0903964159212716,4
heard,0.08940984498495888,0.2718977954115134,5,0.1824879504265545,5
day,0.09077672203177739,0.2256746492676591,5,0.1348979272358817,5
looks,0.0914393353830115,0.2979240911568148,6,0.2064847557738033,6
name,0.1059587364698038,0.29192571280329,6,0.1859669763334862,5
eyes,0.10629710658446317,0.2844320434674358,6,0.1781349368829726,5
class,0.10635079708363271,0.2881626533822491,4,0.1818118562986164,3
does,0.10675042421458442,0.2738293746217829,6,0.1670789504071985,5
ago,0.10680225066013987,0.2725710377650288,6,0.1657687871048889,5
him,0.10872433363368558,0.2251447037211884,4,0.1164203700875028,3
baby,0.10921369413702231,0.292151319079054,3,0.1829376249420317,2
youtube,0.11019910437806388,0.151569772125678,4,0.0413706677476141,3
mixed,0.11043464748702761,0.2650027619417901,3,0.1545681144547625,2
food,0.11060207396927607,0.260895837424059,3,0.1502937634547829,2
woman,0.1115093563718447,0.2363323601483141,3,0.1248230037764694,2
bad,0.11188604587517029,0.2246019191308161,3,0.1127158732556458,2
stormed,0.11731244939087127,0.3451316866621342,2,0.2278192372712629,1
gorgeous,0.11855587656838493,0.3264725613848614,2,0.2079166848164765,1
popular,0.1189902915657561,0.3195527040208016,2,0.2005624124550455,1
kicked,0.11935306649950461,0.3135901437159776,2,0.194237077216473,1
nigerian,0.11935306649950461,0.3135901437159776,2,0.194237077216473,1
fair,0.11993462498429211,0.3036419816684518,2,0.1837073566841597,1
creatures,0.1205833535320667,0.291894282491664,2,0.1713109289595973,1
nose,0.1205833535320667,0.291894282491664,2,0.1713109289595973,1
warm,0.1205833535320667,0.291894282491664,2,0.1713109289595973,1
needed,0.12076027121960481,0.2885548657312591,2,0.1677945945116543,1
attacked,0.1209225768943886,0.2854348447516399,2,0.1645122678572513,1
went,0.12098323801066668,0.2955438451366508,7,0.1745606071259841,5
younger,0.12121122495112363,0.27974340962004,2,0.1585321846689164,1
teaching,0.12134058838719503,0.2771294060403998,2,0.1557888176532048,1
modern,0.12134058838719503,0.2771294060403998,2,0.1557888176532048,1
said,0.1214553957686959,0.2863653295269375,7,0.1649099337582416,5
welfare,0.12146155178525408,0.2746474206374366,2,0.1531858688521825,1
carry,0.1215750519504358,0.2722839265847773,2,0.1507088746343415,1
says,0.12223979251403119,0.3053272794051687,6,0.1830874868911375,4
hit,0.1222892263184652,0.256539444414089,2,0.1342502180956238,1
example,0.1226769918857035,0.2472388995353615,2,0.124561907649658,1
info,0.1228908490898788,0.2418313858693787,2,0.1189405367794999,1
means,0.1228908490898788,0.2418313858693787,2,0.1189405367794999,1
son,0.1229399043140437,0.2405597486804233,2,0.1176198443663796,1
wants,0.123077978496222,0.2369129643926099,2,0.1138349858963879,1
weeks,0.12355612471687351,0.2233964215160854,2,0.0998402967992119,1
mother,0.12606712811049298,0.3027305607223499,5,0.1766634326118569,3
girl,0.1373370013297109,0.3075017950990798,7,0.1701647937693689,4
something,0.145318188911312,0.2721571361220163,6,0.1268389472107043,3
turning,0.1522963795684903,0.3200909740801446,3,0.1677945945116543,1
lady,0.1540022151895135,0.2958409451666637,3,0.1418387299771502,1
unfortunately,0.15435400266589872,0.2904024031261228,3,0.1360484004602241,1
movies,0.15446110332134969,0.2887113214169735,3,0.1342502180956238,1
beautiful,0.155029207450437,0.2941267526097851,5,0.1390975451593481,2
racial,0.15621861733088702,0.2580027170770267,3,0.1017840997461397,1
while,0.1566835431857091,0.2661825555896118,5,0.1094990124039027,2
man,0.15828157729519132,0.2094941687977512,3,0.0512125915025599,1
old,0.15858796405107783,0.2929428260756761,10,0.1343548620245983,5
was,0.16525699361563742,0.383247995596434,44,0.2179910019807966,35
daughter,0.1774044736452788,0.3234897547169846,4,0.1460852810717058,1
week,0.1817277728101308,0.2628732025099636,4,0.0811454296998328,1
hope,0.1895193811377613,0.274879937097392,7,0.0853605559596307,2
sorry,0.1974268601738128,0.3467002324812215,8,0.1492733723074087,2
hair,0.2184537697072867,0.2942521011945412,6,0.0757983314872545,1
teacher,0.2432117817701679,0.3440158610293218,8,0.1008040792591539,1
her,0.3313179759659204,0.5014792892735155,61,0.1701613133075951,9
she,0.5317934126668649,0.670042033380406,167,0.1382486207135411,5
