word,npmi-bias,her-npmi,her-count,him-npmi,him-count
a,-0.02846644445126051,0.3333178609459928,81,0.3617843053972533,58
but,-0.0280690419859371,0.2370907276619539,17,0.265159769647891,13
of,-0.02801525281194539,0.2797689633191215,54,0.3077842161310669,39
on,-0.026596115141375387,0.2829926729921817,34,0.3095887881335571,25
being,-0.02623227860762381,0.2176833516471089,5,0.2439156302547327,4
d,-0.025690896668582708,0.2380129576782225,5,0.2637038543468052,4
love,-0.02529309081723724,0.252773699687626,5,0.2780667905048632,4
off,-0.02491269010268582,0.2761532338649392,9,0.301065923967625,7
some,-0.023589362995444507,0.2447729851730338,12,0.2683623481684783,9
and,-0.02322098668684819,0.3765288386234401,107,0.3997498253102883,74
s,-0.01991503064779393,0.2649013240242338,27,0.2848163546720277,19
2,-0.019842087491839577,0.2055436590661489,4,0.2253857465579885,3
saw,-0.019544080134669406,0.2187591471587523,4,0.2383032272934217,3
life,-0.019107539545747676,0.2380316291952903,4,0.257139168741038,3
remember,-0.018570042538922193,0.2616222291795681,4,0.2801922717184903,3
there,-0.01852109527607121,0.1539000498317594,7,0.1724211451078306,5
white,-0.017170436163840175,0.2852689252081899,32,0.3024393613720301,22
sat,-0.017107236669273773,0.3250703443602768,4,0.3421775810295506,3
because,-0.01690458390734878,0.2245523690333376,7,0.2414569529406864,5
where,-0.016658418177918077,0.2353605231009927,7,0.2520189412789108,5
video,-0.016526132843512786,0.2411740547270102,7,0.257700187570523,5
then,-0.014528963445331167,0.2806113933548574,13,0.2951403568001886,9
that,-0.01221455108852959,0.2770160561111925,38,0.2892306071997221,25
about,-0.011602845056316868,0.2505300117547034,15,0.2621328568110203,10
www,-0.010700695887607192,0.1911443493589754,6,0.2018450452465826,4
com,-0.010581025233334679,0.1972972391532616,6,0.2078782643865963,4
few,-0.01037332267903518,0.2505794757716429,9,0.2609527984506781,6
show,-0.009778853379052321,0.2393436607688134,6,0.2491225141478657,4
take,-0.009636628720944979,0.1802964274758775,3,0.1899330561968225,2
1,-0.0095611948210102,0.1846459352630128,3,0.194207130084023,2
house,-0.009243247227356088,0.268246258692297,6,0.2774895059196531,4
far,-0.009086734469078706,0.2123522310239269,3,0.2214389654930056,2
may,-0.009086734469078706,0.2123522310239269,3,0.2214389654930056,2
looks,-0.009042888305924701,0.2149438995746365,3,0.2239867878805612,2
help,-0.008985428782737892,0.2183484564392095,3,0.2273338852219474,2
it,-0.008894830169229706,0.2699460434274812,39,0.2788408735967109,25
done,-0.0088194203498983,0.2282378022301576,3,0.2370572225800559,2
night,-0.008776989776413613,0.2307782766561772,3,0.2395552664325908,2
dog,-0.008254379405975065,0.2625131343188226,3,0.2707675137247977,2
caught,-0.00822902230153344,0.2640744517621393,3,0.2723034740636727,2
back,-0.006720067002640218,0.2909766725490071,14,0.2976967395516473,9
other,-0.004328764465167806,0.2300482855965483,8,0.2343770500617161,5
around,-0.00402974872391848,0.2479891925549923,8,0.2520189412789108,5
let,-0.003673929039852808,0.270110873787646,8,0.2737848028274988,5
can,-0.002948036290161299,0.2417394291913187,13,0.24468746548148,8
who,-0.0028496108384239993,0.2473832666681558,13,0.2502328775065798,8
want,-0.0009246814629275124,0.1934438913162864,5,0.1943685727792139,3
too,-0.0008271434977841219,0.1999996132332502,5,0.2008267567310343,3
never,-0.0007381009585122056,0.2060715921398765,5,0.2068096930983887,3
come,-0.0003981730308386944,0.2300866395112608,5,0.2304848125420995,3
try,-0.00021817127210480014,0.2433984557991645,5,0.2436166270712693,3
person,-0.00020447607559279102,0.2444298277680148,5,0.2446343038436076,3
heard,-0.00015495515823588102,0.2481821403575021,5,0.248337095515738,3
time,-0.00012117469761491195,0.251945541068708,10,0.2520667157663229,6
hair,-7.940084524982183e-05,0.253978240839143,5,0.2540576416843928,3
killed,0.00041857645545639866,0.2946424034800751,5,0.2942238270246187,3
said,0.0035178386566321884,0.3130620020099224,12,0.3095441633532902,7
into,0.004161632640470592,0.2370528577203672,7,0.2328912250798966,4
while,0.004565635847520899,0.2725231369167178,7,0.2679575010691969,4
black,0.005146188986200395,0.2619460904732638,14,0.2567999014870634,8
has,0.007014055473433201,0.2312171556551595,9,0.2242031001817263,5
told,0.010048580648919114,0.3401988112902558,11,0.3301502306413367,6
been,0.01197921315481501,0.1086019267651873,2,0.0966227136103723,1
those,0.012111452155298713,0.1195284478248052,2,0.1074169956695065,1
many,0.012154513367217998,0.1232122355991378,2,0.1110577222319198,1
we,0.012180558108411788,0.2300316789766905,15,0.2178511208682787,8
am,0.012258927718839116,0.1324326997622229,2,0.1201737720433838,1
country,0.012343713282570612,0.1402530492752893,2,0.1279093359927187,1
live,0.012347385323855486,0.1405991320269951,2,0.1282517467031396,1
world,0.012407840733472286,0.1463919273960006,2,0.1339840866625283,1
actually,0.012682169324219505,0.1754268562294947,2,0.1627446869052752,1
5,0.012708116974081585,0.1784661934227515,2,0.1657580764486699,1
left,0.012756831832576088,0.1843470372711924,2,0.1715902054386163,1
until,0.012796728776319294,0.1893503754561785,2,0.1765536466798592,1
half,0.01280258665401482,0.1901003888694547,2,0.1772978022154399,1
yet,0.012826444569817297,0.1931984793553444,2,0.1803720347855271,1
6,0.012851026282824612,0.19646749894264,2,0.1836164726598154,1
getting,0.012851026282824612,0.19646749894264,2,0.1836164726598154,1
wait,0.012889393035170699,0.2017402908430315,2,0.1888508978078608,1
open,0.01290261623854172,0.2036098445533565,2,0.1907072283148148,1
goes,0.012916073452953092,0.2055420751205895,2,0.1926260016676364,1
blue,0.012916073452953092,0.2055420751205895,2,0.1926260016676364,1
ya,0.012972481703614591,0.2140010707823814,2,0.2010285890787668,1
rest,0.012987297136295511,0.2163302333629423,2,0.2033429362266468,1
moved,0.0130101199347476,0.2200177402058688,2,0.2070076202711212,1
outside,0.013049916185714994,0.2267728886945938,2,0.2137229725088788,1
looked,0.013049916185714994,0.2267728886945938,2,0.2137229725088788,1
months,0.01305816324718409,0.2282307875500129,2,0.2151726243028288,1
instead,0.01305816324718409,0.2282307875500129,2,0.2151726243028288,1
play,0.013066513148168507,0.2297292254869498,2,0.2166627123387813,1
beat,0.013083534375019606,0.23285797524353,2,0.2197744408685104,1
brought,0.013118959350478493,0.2397305225472487,2,0.2266115631967702,1
tree,0.013137421885383582,0.2435377345517533,2,0.2304003126663697,1
ive,0.013137421885383582,0.2435377345517533,2,0.2304003126663697,1
arrested,0.013146853930135705,0.245551865070826,2,0.2324050111406903,1
explain,0.013186003163523502,0.2545124366542431,2,0.2413264334907196,1
beaten,0.0131961595649506,0.2570259210843875,2,0.2438297615194369,1
teaching,0.0131961595649506,0.2570259210843875,2,0.2438297615194369,1
educate,0.013206466209819578,0.2596733727529283,2,0.2464669065431087,1
turning,0.013238258326083108,0.2685996463334225,2,0.2553613880073394,1
camera,0.01327109066313964,0.279575300322966,2,0.2663042096598264,1
kiss,0.01327109066313964,0.279575300322966,2,0.2663042096598264,1
showed,0.01327109066313964,0.279575300322966,2,0.2663042096598264,1
beast,0.013282107759896133,0.2838907665388246,2,0.2706086587789285,1
sacrifice,0.013282107759896133,0.2838907665388246,2,0.2706086587789285,1
grand,0.013282107759896133,0.2838907665388246,2,0.2706086587789285,1
smile,0.013303692061692352,0.2939785684705489,2,0.2806748764088565,1
teen,0.013303692061692352,0.2939785684705489,2,0.2806748764088565,1
april,0.013303692061692352,0.2939785684705489,2,0.2806748764088565,1
tiger,0.013327693015665498,0.3403033157512665,2,0.326975622735601,1
partner,0.013330170417862108,0.3154516290787545,2,0.3021214586608924,1
m,0.01396988632285609,0.1525141957535644,4,0.1385443094307083,2
any,0.014181497204504817,0.1726126005321763,4,0.1584311033276715,2
years,0.014297467838865596,0.1848178377588102,4,0.1705203699199446,2
ve,0.014347603294234096,0.1904292346966932,4,0.1760816314024591,2
before,0.014515563491450306,0.2111794032630075,4,0.1966638397715572,2
nothing,0.014570065695020201,0.2187591471587523,4,0.2041890814637321,2
thought,0.014688413367391212,0.2373876487191068,4,0.2226992353517156,2
came,0.014699535771958205,0.2393407370284624,4,0.2246412012565042,2
hell,0.014703269689950893,0.2400062043679588,4,0.2253029346780079,2
front,0.014776774290088973,0.2543320407226798,4,0.2395552664325908,2
young,0.014784790921279184,0.2560686426039461,4,0.2412838516826669,2
car,0.014895665857393992,0.2871991399210667,4,0.2723034740636727,2
morning,0.014915067114132985,0.2956749476619694,4,0.2807598805478364,2
well,0.015628476695915605,0.2126562738758243,6,0.1970277971799087,3
good,0.01652151531458121,0.2131306202263434,8,0.1966091049117622,4
went,0.01692958272942413,0.2829597697416315,8,0.2660301870122074,4
no,0.017382159942760295,0.2248583306487032,10,0.2074761707059429,5
in,0.018555144168998394,0.3299084329061708,67,0.3113532887371724,36
by,0.01958433619437011,0.2732384424912961,16,0.253654106296926,8
t,0.019990644315143108,0.2499058218246277,18,0.2299151775094846,9
n,0.02001329745162017,0.2532382179918742,18,0.233224920540254,9
this,0.02334315199201248,0.2824114098116168,32,0.2590682578196043,16
my,0.0265562614792465,0.2734234983624097,25,0.2468672368831632,12
here,0.028023468287417003,0.2106835185083204,9,0.1826600502209034,4
son,0.029620324053795277,0.3226235236498286,7,0.2930031995960333,3
baby,0.033358568733761085,0.3123109581185344,5,0.2789523893847733,2
will,0.03343172519763221,0.2473898573155227,16,0.2139581321178905,7
sister,0.03343797818367372,0.3042054919084714,5,0.2707675137247977,2
shot,0.033511990668021296,0.2959066761683893,5,0.262394685500368,2
behind,0.03360219094102629,0.284432250237953,5,0.2508300592969267,2
days,0.03376046687610429,0.2570999883982474,5,0.2233395215221431,2
story,0.03376046687610429,0.2570999883982474,5,0.2233395215221431,2
family,0.03377588806300591,0.2533729544238571,5,0.2195970663608512,2
jew,0.03379106017445291,0.2492978872382437,5,0.2155068270637908,2
only,0.033808151515319684,0.1883334799558229,5,0.1545253284405032,2
me,0.0345212628341689,0.2468247817837273,14,0.2123035189495584,6
is,0.03814427984804719,0.3116178497279379,54,0.2734735698798907,25
police,0.04205156014095579,0.3037970866350933,8,0.2617455264941375,3
ago,0.042382088249914324,0.274522007281485,8,0.2321399190315707,3
their,0.0426656154750982,0.1700738756925413,8,0.1274082602174431,3
more,0.042725347704315186,0.2053860976432341,8,0.1626607499389189,3
boyfriend,0.043493458740898494,0.318854681559876,3,0.2753612228189775,1
teeth,0.0436505717804056,0.309954781440232,3,0.2663042096598264,1
blonde,0.043774231407619046,0.3025085258353151,3,0.2587342944276961,1
duty,0.043827082062729006,0.2991884700700684,3,0.2553613880073394,1
apartment,0.04387519199408746,0.2960862752647537,3,0.2522110832706662,1
gang,0.04403209443142489,0.2853585279221445,3,0.2413264334907196,1
student,0.04414989836304811,0.2765549095037384,3,0.2324050111406903,1
met,0.04414989836304811,0.2765549095037384,3,0.2324050111406903,1
lady,0.044175029229756,0.2745753418961257,3,0.2304003126663697,1
close,0.04440674812660689,0.254001484673012,3,0.2095947365464051,1
case,0.04440674812660689,0.254001484673012,3,0.2095947365464051,1
month,0.044419548573533585,0.2527053575456485,3,0.2082858089721149,1
teach,0.04444366619029519,0.2502023272634883,3,0.2057586610731931,1
using,0.044476531048726786,0.2466501947137779,3,0.2021736636650511,1
murder,0.044476531048726786,0.2466501947137779,3,0.2021736636650511,1
racial,0.0445637945715337,0.236222322697186,3,0.1916585281256523,1
parents,0.04460389570214571,0.2307782766561772,3,0.1861743809540315,1
trying,0.044708885064635495,0.2129898294350052,3,0.1682809443703697,1
ca,0.044725847152018106,0.2092606790503416,3,0.1645348318983235,1
free,0.0447642574783694,0.198750414377951,3,0.1539861568995816,1
children,0.04478614930897831,0.1897457885997843,3,0.144959639290806,1
home,0.04772304650077,0.2968455606486357,11,0.2491225141478657,4
child,0.04965571201964,0.2820217781880322,6,0.2323660661683922,2
negro,0.04994698393916849,0.2600505665859994,6,0.2101035826468309,2
does,0.05006450455362621,0.2492833691129093,6,0.1992188645592831,2
last,0.05021063067792261,0.2330251267288323,6,0.1828144960509097,2
way,0.050303947927269804,0.2194332024106831,6,0.1691292544834133,2
found,0.05335451197518001,0.2979888158187876,9,0.2446343038436076,3
them,0.05440948785799701,0.1946946051404327,9,0.1402851172824357,3
own,0.0640528805284612,0.281302194913151,10,0.2172493143846898,3
little,0.06412427779091093,0.263343142350194,7,0.1992188645592831,2
first,0.0643603990890857,0.2492307002310687,7,0.184870301141983,2
watch,0.0643964244937549,0.2468744122432417,7,0.1824779877494868,2
youtube,0.06502027389353861,0.1788200420581942,7,0.1137997681646556,2
mom,0.06670634841439338,0.3131732549575021,4,0.2464669065431087,1
save,0.06729820571073128,0.2921147015748662,4,0.2248164958641349,1
charged,0.06738434051463418,0.2887861888511929,4,0.2214018483365587,1
father,0.06775373353173839,0.2735123946049315,4,0.2057586610731931,1
age,0.06783254841785288,0.270006212082904,4,0.2021736636650511,1
took,0.06783254841785288,0.270006212082904,4,0.2021736636650511,1
beautiful,0.06820559585432517,0.2518220685141406,4,0.1836164726598154,1
friends,0.06859719861707228,0.2284695964440377,4,0.1598723978269654,1
another,0.0687124506042345,0.2201957721852505,4,0.151483321581016,1
anything,0.06875503494253768,0.2168930050961889,4,0.1481379701536512,1
ever,0.0688782573433796,0.2063195609543716,4,0.137441303610992,1
name,0.0760690394584968,0.293879079302429,8,0.2178100398439322,2
year,0.08258961965464101,0.2871623652838957,12,0.2045727456292547,3
sorry,0.08683310040321318,0.2804433525402444,5,0.1936102521370312,1
old,0.0868402653574519,0.3143134886273105,16,0.2274732232698586,4
stupid,0.08715598238764888,0.2699442720160224,5,0.1827882896283735,1
hear,0.08726844198606601,0.2660832917687189,5,0.1788148497826529,1
seen,0.08795295020502081,0.2394362717860368,5,0.151483321581016,1
also,0.0884631137078434,0.2136942975224378,5,0.1252311838145944,1
kids,0.0885639349941196,0.2585244666628088,9,0.1699605316686892,2
http,0.0887297162488441,0.1958937419891465,5,0.1071640257403024,1
than,0.0887329461321154,0.1956449068998041,5,0.1069119607676887,1
girl,0.09634960549967148,0.3492183137829791,14,0.2528687082833076,3
thing,0.10444544700877939,0.2451211153761263,6,0.1406756683673469,1
two,0.10451281364446499,0.2427477902796778,6,0.1382349766352128,1
every,0.10494534528417121,0.2260391469338375,6,0.1210938016496663,1
mother,0.11634752974399057,0.308973531411627,7,0.1926260016676364,1
eyes,0.11796301250718472,0.2740258698413967,7,0.156062857334212,1
were,0.1325292917480983,0.2306932147345473,8,0.098163922986449,1
woman,0.17628050881404608,0.3458634293314752,13,0.1695829205174291,1
she,0.24659799320599693,0.4778175898230653,61,0.2312195966170684,4
her,0.37178908074465067,0.6410983341501928,194,0.2693092534055421,7
