word,npmi-bias,him-npmi,him-count,their-npmi,their-count
monkey,0.059161387678387634,0.3101238402101849,2,0.2509624525317973,4
ll,0.059687085095003894,0.2459481569776679,4,0.186261071882664,9
at,0.060068683905035725,0.326616912749491,19,0.2665482288444553,51
summer,0.060502456939384996,0.2755199297769435,2,0.2150174728375585,4
sister,0.06067503034475469,0.2707675137247977,2,0.210092483380043,4
nation,0.061792857440995,0.2378777917815406,2,0.1760849343405456,4
done,0.061819041126919105,0.2370572225800559,2,0.1752381814531368,4
child,0.06196714188025079,0.2323660661683922,2,0.1703989242881414,4
send,0.06199044601674178,0.2316199980105114,2,0.1696295519937696,4
story,0.06224450312322449,0.2233395215221431,2,0.1610950183989186,4
put,0.06304175158949829,0.2773143331820835,5,0.2142725815925852,11
dont,0.06334671016139459,0.2693683247458627,5,0.2060216145844681,11
self,0.06351431121110648,0.3067330279893395,3,0.243218716778233,6
students,0.06457298425168878,0.2811511596825986,3,0.2165781754309098,6
youtube,0.06481812627945421,0.1137997681646556,2,0.0489816418852014,4
if,0.06496136188619561,0.319169897632612,19,0.2542085357464164,49
hair,0.06559924064942713,0.2540576416843928,3,0.1884584010349657,6
girl,0.0656420453969076,0.2528687082833076,3,0.1872266628864,6
found,0.0659333717048686,0.2446343038436076,3,0.178700932138739,6
place,0.0660204949778759,0.2421212732458175,3,0.1761007782679416,6
ago,0.0663583004599182,0.2321399190315707,3,0.1657816185716525,6
something,0.06637215589352602,0.2317220530075408,3,0.1653498971140148,6
away,0.06805114359771519,0.279833567375064,4,0.2117824237773488,8
africa,0.06807572646630591,0.2792386936243788,4,0.2111629671580729,8
again,0.06830630102076449,0.2735994006296418,4,0.2052930996088773,8
show,0.0692554808756653,0.2491225141478657,4,0.1798670332722004,8
down,0.0692810346820451,0.2894516795970472,7,0.2201706449150021,15
see,0.07022356425892179,0.2978790009828294,11,0.2276554367239076,25
god,0.07025279878401214,0.2960737799490826,5,0.2258209811650705,10
a,0.0712078742897686,0.3617843053972533,58,0.2905764311074847,168
few,0.07435584760426639,0.2609527984506781,6,0.1865969508464117,12
from,0.07500842520147943,0.3214803030667667,18,0.2464718778652873,42
jesus,0.0772145332596351,0.3051825158702931,3,0.227967982610658,5
says,0.07820204964434208,0.2902923860573436,4,0.2120903364130015,7
vile,0.0787749269192001,0.3174535283978423,2,0.2386786014786422,3
out,0.0788006199866354,0.3167769729442369,17,0.2379763529576015,38
things,0.07880159385605151,0.2774895059196531,4,0.1986879120636016,7
back,0.07912874016296603,0.2976967395516473,9,0.2185679993886813,18
police,0.07922890356078702,0.2617455264941375,3,0.1825166229333505,5
calling,0.07932560996706112,0.3068560024147448,2,0.2275303924476837,3
eating,0.0803238619678188,0.2866095147851856,2,0.2062856528173668,3
sitting,0.0803238619678188,0.2866095147851856,2,0.2062856528173668,3
bet,0.08051156649272923,0.2826346854458359,2,0.2021231189531067,3
2,0.08067609814785398,0.2253857465579885,3,0.1447096484101345,5
lost,0.08084078518270221,0.2755199297769435,2,0.1946791445942413,3
car,0.08098677393402992,0.2723034740636727,2,0.1913167001296428,3
israel,0.08105586383070829,0.2707675137247977,2,0.1897116498940894,3
disgusting,0.08118707371020281,0.2678255065420651,2,0.1866384328318623,3
year,0.08140726438479111,0.2045727456292547,3,0.1231654812444636,5
new,0.08190475444072821,0.1891147354168357,3,0.1072099809761075,5
gets,0.08195881800066859,0.24979809086954,2,0.1678392728688714,3
during,0.08200054110294269,0.2487850921168876,2,0.1667845510139449,3
had,0.08287758819080912,0.3248138624028754,12,0.2419362742120663,24
hell,0.0829188947431172,0.2253029346780079,2,0.1423840399348907,3
far,0.0830610610086922,0.2214389654930056,2,0.1383779044843134,3
since,0.0832744132442271,0.2155068270637908,2,0.1322324138195637,3
1,0.08399160521400809,0.194207130084023,2,0.1102155248700149,3
hope,0.09004341801389029,0.2659094522070556,5,0.1758660341931653,8
go,0.09046726344289491,0.2885663708786817,9,0.1980991074357868,16
old,0.09317089011438712,0.2274732232698586,4,0.1343023331554715,6
fidelity,0.09326901378369179,0.3501203596120513,1,0.2568513458283595,1
purported,0.09326901378369179,0.3501203596120513,1,0.2568513458283595,1
talmud,0.09326901378369179,0.3501203596120513,1,0.2568513458283595,1
despicable,0.09326901378369179,0.3501203596120513,1,0.2568513458283595,1
convinced,0.09326901378369179,0.3501203596120513,1,0.2568513458283595,1
set,0.09405110440602057,0.295473518568613,3,0.2014224141625924,4
sexuality,0.09478549257361879,0.326975622735601,1,0.2321901301619822,1
subsequently,0.09478549257361879,0.326975622735601,1,0.2321901301619822,1
folklore,0.09478549257361879,0.326975622735601,1,0.2321901301619822,1
evolution,0.09478549257361879,0.326975622735601,1,0.2321901301619822,1
remember,0.09488154568687063,0.2801922717184903,3,0.1853107260316197,4
said,0.09527158176070502,0.3095441633532902,7,0.2142725815925852,11
nationals,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
goodness,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
auto,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
yelling,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
fist,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
regency,0.0956658690321398,0.3126563396819113,1,0.2169904706497715,1
enough,0.09585381691278111,0.2610647005846911,3,0.16521088367191,4
once,0.0960743744153138,0.2565098123896824,3,0.1604354379743686,4
spit,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
smashed,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
partner,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
offering,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
shake,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
examples,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
behaviour,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
dropped,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
rob,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
stole,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
improve,0.0962854771952896,0.3021214586608924,1,0.2058359814656028,1
shave,0.09676232017955311,0.2937249036291447,1,0.1969625834495916,1
declare,0.09676232017955311,0.2937249036291447,1,0.1969625834495916,1
pretending,0.09676232017955311,0.2937249036291447,1,0.1969625834495916,1
dat,0.09676232017955311,0.2937249036291447,1,0.1969625834495916,1
overwhelming,0.09676232017955311,0.2937249036291447,1,0.1969625834495916,1
professor,0.09714900707821769,0.2867129454680772,1,0.1895639383898595,1
ye,0.09714900707821769,0.2867129454680772,1,0.1895639383898595,1
introduce,0.09714900707821769,0.2867129454680772,1,0.1895639383898595,1
desert,0.09714900707821769,0.2867129454680772,1,0.1895639383898595,1
wigger,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
finger,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
memories,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
shaved,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
feeding,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
balls,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
neighbor,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
2nd,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
bitch,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
neck,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
independent,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
kicked,0.09747360050840453,0.2806748764088565,1,0.183201275900452,1
attitude,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
israeli,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
celebrate,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
satan,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
hanging,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
guards,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
officers,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
hero,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
holy,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
excuse,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
led,0.09775284286347422,0.2753612228189775,1,0.1776083799555033,1
destroyed,0.09799752478955218,0.2706086587789285,1,0.1726111339893763,1
won,0.09799752478955218,0.2706086587789285,1,0.1726111339893763,1
arrest,0.09799752478955218,0.2706086587789285,1,0.1726111339893763,1
fools,0.09799752478955218,0.2706086587789285,1,0.1726111339893763,1
remove,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
skinheads,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
camera,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
walked,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
kiss,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
sunday,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
negroid,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
hall,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
schooling,0.09821500691762186,0.2663042096598264,1,0.1680892027422045,1
i,0.09831492228475469,0.3654189997152411,63,0.2671040774304864,156
table,0.0984105335763803,0.2623663603677288,1,0.1639558267913485,1
bell,0.0984105335763803,0.2623663603677288,1,0.1639558267913485,1
pair,0.0984105335763803,0.2623663603677288,1,0.1639558267913485,1
onto,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
hearing,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
ignorant,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
theres,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
everybody,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
blonde,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
parts,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
step,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
passed,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
famous,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
window,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
gotta,0.09858797246639917,0.2587342944276961,1,0.1601463219612969,1
islam,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
drugs,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
duty,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
hurt,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
skills,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
wiggers,0.09875025717708577,0.2553613880073394,1,0.1566111308302536,1
floor,0.0988996651670454,0.2522110832706662,1,0.1533114181036208,1
topic,0.0988996651670454,0.2522110832706662,1,0.1533114181036208,1
friday,0.0988996651670454,0.2522110832706662,1,0.1533114181036208,1
properly,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
cops,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
300,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
ignore,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
polish,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
greatest,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
noticed,0.09903799954193102,0.2492541655752122,1,0.1502161660332812,1
nor,0.09916671199292851,0.2464669065431087,1,0.1473001945501802,1
anybody,0.09916671199292851,0.2464669065431087,1,0.1473001945501802,1
amongst,0.09916671199292851,0.2464669065431087,1,0.1473001945501802,1
project,0.09916671199292851,0.2464669065431087,1,0.1473001945501802,1
gotten,0.09916671199292851,0.2464669065431087,1,0.1473001945501802,1
strange,0.09928698835750488,0.2438297615194369,1,0.144542773161932,1
beaten,0.09928698835750488,0.2438297615194369,1,0.144542773161932,1
teaching,0.09928698835750488,0.2438297615194369,1,0.144542773161932,1
whether,0.09928698835750488,0.2438297615194369,1,0.144542773161932,1
prison,0.09939980965456502,0.2413264334907196,1,0.1419266238361546,1
gang,0.09939980965456502,0.2413264334907196,1,0.1419266238361546,1
starts,0.09939980965456502,0.2413264334907196,1,0.1419266238361546,1
explain,0.09939980965456502,0.2413264334907196,1,0.1419266238361546,1
reality,0.09950599657019221,0.238943186013845,1,0.1394371894436528,1
foreign,0.09950599657019221,0.238943186013845,1,0.1394371894436528,1
christ,0.0996062424997205,0.2366683294735546,1,0.1370620869738341,1
present,0.0996062424997205,0.2366683294735546,1,0.1370620869738341,1
x,0.0996062424997205,0.2366683294735546,1,0.1370620869738341,1
needs,0.0996062424997205,0.2366683294735546,1,0.1370620869738341,1
decided,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
obama,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
certain,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
hitler,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
hispanic,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
gonna,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
shoot,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
happening,0.09970113850430382,0.2344918305773595,1,0.1347906920730557,1
swedish,0.09979119244426868,0.2324050111406903,1,0.1326138186964216,1
mention,0.09979119244426868,0.2324050111406903,1,0.1326138186964216,1
arrested,0.09979119244426868,0.2324050111406903,1,0.1326138186964216,1
2012,0.09979119244426868,0.2324050111406903,1,0.1326138186964216,1
times,0.09982289575287881,0.2845880453353165,5,0.1847651495824377,7
fun,0.09987684384614731,0.2304003126663697,1,0.1305234688202224,1
r,0.09987684384614731,0.2304003126663697,1,0.1305234688202224,1
mr,0.09995847559550541,0.2284711101463647,1,0.1285126345508593,1
duke,0.09995847559550541,0.2284711101463647,1,0.1285126345508593,1
bar,0.1000364232349727,0.2266115631967702,1,0.1265751399617975,1
california,0.10011098243246051,0.2248164958641349,1,0.1247055134316744,1
bus,0.10011098243246051,0.2248164958641349,1,0.1247055134316744,1
phone,0.10018241503499241,0.2230812987032297,1,0.1228988836682373,1
alot,0.10025095401759171,0.2214018483365587,1,0.121150894318967,1
id,0.10031680756050299,0.2197744408685104,1,0.1194576333080074,1
play,0.10044118681751679,0.2166627123387813,1,0.1162215255212645,1
section,0.10055683782407701,0.2137229725088788,1,0.1131661346848018,1
click,0.10055683782407701,0.2137229725088788,1,0.1131661346848018,1
co,0.10055683782407701,0.2137229725088788,1,0.1131661346848018,1
england,0.10055683782407701,0.2137229725088788,1,0.1131661346848018,1
radio,0.1006117275009189,0.2123114733877132,1,0.1116997458867943,1
green,0.1006648159676679,0.2109360351157493,1,0.1102712191480814,1
lets,0.1006648159676679,0.2109360351157493,1,0.1102712191480814,1
month,0.1007659984318997,0.2082858089721149,1,0.1075198105402152,1
university,0.1008611220142225,0.2057586610731931,1,0.1048975390589706,1
teach,0.1008611220142225,0.2057586610731931,1,0.1048975390589706,1
thats,0.1009066107019129,0.2045375326424109,1,0.103630921940498,1
internet,0.1009066107019129,0.2045375326424109,1,0.103630921940498,1
murder,0.1009937883204456,0.2021736636650511,1,0.1011798753446055,1
march,0.1009937883204456,0.2021736636650511,1,0.1011798753446055,1
book,0.10111595055157119,0.198806898300194,1,0.0976909477486228,1
happy,0.10119225975298221,0.1966702417957716,1,0.0954779820427894,1
wrong,0.101229009844395,0.1956316753021441,1,0.0944026654577491,1
goes,0.10133410844871421,0.1926260016676364,1,0.0912918932189222,1
war,0.10136754011835479,0.1916585281256523,1,0.0902909880072975,1
yourself,0.1015240405146334,0.1870527961926258,1,0.0855287556779924,1
beautiful,0.1016379506708944,0.1836164726598154,1,0.081978521988921,1
thanks,0.1021726369999809,0.1663790348906812,1,0.0642063978907003,1
5,0.10219075837790621,0.1657580764486699,1,0.0635673180707637,1
stormfront,0.102856738843702,0.1406756683673469,1,0.0378189295236449,1
love,0.10480031250132912,0.2780667905048632,4,0.1732664780035341,5
went,0.10546307728615306,0.2660301870122074,4,0.1605671097260543,5
d,0.1055873926769928,0.2637038543468052,4,0.1581164616698124,5
angry,0.1071899374430769,0.2956744160897587,2,0.1884844786466818,2
she,0.1071960730860489,0.2312195966170684,4,0.1240235235310195,5
consider,0.1074778317365371,0.290931882312627,2,0.1834540505760899,2
fed,0.1074778317365371,0.290931882312627,2,0.1834540505760899,2
ass,0.10761008553261803,0.2887232099089763,2,0.1811131243763583,2
kick,0.10761008553261803,0.2887232099089763,2,0.1811131243763583,2
drug,0.1081812824739396,0.2789523893847733,2,0.1707711069108337,2
giving,0.1082809257336163,0.2772072209488965,2,0.1689262952152802,2
damn,0.10837658002441791,0.2755199297769435,2,0.1671433497525256,2
number,0.10837658002441791,0.2755199297769435,2,0.1671433497525256,2
kid,0.10994607173881008,0.3155782667565872,5,0.2056321950177771,6
teacher,0.11004124227149731,0.2439802932247864,2,0.1339390509532891,2
night,0.11025614135756193,0.2395552664325908,2,0.1292991250750289,2
probably,0.11085684737734249,0.2266490866696048,2,0.1157922392922623,2
days,0.1110046460171609,0.2233395215221431,2,0.1123348755049822,2
wife,0.113966322776347,0.3036779726704364,3,0.1897116498940894,3
class,0.11521949751854979,0.2841334227333135,3,0.1689139252147637,3
picture,0.11546043471212261,0.2801922717184903,3,0.1647318370063677,3
got,0.11865348581726307,0.3234776360207465,10,0.2048241502034834,13
head,0.1193253827818539,0.3098739444526677,4,0.1905485616708138,4
house,0.121481721165869,0.2774895059196531,4,0.1560077847537841,4
3,0.12209210141682714,0.267469896841979,4,0.1453777954251519,4
call,0.12337196023931277,0.3213088993419135,5,0.1979369391026007,5
her,0.12440371563109354,0.2693092534055421,7,0.1449055377744486,8
told,0.1269580191056194,0.3301502306413367,6,0.2031922115357173,6
did,0.13079930404005,0.2778658915689478,6,0.1470665875288978,6
boy,0.14045934152639872,0.3022435712586659,4,0.1617842297322672,3
thousands,0.14155284528008769,0.3036779726704364,3,0.1621251273903487,2
next,0.142178411384289,0.3142312542396557,6,0.1720528428553667,5
killed,0.1422696615930888,0.2942238270246187,3,0.1519541654315299,2
weeks,0.14353482311938498,0.2765158895546215,3,0.1329810664352365,2
video,0.1445244803691702,0.257700187570523,5,0.1131757072013528,4
pm,0.1445567632781763,0.2610647005846911,3,0.1165079373065148,2
jose,0.1452113334827705,0.362201804132542,2,0.2169904706497715,1
lads,0.14860671888907998,0.3262150988445833,2,0.1776083799555033,1
hated,0.14900752024305788,0.3216186542324342,2,0.1726111339893763,1
jumped,0.14900752024305788,0.3216186542324342,2,0.1726111339893763,1
thrown,0.1493643256556378,0.3174535283978423,2,0.1680892027422045,1
mouth,0.149977518248888,0.3101238402101849,2,0.1601463219612969,1
prime,0.1502448715844912,0.3068560024147448,2,0.1566111308302536,1
obviously,0.1504913170202426,0.3038027351238634,2,0.1533114181036208,1
whenever,0.1504913170202426,0.3038027351238634,2,0.1533114181036208,1
17,0.1504913170202426,0.3038027351238634,2,0.1533114181036208,1
victim,0.1504913170202426,0.3038027351238634,2,0.1533114181036208,1
known,0.15071976755498018,0.3009359335882614,2,0.1502161660332812,1
absolutely,0.1514946928689742,0.290931882312627,2,0.1394371894436528,1
was,0.1516429506163186,0.3616073944378304,30,0.2099644438215118,39
ape,0.15166112293514222,0.2887232099089763,2,0.1370620869738341,1
somewhere,0.1518188227121299,0.2866095147851856,2,0.1347906920730557,1
stick,0.15224724599697712,0.2807598805478364,2,0.1285126345508593,1
whatever,0.15250170751722208,0.2772072209488965,2,0.1247055134316744,1
african,0.1526210461087062,0.2755199297769435,2,0.1228988836682373,1
muslim,0.1526210461087062,0.2755199297769435,2,0.1228988836682373,1
dog,0.15295193977987837,0.2707675137247977,2,0.1178155739449193,1
hundreds,0.15305421528295018,0.2692757408042147,2,0.1162215255212645,1
especially,0.153248263328377,0.2664143980131788,2,0.1131661346848018,1
mine,0.153248263328377,0.2664143980131788,2,0.1131661346848018,1
posts,0.1533404648005763,0.2650402106873706,2,0.1116997458867943,1
brother,0.1535999738642369,0.2611197844044521,2,0.1075198105402152,1
song,0.15398421233998333,0.2551640876845888,2,0.1011798753446055,1
check,0.1556579051496969,0.2266490866696048,2,0.0709911815199079,1
guy,0.1569939676328035,0.3284488751627865,7,0.171454907529983,5
minister,0.1644478270081458,0.3433217734185892,4,0.1788739464104434,2
gave,0.1655131605321008,0.3326565102846264,4,0.1671433497525256,2
ok,0.16683134745451128,0.3187855128860412,4,0.1519541654315299,2
post,0.1719950854081358,0.2540059472321789,4,0.0820108618240431,2
talk,0.1805131904205634,0.3045329777184817,6,0.1240197872979183,3
honor,0.18203125906825368,0.3421775810295506,3,0.1601463219612969,1
jail,0.183979643881589,0.3234168333252418,3,0.1394371894436528,1
knew,0.18624687066994272,0.2994130053547445,3,0.1131661346848018,1
happened,0.1867040164844035,0.2942238270246187,3,0.1075198105402152,1
son,0.18680985551650592,0.2930031995960333,3,0.1061933440795274,1
gone,0.1869126754655384,0.291810214524509,3,0.1048975390589706,1
friend,0.18772452372192217,0.2821271891796713,3,0.0944026654577491,1
between,0.18780411882121117,0.2811511596825986,3,0.0933470408613874,1
man,0.18874180575821392,0.3223998515083316,8,0.1336580457501177,4
lol,0.21378844761469595,0.2932371759360948,4,0.0794487283213988,1
his,0.30664469341690154,0.4551497970598489,32,0.1485051036429474,7
he,0.3476530951971281,0.4538485108642829,38,0.1061954156671548,6
him,0.5683029668203994,0.6714495242197408,130,0.1031465573993414,3
