word,npmi-bias,man-npmi,man-count,woman-npmi,woman-count
online,0.07527111893403343,0.3284195602050357,4,0.2531484412710023,1
people,0.07560148588638688,0.2736932293184622,10,0.1980917434320753,3
night,0.0760170043669551,0.3113442843811649,4,0.2353272800142098,1
brown,0.07674093119462322,0.2934370853490064,4,0.2166961541543832,1
last,0.0780318613828537,0.2569683554246397,4,0.178936494041786,1
now,0.07859437617247511,0.2384307912867705,4,0.1598364151142954,1
back,0.07876563142966522,0.2323349239564345,4,0.1535692925267693,1
m,0.08492318941627808,0.3183658441302524,11,0.2334426547139743,3
young,0.1133240602603289,0.3503706981845472,6,0.2370466379242183,1
this,0.1153551964473532,0.3134214606486323,21,0.1980662642012791,5
got,0.11732478028525808,0.286613884165787,6,0.1692891038805289,1
him,0.14550086835875578,0.3289442613249828,8,0.183443392966227,1
so,0.1508535010846235,0.245396074462501,8,0.0945425733778775,1
has,0.16107848844507416,0.2995439743638881,9,0.1384654859188139,1
his,0.17042954142856742,0.3355060281777708,10,0.1650764867492034,1
man,0.26454483856880096,0.6887877632484933,122,0.4242429246796924,11
