word,npmi-bias,he-npmi,he-count,their-npmi,their-count
awful,0.001377861332092889,0.2278770964950076,1,0.2264992351629147,2
chosen,0.001377861332092889,0.2278770964950076,1,0.2264992351629147,2
religious,0.001377861332092889,0.2278770964950076,1,0.2264992351629147,2
served,0.001381760869969717,0.234125090348718,1,0.2327433294787483,2
lips,0.001381760869969717,0.234125090348718,1,0.2327433294787483,2
teens,0.001381760869969717,0.234125090348718,1,0.2327433294787483,2
multiply,0.001385984634701909,0.241385611753937,1,0.2399996271192351,2
societies,0.0013906106071891189,0.2500865766313553,1,0.2486959660241662,2
boxes,0.0013906106071891189,0.2500865766313553,1,0.2486959660241662,2
messed,0.0013906106071891189,0.2500865766313553,1,0.2486959660241662,2
grabs,0.0013957471801211985,0.2610138323762697,1,0.2596180851961485,2
suicide,0.0013957471801211985,0.2610138323762697,1,0.2596180851961485,2
city,0.0014541231831453894,0.1568546939653642,2,0.1554005707822188,4
used,0.0014608732441933892,0.162555891643112,2,0.1610950183989186,4
story,0.0014608732441933892,0.162555891643112,2,0.1610950183989186,4
nice,0.0014697255885351146,0.1703397401910392,2,0.1688700146025041,4
send,0.0014705678450660786,0.1711001198388357,2,0.1696295519937696,4
fight,0.0014714169199449012,0.1718703412080863,2,0.1703989242881414,4
coming,0.0014740065534459834,0.174242902957373,2,0.172768896403927,4
nation,0.0014775644201893978,0.177562498760735,2,0.1760849343405456,4
racial,0.0014850856984744976,0.1848286591355917,2,0.1833435734371172,4
head,0.0014921893053904955,0.1920407509762043,2,0.1905485616708138,4
b,0.001498751835102785,0.1990544259213837,2,0.1975556740862809,4
case,0.0015022271704651924,0.2029246413330576,2,0.2014224141625924,4
understand,0.001504625638609397,0.2056655459948584,2,0.204160920356249,4
worse,0.001508358649168401,0.2100554752805851,2,0.2085471166314167,4
sister,0.0015096420414291989,0.2116021254214722,2,0.210092483380043,4
possible,0.001510946347868275,0.2131948591881654,2,0.2116839128402971,4
perhaps,0.001510946347868275,0.2131948591881654,2,0.2116839128402971,4
human,0.001510946347868275,0.2131948591881654,2,0.2116839128402971,4
chinese,0.0015122724877084937,0.2148367257055479,2,0.2133244532178394,4
sit,0.0015269938382440063,0.2349380858114451,2,0.2334110919732011,4
place,0.0015740847219810061,0.1776748629899226,3,0.1761007782679416,6
family,0.0015868422565858964,0.1894262605098467,3,0.1878394182532608,6
through,0.0015921057453658904,0.1945700118490484,3,0.1929779061036825,6
called,0.0016005176548948008,0.2032209159311311,3,0.2016203982762363,6
food,0.0016137699351378987,0.2181919453660477,3,0.2165781754309098,6
power,0.0016216115893336047,0.2280748245219483,3,0.2264532129326147,6
cannot,0.0016243841094349953,0.2318053121111062,3,0.2301809280016712,6
self,0.001633272395236779,0.2448519891734698,3,0.243218716778233,6
show,0.001654978781550992,0.1815220120537514,4,0.1798670332722004,8
still,0.0016755859971350207,0.2005936206968247,4,0.1989180346996897,8
care,0.0017043420530443165,0.2332590748330901,4,0.2315547327800458,8
god,0.0017664537976643246,0.2275874349627348,5,0.2258209811650705,10
trying,0.0017708348880264013,0.2330131925330292,5,0.2312423576450028,10
us,0.0019663209717984964,0.2242825197807521,9,0.2223161988089536,18
on,0.004367978590639698,0.3008782192383364,51,0.2965102406476967,101
this,0.004580218970941491,0.2443811242131975,31,0.239800905242256,61
be,0.004601533176470607,0.2703685345409298,30,0.2657670013644592,59
how,0.005487744568624997,0.2656466990988649,16,0.2601589545302399,31
the,0.005814313995671394,0.359651211376102,159,0.3538368973804306,316
see,0.006013919322394423,0.233669356046302,13,0.2276554367239076,25
just,0.00738171492459988,0.2568752418783067,23,0.2494935269537068,44
m,0.00845821145609349,0.1789245045997037,7,0.1704662931436102,13
sure,0.009208952171435691,0.2391031774370448,6,0.2298942252656091,11
bad,0.010466146258770098,0.2226071377740595,5,0.2121409915152894,9
eyes,0.010470976324256004,0.2210329701947546,5,0.2105619938704986,9
saw,0.010488570937306096,0.2151074324471886,5,0.2046188615098825,9
black,0.011398887677454034,0.2599833813150044,18,0.2485844936375504,33
so,0.012228962422014211,0.2970331192325622,32,0.284804156810548,59
out,0.013253262056538984,0.2512296150141405,21,0.2379763529576015,38
i,0.013338493244041072,0.2804425706745275,83,0.2671040774304864,156
maybe,0.013768052693767963,0.2509691055905672,8,0.2372010528967992,14
very,0.013923137256250079,0.2192127979620017,8,0.2052896607057516,14
now,0.013937449780826089,0.2158726057943222,8,0.2019351560134961,14
what,0.014060750945741218,0.2627176681051585,19,0.2486569171594173,34
mother,0.015418625127968877,0.2162138176509555,3,0.2007951925229866,5
open,0.015428426407781998,0.2143023280298674,3,0.1988739016220854,5
call,0.0154331581051034,0.2133700972077041,3,0.1979369391026007,5
wait,0.015437782956855689,0.2124528183298877,3,0.197015035373032,5
state,0.015451055731627611,0.2097857447840673,3,0.1943346890524397,5
might,0.015463499887821502,0.2072364295485747,3,0.1917729296607532,5
love,0.015546386433748699,0.1888128644372828,3,0.1732664780035341,5
d,0.01560506477770468,0.1737215264475171,3,0.1581164616698124,5
same,0.017392888268527723,0.2047692037459095,6,0.1873763154773818,10
down,0.018533948805468103,0.2387045937204702,9,0.2201706449150021,15
keep,0.020034719806703488,0.2247707003164845,5,0.204735980509781,8
always,0.02032895513484609,0.2396592645832495,8,0.2193303094484034,13
could,0.02042089456534249,0.2279052112852753,8,0.2074843167199328,13
would,0.02044124874612363,0.2533320794697774,19,0.2328908307236538,32
time,0.021017333283779804,0.2349508552914493,11,0.2139335220076695,18
calling,0.021566892157167394,0.2490972846048511,2,0.2275303924476837,3
destroy,0.021624891288472003,0.2429360261603897,2,0.2213111348719177,3
sell,0.021674813185839997,0.2374635912807838,2,0.2157887780949438,3
claim,0.021738427469185806,0.2302386954344739,2,0.2085002679652881,3
allowed,0.021775059015488513,0.2259375677820864,2,0.2041625087665979,3
forced,0.021775059015488513,0.2259375677820864,2,0.2041625087665979,3
bet,0.0217919643538165,0.2239150833069232,2,0.2021231189531067,3
cross,0.021823356262520605,0.2200927067126292,2,0.1982693504501086,3
judge,0.021851949689518008,0.2165310942837593,2,0.1946791445942413,3
according,0.021851949689518008,0.2165310942837593,2,0.1946791445942413,3
diversity,0.021865330062771804,0.2148367257055479,2,0.1929713956427761,3
israel,0.021890475527382797,0.2116021254214722,2,0.1897116498940894,3
immigration,0.021890475527382797,0.2116021254214722,2,0.1897116498940894,3
important,0.0219137073270346,0.2085521401588969,2,0.1866384328318623,3
thinking,0.0219137073270346,0.2085521401588969,2,0.1866384328318623,3
o,0.021935266894163585,0.2056655459948584,2,0.1837302791006948,3
making,0.021945483227478413,0.2042778730319584,2,0.18233238980448,3
listen,0.021945483227478413,0.2042778730319584,2,0.18233238980448,3
exactly,0.021991746512600302,0.1978224262232114,2,0.1758306797106111,3
law,0.0220001536037919,0.1966171930697205,2,0.1746170394659286,3
started,0.022023932927745293,0.1931503123652337,2,0.1711263794374884,3
don,0.022023932927745293,0.1931503123652337,2,0.1711263794374884,3
already,0.02205940021870989,0.1878083830693084,2,0.1657489828505985,3
full,0.022096375604038987,0.1819959849433494,2,0.1598996093393104,3
run,0.022096375604038987,0.1819959849433494,2,0.1598996093393104,3
hell,0.022197087317257086,0.1645811272521478,2,0.1423840399348907,3
start,0.0222953834323341,0.1442942208639418,2,0.1219988374316077,3
thread,0.0223561745280524,0.1289429224898053,2,0.1065867479617529,3
dont,0.022775843887500508,0.2287974584719686,7,0.2060216145844681,11
getting,0.0242378739699754,0.2298700689877525,4,0.2056321950177771,6
kid,0.0242378739699754,0.2298700689877525,4,0.2056321950177771,6
support,0.02424563696252449,0.2290530950832699,4,0.2048074581207454,6
soon,0.02428933590425192,0.2243789101419821,4,0.2000895742377302,6
etc,0.024302904810179604,0.2229004049093416,4,0.198597500099162,6
stop,0.02437012760654461,0.2153695751797306,4,0.190999447573186,6
something,0.024573900418225603,0.1899237975322404,4,0.1653498971140148,6
when,0.02691020700840291,0.2786012441732314,22,0.2516910371648285,35
like,0.028385335563449826,0.2765718254354235,30,0.2481864898719737,48
then,0.028413089980893202,0.2675153887896063,15,0.2391022988087131,23
racist,0.030601433466708405,0.2336474547550918,5,0.2030460212883834,7
things,0.030654430366861496,0.2293423424304631,5,0.1986879120636016,7
from,0.030744418529694506,0.2772162963949818,27,0.2464718778652873,42
times,0.0308151732417824,0.2155803228242201,5,0.1847651495824377,7
claims,0.03127494403117001,0.262283281536677,3,0.231008337505507,4
pro,0.0316679598070595,0.2344424149974974,3,0.2027744551904379,4
dead,0.0316854005288745,0.2331078146914669,3,0.2014224141625924,4
red,0.03173458290302558,0.2292902569893065,3,0.1975556740862809,4
wanted,0.03182107650029131,0.2223696381711051,3,0.1905485616708138,4
community,0.03189512549737178,0.2162138176509555,3,0.1843186921535837,4
cause,0.031928415814771016,0.2133700972077041,3,0.1814416813929331,4
done,0.031998248095437914,0.2072364295485747,3,0.1752381814531368,4
american,0.032160632850538995,0.1919435646596027,3,0.1597829318090637,4
long,0.03233647476522161,0.1732442576256842,3,0.1409077828604626,4
truth,0.03508219641997662,0.2632505227660175,6,0.2281683263460409,8
again,0.03544203094961301,0.2407351305584903,6,0.2052930996088773,8
ve,0.03595809846681611,0.2026065063630896,6,0.1666484078962735,8
is,0.037410633417371886,0.3371909978520548,84,0.2997803644346829,134
jesus,0.03749702934985508,0.2654650119605131,4,0.227967982610658,5
behind,0.03787559963912751,0.2437793527132703,4,0.2059037530741428,5
party,0.0379259227218495,0.2407095263391529,4,0.2027836036173034,5
different,0.03821257284726068,0.2221748637061897,4,0.183962290858929,5
woman,0.0383013011285622,0.2160162220575436,4,0.1777149209289814,5
big,0.038337031221496704,0.2134703315327301,4,0.1751333003112334,5
ca,0.03837079405850441,0.2110274516479782,4,0.1726566575894738,5
next,0.0383789491788932,0.2104317920342599,4,0.1720528428553667,5
while,0.03930642905226739,0.2483286906950209,7,0.2090222616427535,9
seen,0.03935691333547861,0.2454094338146803,7,0.2060525204792017,9
two,0.039570006896662985,0.2325624175876295,7,0.1929924106909665,9
first,0.03969016959475369,0.2248933923649319,7,0.1852032227701782,9
where,0.04112959034314512,0.243673657466446,10,0.2025440671233009,13
hair,0.0426913504317388,0.2311497514667045,5,0.1884584010349657,6
better,0.0426913504317388,0.2311497514667045,5,0.1884584010349657,6
found,0.04285231199883141,0.2215532441375704,5,0.178700932138739,6
had,0.04304428752480979,0.2849805617368761,18,0.2419362742120663,24
earshot,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
katz,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
ambulance,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
teachings,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
msi,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
shoving,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
speny,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
needless,0.04311628016575908,0.2999676259941186,1,0.2568513458283595,1
tat,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
rhythm,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
decked,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
deeds,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
confined,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
smash,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
folklore,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
sudden,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
backward,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
performance,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
heal,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
torn,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
pollute,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
stride,0.04369497532237138,0.2758851054843536,1,0.2321901301619822,1
ritual,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
professors,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
retailer,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
wherever,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
exception,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
horror,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
auto,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
jose,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
holahoax,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
payments,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
deviant,0.04402336172649818,0.2610138323762697,1,0.2169904706497715,1
smashed,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
staring,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
offering,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
promise,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
elites,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
sheriff,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
cell,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
bat,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
examples,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
breath,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
chip,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
taxes,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
maintain,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
comrade,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
41,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
instinct,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
interviewed,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
desperate,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
ne,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
maker,0.0442505951657525,0.2500865766313553,1,0.2058359814656028,1
yr,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
argue,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
cowardly,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
dat,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
overwhelming,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
lebanese,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
possession,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
shave,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
pretending,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
nationality,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
invasion,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
pub,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
suit,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
instant,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
confused,0.044423028304345386,0.241385611753937,1,0.1969625834495916,1
dies,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
brave,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
lower,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
ye,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
owners,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
desert,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
introduce,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
sheet,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
professor,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
selling,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
energy,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
size,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
nearest,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
citizen,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
measure,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
basketball,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
ghost,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
funds,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
baseball,0.044561151958858514,0.234125090348718,1,0.1895639383898595,1
officials,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
bitch,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
bach,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
pathetic,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
kicked,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
christianity,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
particularly,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
finger,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
celebrated,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
wigger,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
allowing,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
roman,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
stare,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
announced,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
balls,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
impression,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
independent,0.044675820594555604,0.2278770964950076,1,0.183201275900452,1
kosher,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
deserve,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
busy,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
sheep,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
guards,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
satan,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
burning,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
lads,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
excuse,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
distance,0.044773471366044704,0.222381851321548,1,0.1776083799555033,1
jumped,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
council,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
target,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
trial,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
pool,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
yea,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
destroyed,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
innocent,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
corps,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
position,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
weight,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
arab,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
fools,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
hated,0.044858231036032786,0.2174693650254091,1,0.1726111339893763,1
nigeria,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
disease,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
moscow,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
likes,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
prove,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
hall,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
skinheads,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
owned,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
walked,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
types,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
kiss,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
turns,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
bank,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
knocked,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
tuesday,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
schooling,0.0449329010307917,0.2130221037729962,1,0.1680892027422045,1
marxist,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
documentary,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
pic,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
bell,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
aid,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
pair,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
skins,0.04499946847666009,0.2089552952680086,1,0.1639558267913485,1
24,0.04505939284867849,0.2052057148099754,1,0.1601463219612969,1
passed,0.04505939284867849,0.2052057148099754,1,0.1601463219612969,1
houston,0.04505939284867849,0.2052057148099754,1,0.1601463219612969,1
hearing,0.04505939284867849,0.2052057148099754,1,0.1601463219612969,1
everybody,0.04505939284867849,0.2052057148099754,1,0.1601463219612969,1
currently,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
press,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
bs,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
prime,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
lose,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
sa,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
hurt,0.045113776865539884,0.2017249076957935,1,0.1566111308302536,1
religion,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
ugly,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
mexican,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
17,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
monkeys,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
whenever,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
victim,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
restaurant,0.04516347349611208,0.1984748915997329,1,0.1533114181036208,1
known,0.0452091557220583,0.1954253217553395,1,0.1502161660332812,1
accept,0.0452091557220583,0.1954253217553395,1,0.1502161660332812,1
political,0.0452091557220583,0.1954253217553395,1,0.1502161660332812,1
violence,0.0452091557220583,0.1954253217553395,1,0.1502161660332812,1
fellow,0.04525136358469911,0.1925515581348793,1,0.1473001945501802,1
project,0.04525136358469911,0.1925515581348793,1,0.1473001945501802,1
ns,0.04525136358469911,0.1925515581348793,1,0.1473001945501802,1
gotten,0.04525136358469911,0.1925515581348793,1,0.1473001945501802,1
growing,0.04525136358469911,0.1925515581348793,1,0.1473001945501802,1
put,0.04528048674045129,0.2595530683330365,9,0.2142725815925852,11
ghetto,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
bbc,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
organization,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
bought,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
strange,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
fine,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
reply,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
six,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
beaten,0.04529053683952078,0.1898333100014528,1,0.144542773161932,1
gang,0.045327038190543206,0.1872536620266978,1,0.1419266238361546,1
web,0.045327038190543206,0.1872536620266978,1,0.1419266238361546,1
reality,0.04536117018319699,0.1847983596268498,1,0.1394371894436528,1
jail,0.04536117018319699,0.1847983596268498,1,0.1394371894436528,1
rape,0.04536117018319699,0.1847983596268498,1,0.1394371894436528,1
needs,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
present,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
norway,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
thousand,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
x,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
ape,0.045393187722072015,0.1824552746959061,1,0.1370620869738341,1
dna,0.04542330750413151,0.1802139995771872,1,0.1347906920730557,1
gonna,0.04542330750413151,0.1802139995771872,1,0.1347906920730557,1
obama,0.04542330750413151,0.1802139995771872,1,0.1347906920730557,1
till,0.04542330750413151,0.1802139995771872,1,0.1347906920730557,1
right,0.04542487904642881,0.2791892977325816,12,0.2337644186861528,15
swedish,0.04545171523505878,0.1780655339314804,1,0.1326138186964216,1
worth,0.04545171523505878,0.1780655339314804,1,0.1326138186964216,1
mention,0.04545171523505878,0.1780655339314804,1,0.1326138186964216,1
apes,0.04545171523505878,0.1780655339314804,1,0.1326138186964216,1
violent,0.045504014778882024,0.1740166493297413,1,0.1285126345508593,1
moment,0.045504014778882024,0.1740166493297413,1,0.1285126345508593,1
hopefully,0.045504014778882024,0.1740166493297413,1,0.1285126345508593,1
numbers,0.04552816768481868,0.1721033076466162,1,0.1265751399617975,1
bus,0.04555113700526191,0.1702566504369363,1,0.1247055134316744,1
event,0.04555113700526191,0.1702566504369363,1,0.1247055134316744,1
body,0.045573017339225794,0.1684719010074631,1,0.1228988836682373,1
muslim,0.045573017339225794,0.1684719010074631,1,0.1228988836682373,1
phone,0.045573017339225794,0.1684719010074631,1,0.1228988836682373,1
alot,0.04559389266673561,0.1667447869857026,1,0.121150894318967,1
id,0.045613837865960405,0.1650714711739678,1,0.1194576333080074,1
fish,0.045613837865960405,0.1650714711739678,1,0.1194576333080074,1
glad,0.045613837865960405,0.1650714711739678,1,0.1194576333080074,1
dog,0.0456329199699823,0.1634484939149016,1,0.1178155739449193,1
aryan,0.0456329199699823,0.1634484939149016,1,0.1178155739449193,1
especially,0.04568556122729561,0.1588516959120974,1,0.1131661346848018,1
mine,0.04568556122729561,0.1588516959120974,1,0.1131661346848018,1
example,0.04568556122729561,0.1588516959120974,1,0.1131661346848018,1
quite,0.04570173773745931,0.1574014836242536,1,0.1116997458867943,1
f,0.04570173773745931,0.1574014836242536,1,0.1116997458867943,1
radio,0.04570173773745931,0.1574014836242536,1,0.1116997458867943,1
12,0.04570173773745931,0.1574014836242536,1,0.1116997458867943,1
interested,0.04570173773745931,0.1574014836242536,1,0.1116997458867943,1
texas,0.04573228518502469,0.1546108140414885,1,0.1088785288564638,1
places,0.045760656765208504,0.1519540008447359,1,0.1061933440795274,1
gone,0.045774102871212294,0.1506716419301829,1,0.1048975390589706,1
course,0.045774102871212294,0.1506716419301829,1,0.1048975390589706,1
public,0.04579437822598931,0.2564003011245398,6,0.2106059228985505,7
song,0.04581179301421111,0.1469916683588166,1,0.1011798753446055,1
posted,0.045823548800408606,0.1458165370096662,1,0.0999929882092576,1
dr,0.045834934303444805,0.1446652913734118,1,0.098830357069967,1
book,0.045845967515279806,0.1435369152639026,1,0.0976909477486228,1
day,0.0458517915466439,0.2305833719742898,9,0.1847315804276459,11
left,0.0458954722917182,0.2515810121136826,6,0.2056855398219644,7
goes,0.045905633624929304,0.1371975268438515,1,0.0912918932189222,1
stuff,0.04591461333937839,0.1362056013466759,1,0.0902909880072975,1
yourself,0.04595602959096351,0.1314847852689559,1,0.0855287556779924,1
beautiful,0.0459854976302235,0.1279640196191445,1,0.081978521988921,1
try,0.04620642067668901,0.2359644277937728,6,0.1897580071170838,7
chasing,0.04757368206559129,0.2962696480897575,2,0.2486959660241662,2
preach,0.04757368206559129,0.2962696480897575,2,0.2486959660241662,2
fought,0.04826615042671728,0.2692737725980185,2,0.2210076221713012,2
hates,0.04838072923128142,0.2644792724967404,2,0.216098543265459,2
uses,0.04838072923128142,0.2644792724967404,2,0.216098543265459,2
draw,0.0484823215078444,0.2601368187993332,2,0.2116544972914888,2
died,0.0484823215078444,0.2601368187993332,2,0.2116544972914888,2
should,0.048612229326455814,0.2942617995514562,19,0.2456495702250004,24
