word,npmi-bias,he-npmi,he-count,woman-npmi,woman-count
truth,0.030407801822888908,0.2632505227660175,6,0.2328427209431286,1
public,0.03042060652871631,0.2564003011245398,6,0.2259796945958235,1
wonder,0.030429530290060403,0.2483654470101704,6,0.21793591672011,1
try,0.0304304054932015,0.2359644277937728,6,0.2055340223005713,1
sure,0.030431662251973496,0.2391031774370448,6,0.2086715151850713,1
again,0.030431919954082703,0.2407351305584903,6,0.2103032106044076,1
right,0.034551586175263715,0.2791892977325816,12,0.2446377115573179,2
school,0.03462488012056078,0.245762252299744,12,0.2111373721791832,2
was,0.03598018485644089,0.3699397943615183,69,0.3339596095050774,13
if,0.03643365034215773,0.3120276505060418,39,0.2755940001638841,7
will,0.0376484558779375,0.2309496408068444,18,0.1933011849289069,3
should,0.04319257790471853,0.2942617995514562,19,0.2510692216467377,3
what,0.043410840046436916,0.2627176681051585,19,0.2193068280587216,3
says,0.04363010744660442,0.2710655675959852,7,0.2274354601493808,1
jew,0.04375997330636053,0.2551759909150728,7,0.2114160176087123,1
nothing,0.04383136498334611,0.2439998774903837,7,0.2001685125070376,1
jews,0.0438754005735848,0.235335439391138,7,0.1914600388175532,1
ever,0.0438905688338892,0.2317916532001716,7,0.1879010843662824,1
hope,0.04391427493458319,0.2252388348948494,7,0.1813245599602662,1
first,0.04391536837616969,0.2248933923649319,7,0.1809780239887622,1
last,0.04392149352117361,0.2228579875629596,7,0.178936494041786,1
new,0.04395052791747689,0.1945849825756717,7,0.1506344546581948,1
my,0.04420318594424408,0.2849522560294085,36,0.2407490700851644,6
have,0.044299693205879315,0.2544127505978315,36,0.2101130573919522,6
this,0.046314860011918396,0.2443811242131975,31,0.1980662642012791,5
person,0.05560289361448201,0.262164903126746,8,0.206562009512264,1
yes,0.05565917741181711,0.2577252055227523,8,0.2020660281109352,1
around,0.0559915344811997,0.223001355238971,8,0.1670098207577713,1
now,0.0560361906800268,0.2158726057943222,8,0.1598364151142954,1
then,0.0568131828463207,0.2675153887896063,15,0.2107022059432856,2
how,0.0635101670387529,0.2656466990988649,16,0.202136532060112,2
told,0.06570609530140797,0.2961685152037671,9,0.2304624199023591,1
jewish,0.06577500191797289,0.2932104620673537,9,0.2274354601493808,1
is,0.06604324987078719,0.3371909978520548,84,0.2711477479812676,13
after,0.06639482665346857,0.2624944699319864,9,0.1960996432785178,1
does,0.06640958345388429,0.2616398738641152,9,0.1952302904102309,1
had,0.07556779190649818,0.2849805617368761,18,0.2094127698303779,2
other,0.07693728838915379,0.2258245137093504,10,0.1488872253201966,1
s,0.07782733418878152,0.3344077089270795,60,0.256580374738298,8
only,0.08602840051258051,0.2368843237796826,11,0.1508559232671021,1
when,0.0977890175244735,0.2786012441732314,22,0.1808122266487579,2
say,0.10950446363856181,0.2671069875520589,14,0.1576025239134971,1
into,0.11600589808552592,0.2847179274118009,15,0.168712029326275,1
back,0.11656572627335812,0.2701350188001274,15,0.1535692925267693,1
got,0.14009856833115883,0.3093876722116877,19,0.1692891038805289,1
has,0.16217924581590748,0.3006447317347214,23,0.1384654859188139,1
so,0.2024905458546847,0.2970331192325622,32,0.0945425733778775,1
him,0.2147360403936094,0.3981794333598364,38,0.183443392966227,1
his,0.2368190582711721,0.4018955450203755,45,0.1650764867492034,1
he,0.3895921374685066,0.6523775851441201,292,0.2627854476756135,4
