word,npmi-bias,man-npmi,man-count,them-npmi,them-count
february,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
hero,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
distance,0.09743693017704608,0.2861132871052471,1,0.188676356928201,1
arrest,0.09769886944333542,0.2814062261274951,1,0.1837073566841597,1
uses,0.09769886944333542,0.2814062261274951,1,0.1837073566841597,1
news,0.0977962514827645,0.2266824102366098,3,0.1288861587538453,4
great,0.09783706821248128,0.2257623502615849,3,0.1279252820491036,4
drop,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
warning,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
spot,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
kept,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
rapes,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
kkk,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
bulgarian,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
encourage,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
loud,0.09793213157452307,0.2771427067914289,1,0.1792105752169058,1
monday,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
table,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
dress,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
concept,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
centre,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
campaign,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
task,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
purpose,0.0981422181447382,0.2732420658933597,1,0.1750998477486215,1
parts,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
nose,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
everybody,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
monkey,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
honor,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
poles,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
creatures,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
beach,0.09833319056079878,0.2696441195203961,1,0.1713109289595973,1
knife,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
turning,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
ages,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
scale,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
racially,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
lack,0.09850813215696569,0.26630272666862,1,0.1677945945116543,1
walking,0.09866943870252812,0.2631817065597794,1,0.1645122678572513,1
17,0.09866943870252812,0.2631817065597794,1,0.1645122678572513,1
style,0.09866943870252812,0.2631817065597794,1,0.1645122678572513,1
truly,0.09866943870252812,0.2631817065597794,1,0.1645122678572513,1
crimes,0.09881900851123071,0.2602521447364221,1,0.1614331362251914,1
de,0.09881900851123071,0.2602521447364221,1,0.1614331362251914,1
protect,0.09881900851123071,0.2602521447364221,1,0.1614331362251914,1
names,0.09881900851123071,0.2602521447364221,1,0.1614331362251914,1
political,0.09881900851123071,0.2602521447364221,1,0.1614331362251914,1
lead,0.09895837110332761,0.257490555772244,1,0.1585321846689164,1
charge,0.09895837110332761,0.257490555772244,1,0.1585321846689164,1
groid,0.09895837110332761,0.257490555772244,1,0.1585321846689164,1
fellow,0.09895837110332761,0.257490555772244,1,0.1585321846689164,1
sense,0.09895837110332761,0.257490555772244,1,0.1585321846689164,1
em,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
six,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
hold,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
station,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
nazi,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
defense,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
road,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
organization,0.0990887768081542,0.254877594461359,1,0.1557888176532048,1
welfare,0.09921126072210451,0.252397129574287,1,0.1531858688521825,1
prison,0.09921126072210451,0.252397129574287,1,0.1531858688521825,1
ie,0.09921126072210451,0.252397129574287,1,0.1531858688521825,1
situation,0.09921126072210451,0.252397129574287,1,0.1531858688521825,1
reported,0.09921126072210451,0.252397129574287,1,0.1531858688521825,1
television,0.09932668935217223,0.2500355639865137,1,0.1507088746343415,1
zionist,0.09932668935217223,0.2500355639865137,1,0.1507088746343415,1
finland,0.09932668935217223,0.2500355639865137,1,0.1507088746343415,1
fed,0.09932668935217223,0.2500355639865137,1,0.1507088746343415,1
kick,0.09943579528026611,0.2477813263045458,1,0.1483455310242797,1
criminal,0.09943579528026611,0.2477813263045458,1,0.1483455310242797,1
sub,0.09943579528026611,0.2477813263045458,1,0.1483455310242797,1
stories,0.09943579528026611,0.2477813263045458,1,0.1483455310242797,1
daughter,0.0995392033591968,0.2456244844309026,1,0.1460852810717058,1
strong,0.0995392033591968,0.2456244844309026,1,0.1460852810717058,1
dna,0.0995392033591968,0.2456244844309026,1,0.1460852810717058,1
nationalism,0.0996374508066763,0.2435564474808778,1,0.1439189966742015,1
forward,0.0996374508066763,0.2435564474808778,1,0.1439189966742015,1
babies,0.0996374508066763,0.2435564474808778,1,0.1439189966742015,1
photo,0.09973100282660102,0.2415697328037512,1,0.1418387299771502,1
russian,0.09973100282660102,0.2415697328037512,1,0.1418387299771502,1
k,0.09982026490102258,0.2396577817113422,1,0.1398375168103196,1
violent,0.09982026490102258,0.2396577817113422,1,0.1398375168103196,1
movie,0.09990559256917261,0.2378148121500867,1,0.1379092195809141,1
americans,0.09990559256917261,0.2378148121500867,1,0.1379092195809141,1
five,0.09998729928556971,0.2360356997457938,1,0.1360484004602241,1
scene,0.09998729928556971,0.2360356997457938,1,0.1360484004602241,1
movement,0.09998729928556971,0.2360356997457938,1,0.1360484004602241,1
according,0.10006566279268991,0.2343158808883137,1,0.1342502180956238,1
among,0.10006566279268991,0.2343158808883137,1,0.1342502180956238,1
body,0.10006566279268991,0.2343158808883137,1,0.1342502180956238,1
glad,0.10021332294312571,0.2310382092147283,1,0.1308248862716026,1
id,0.10021332294312571,0.2310382092147283,1,0.1308248862716026,1
human,0.10021332294312571,0.2310382092147283,1,0.1308248862716026,1
net,0.10021332294312571,0.2310382092147283,1,0.1308248862716026,1
indeed,0.1002830390226297,0.2294733822718664,1,0.1291903432492367,1
north,0.1003502573113362,0.2279537995802694,1,0.1276035422689332,1
example,0.1004778318333435,0.2250397394830015,1,0.124561907649658,1
12,0.1005384679450269,0.2236405257237632,1,0.1231020577787363,1
york,0.10065404736229511,0.2209473532597341,1,0.120293305897439,1
50,0.10070920397606001,0.2196497407555599,1,0.1189405367794999,1
sound,0.100762733011281,0.2183825773776606,1,0.1176198443663796,1
moved,0.100762733011281,0.2183825773776606,1,0.1176198443663796,1
taken,0.100762733011281,0.2183825773776606,1,0.1176198443663796,1
power,0.10086524742882448,0.2159337288168668,1,0.1150684813880423,1
song,0.1009622063849277,0.2135901025637951,1,0.1126278961788674,1
page,0.1009622063849277,0.2135901025637951,1,0.1126278961788674,1
uk,0.1010983656302322,0.2102520279260342,1,0.109153662295802,1
french,0.1010983656302322,0.2102520279260342,1,0.109153662295802,1
local,0.1010983656302322,0.2102520279260342,1,0.109153662295802,1
band,0.1010983656302322,0.2102520279260342,1,0.109153662295802,1
teacher,0.1014166271430109,0.2022207064021648,1,0.1008040792591539,1
weeks,0.1014525473002927,0.2012928440995046,1,0.0998402967992119,1
culture,0.1016214443551377,0.196867630223957,1,0.0952461858688193,1
college,0.1018321524461693,0.1911940339076309,1,0.0893618814614616,1
u,0.1018876433619047,0.1896698122031279,1,0.0877821688412232,1
humor,0.10207879930909641,0.3732382173665531,2,0.2711594180574567,2
was,0.1025032587527738,0.3204942607335704,19,0.2179910019807966,35
rob,0.1028875723301525,0.3632105726832697,2,0.2603230003531172,2
stood,0.1051690247310039,0.3331356430653738,2,0.2279666183343699,2
went,0.1052413421283675,0.2798019492543516,4,0.1745606071259841,5
murdered,0.106945193903725,0.3074846525555549,2,0.2005394586518299,2
an,0.10695661643231391,0.3118073633333409,11,0.204850746901027,17
eating,0.10752938732379988,0.2985196401905322,2,0.1909902528667323,2
hitler,0.10752938732379988,0.2985196401905322,2,0.1909902528667323,2
http,0.1075793993879216,0.236975064661607,4,0.1293956652736854,5
telling,0.10800822814436473,0.2909458530863964,2,0.1829376249420317,2
15,0.1088440476657572,0.2771826581107651,2,0.1683386104450079,2
month,0.10907163496687652,0.2733036481958138,2,0.1642320132289373,2
friend,0.10976496211582532,0.2610976362567721,2,0.1513326741409468,2
stuff,0.10997574488242318,0.2572611579174743,2,0.1472854130350511,2
men,0.1102533349837432,0.3208223734443642,5,0.210569038460621,6
lol,0.1105164920700954,0.2471206667624575,2,0.1366041746923621,2
canada,0.11059583258120062,0.2455942643253848,2,0.1349984317441842,2
racist,0.11111809963749099,0.2352757846073835,2,0.1241576849698925,2
wiggers,0.11113318827878718,0.3511461155140161,3,0.2400129272352289,3
another,0.11173431132452749,0.2996527038387512,5,0.1879183925142237,6
https,0.11204783981046608,0.215564747822916,2,0.1035169080124499,2
within,0.11358622504213728,0.3192942213870363,3,0.205707996344899,3
rest,0.11479162197614709,0.3022695008242229,3,0.1874778788480758,3
com,0.11512437131838421,0.2437669391441822,5,0.128642567825798,6
full,0.11570890744447501,0.2885636122100561,3,0.1728547047655811,3
death,0.12041375485745137,0.3074253755803786,4,0.1870116207229272,4
guy,0.1216432209342331,0.2899979514644913,4,0.1683547305302582,4
black,0.12323008442201838,0.390742846191675,22,0.2675127617696566,33
last,0.123753119702427,0.2569683554246397,4,0.1332152357222127,4
young,0.1263957798746016,0.3503706981845472,6,0.2239749183099456,6
year,0.13468247295922778,0.2991610871456963,7,0.1644786141864685,7
m,0.13877057000573048,0.3183658441302524,11,0.1795952741245219,12
car,0.1418071312926849,0.3177624856683398,3,0.1759553543756549,2
force,0.14193240726362322,0.316276122198467,3,0.1743437149348438,2
brown,0.14261402666356082,0.2934370853490064,4,0.1508230586854456,3
killed,0.14270329825854391,0.3069353114874812,3,0.1642320132289373,2
sorry,0.1437957237189851,0.2930690960263938,3,0.1492733723074087,2
true,0.1441373741759969,0.2885636122100561,3,0.1444262380340592,2
he,0.1443679926397304,0.3084618881150673,10,0.1640938954753369,10
1,0.14446789665855,0.2679214135403094,4,0.1234535168817594,3
attack,0.14450597623134767,0.2836035213906958,3,0.1390975451593481,2
color,0.14462025029160852,0.282043909994647,3,0.1374236597030385,2
hey,0.1451859312748021,0.2741613904874779,3,0.1289754592126758,2
while,0.14641937220185608,0.2559183846057588,3,0.1094990124039027,2
day,0.1464350157020937,0.2813329429379754,6,0.1348979272358817,5
white,0.1482115686555187,0.4228155381148455,44,0.2746039694593268,66
officers,0.14900263999583357,0.3376789969240346,2,0.188676356928201,1
walked,0.14980775530061768,0.3290183305175235,2,0.1792105752169058,1
hall,0.14980775530061768,0.3290183305175235,2,0.1792105752169058,1
careful,0.14980775530061768,0.3290183305175235,2,0.1792105752169058,1
whitey,0.14980775530061768,0.3290183305175235,2,0.1792105752169058,1
attacked,0.15101000266809564,0.3155222705253469,2,0.1645122678572513,1
soul,0.15189646451174582,0.3050823333639283,2,0.1531858688521825,1
russia,0.1527494606104533,0.2945881905876035,2,0.1418387299771502,1
grow,0.1528962408611945,0.2927337576715141,2,0.1398375168103196,1
alot,0.15342427241471082,0.2859346151985566,2,0.1325103427838458,1
west,0.15342427241471082,0.2859346151985566,2,0.1325103427838458,1
national,0.154271802375309,0.274565108272748,2,0.120293305897439,1
nordic,0.15445176642173222,0.2720716107881118,2,0.1176198443663796,1
son,0.15445176642173222,0.2720716107881118,2,0.1176198443663796,1
p,0.15508027779304043,0.2631214402474166,2,0.1080411624543762,1
already,0.1552854149746844,0.2601131405992128,2,0.1048277256245284,1
week,0.1567081994547834,0.2378536291546162,2,0.0811454296998328,1
hair,0.15700764156486513,0.2328059730521196,2,0.0757983314872545,1
old,0.1620044454964562,0.2963593075210545,7,0.1343548620245983,5
video,0.16302313137179428,0.2900009226993961,6,0.1269777913276018,4
friday,0.1632709316777005,0.3723878453116802,4,0.2091169136339797,2
shot,0.16754130141676568,0.3331084021514832,4,0.1655671007347175,2
night,0.1696430626356045,0.3113442843811649,4,0.1417012217455604,2
police,0.1797960547029378,0.3380500707449776,6,0.1582540160420398,3
www,0.1813750686288443,0.2717714845501159,7,0.0903964159212716,4
dating,0.1821541913362787,0.3613647665531845,3,0.1792105752169058,1
tape,0.1825901846262227,0.3576900323748442,3,0.1750998477486215,1
beaten,0.1845651132603071,0.3403539309135119,3,0.1557888176532048,1
gang,0.1848220347967368,0.3380079036489193,3,0.1531858688521825,1
30,0.18873486814310328,0.2990231666186345,3,0.1102882984755312,1
asian,0.18974616516121512,0.2877053823770273,3,0.0979592172158122,1
nice,0.19060153813646463,0.2776091932939289,3,0.0870076551574643,1
story,0.1911949994229734,0.2702801931815884,3,0.079085193758615,1
intelligent,0.20858539900972012,0.3671175836786365,4,0.1585321846689164,1
bus,0.2111375366094712,0.3471859370696953,4,0.1360484004602241,1
him,0.21252389123747997,0.3289442613249828,8,0.1164203700875028,3
murder,0.21359795468764672,0.3262258508665141,4,0.1126278961788674,1
his,0.21651349308763412,0.3355060281777708,10,0.1189925350901367,4
woman,0.26973247972964354,0.3945554835061129,11,0.1248230037764694,2
youtube,0.2735695712202269,0.314940238967841,13,0.0413706677476141,3
man,0.6375751717459335,0.6887877632484933,122,0.0512125915025599,1
