word,npmi-bias,his-npmi,his-count,man-npmi,man-count
t,-0.001750007061424974,0.2568596642837913,16,0.2586096713452163,10
her,-0.0015094692098199247,0.2495520384523548,8,0.2510615076621747,5
anti,0.0022291968067117973,0.2638057503452793,5,0.2615765535385675,3
while,0.0022325926111690375,0.2581509772169278,5,0.2559183846057588,3
make,0.002246321472544305,0.2301758547173014,5,0.2279295332447571,3
could,0.0022478551777176115,0.2262076947256855,5,0.2239598395479679,3
around,0.002249591832623493,0.2213527907814962,5,0.2191031989488727,3
got,0.0025439087459040444,0.289157792911691,10,0.286613884165787,6
your,0.005672275221830003,0.2384091159872814,12,0.2327368407654514,7
their,0.007139967294228389,0.1761281063665356,7,0.1689881390723072,4
of,0.007397107588845986,0.3549742173151446,73,0.3475771097262986,43
out,0.00807159676735722,0.2559169099902167,14,0.2478453132228595,8
the,0.008667035470719009,0.3675365857109999,107,0.3588695502402809,63
has,0.009807192944440213,0.3093511673083283,16,0.2995439743638881,9
see,0.010139683272482908,0.2418913370152081,9,0.2317516537427252,5
our,0.010177185306402298,0.2330455893417062,9,0.2228684040353039,5
as,0.013147751494238524,0.278088369799106,20,0.2649406183048675,11
all,0.0131801595876479,0.2733353356309136,20,0.2601551760432657,11
who,0.014148922839638367,0.2663873723461382,13,0.2522384495064998,7
darkness,0.0145406981862925,0.3517531093087969,2,0.3372124111225044,1
dropped,0.014797625855084318,0.3274088185502884,2,0.3126111926952041,1
wisdom,0.014879815497454318,0.3191778826515773,2,0.304298067154123,1
kicked,0.015002928525151116,0.3063786060346284,2,0.2913756775094773,1
fought,0.015051442568689732,0.3011647296739368,2,0.2861132871052471,1
won,0.01509404164978878,0.2965002677772839,2,0.2814062261274951,1
range,0.015131978259881107,0.29227468505131,2,0.2771427067914289,1
therefore,0.015131978259881107,0.29227468505131,2,0.2771427067914289,1
monkey,0.015197204670397813,0.2848413241907939,2,0.2696441195203961,1
honor,0.015197204670397813,0.2848413241907939,2,0.2696441195203961,1
apartment,0.015251887455890178,0.2784335940156696,2,0.2631817065597794,1
wanna,0.015251887455890178,0.2784335940156696,2,0.2631817065597794,1
spirit,0.015276209559184795,0.2755283542956069,2,0.2602521447364221,1
service,0.015276209559184795,0.2755283542956069,2,0.2602521447364221,1
lies,0.015320073189329209,0.2701976676506882,2,0.254877594461359,1
road,0.015320073189329209,0.2701976676506882,2,0.254877594461359,1
ie,0.01533998639485501,0.267737115969142,2,0.252397129574287,1
prison,0.01533998639485501,0.267737115969142,2,0.252397129574287,1
court,0.01533998639485501,0.267737115969142,2,0.252397129574287,1
jail,0.015358750927433384,0.2653943149139471,2,0.2500355639865137,1
stories,0.015376485966712206,0.263157812271258,2,0.2477813263045458,1
forward,0.01540925997817899,0.2589657074590568,2,0.2435564474808778,1
victims,0.015438965454434822,0.255096747165777,2,0.2396577817113422,1
bar,0.015452827993727714,0.2532676401438144,2,0.2378148121500867,1
five,0.015466100714644382,0.2515018004604382,2,0.2360356997457938,1
lost,0.015478828831733987,0.2497947097200477,2,0.2343158808883137,1
lives,0.015478828831733987,0.2497947097200477,2,0.2343158808883137,1
sister,0.015514127344396694,0.2449875096162631,2,0.2294733822718664,1
gay,0.015555586397893617,0.2391961121216568,2,0.2236405257237632,1
listen,0.01556511107727701,0.2378421421798994,2,0.2222770311026224,1
dead,0.015574338633976392,0.2365216918937105,2,0.2209473532597341,1
york,0.015574338633976392,0.2365216918937105,2,0.2209473532597341,1
ask,0.015583285689468596,0.2352330264450285,2,0.2196497407555599,1
happened,0.015583285689468596,0.2352330264450285,2,0.2196497407555599,1
article,0.015591967524195421,0.233974544901856,2,0.2183825773776606,1
taken,0.015591967524195421,0.233974544901856,2,0.2183825773776606,1
several,0.015591967524195421,0.233974544901856,2,0.2183825773776606,1
moved,0.015591967524195421,0.233974544901856,2,0.2183825773776606,1
hand,0.01560859076981691,0.2315423195866837,2,0.2159337288168668,1
power,0.01560859076981691,0.2315423195866837,2,0.2159337288168668,1
sad,0.015624308688002714,0.2292144112517978,2,0.2135901025637951,1
don,0.015639207462966015,0.2269816447972737,2,0.2113424373343077,1
french,0.0156463733732031,0.2258984012992373,2,0.2102520279260342,1
local,0.0156463733732031,0.2258984012992373,2,0.2102520279260342,1
pride,0.015666836272941687,0.2227705487122938,2,0.2071037124393521,1
weeks,0.015703718768928704,0.2169965628684333,2,0.2012928440995046,1
state,0.01572579058036691,0.2134514835685621,2,0.1977256929881952,1
point,0.01573103521057248,0.2125986654345295,2,0.196867630223957,1
culture,0.01573103521057248,0.2125986654345295,2,0.196867630223957,1
done,0.015741222770543406,0.2109302255192912,2,0.1951890027487478,1
getting,0.015741222770543406,0.2109302255192912,2,0.1951890027487478,1
yet,0.01576048241455469,0.2077318233224585,2,0.1919713409079038,1
called,0.0157650821789746,0.2069591160866055,2,0.1911940339076309,1
least,0.01576960125314389,0.2061965541035934,2,0.1904269528504495,1
couple,0.01577404210896241,0.2054438543120903,2,0.1896698122031279,1
says,0.01577404210896241,0.2054438543120903,2,0.1896698122031279,1
half,0.015778407108462317,0.2047007455839786,2,0.1889223384755163,1
best,0.015799170008131802,0.2011203333193657,2,0.1853211633112339,1
trying,0.015829158434027407,0.1958078475346545,2,0.1799786891006271,1
better,0.015839516005024895,0.1939315863642149,2,0.17809207035919,1
town,0.015871099604544497,0.188067820702218,2,0.1721967210976735,1
hate,0.0158854132043946,0.1853348211838603,2,0.1694494079794657,1
org,0.015890895387467324,0.1842747722455015,2,0.1683838768580342,1
use,0.015911569414864712,0.1802073584516442,2,0.1642957890367795,1
yes,0.015914022426444796,0.1797171414242219,2,0.1638031189977771,1
2,0.0159856376853916,0.1645879364737195,2,0.1486022987883279,1
its,0.016073818187618577,0.1430796204764128,2,0.1270058022887942,1
p,0.017125170796920053,0.2802466110443367,4,0.2631214402474166,2
friend,0.017144139290210247,0.2782417755469824,4,0.2610976362567721,2
proud,0.01717106772480048,0.2753665975791226,4,0.2581955298543221,2
told,0.017270883158752998,0.2643915499212105,4,0.2471206667624575,2
looks,0.017361790840004276,0.2539123563154896,4,0.2365505654754853,2
wonder,0.01737769658231167,0.2520262879691483,4,0.2346485913868366,2
ca,0.017407668526204095,0.2484265064718928,4,0.2310188379456887,2
heard,0.017439900831400096,0.2444854853585261,4,0.227045584527126,2
little,0.0175563206271018,0.2295799215156016,4,0.2120236008884998,2
ago,0.017565827936376482,0.2283113749964845,4,0.210745547060108,2
off,0.017636346863074387,0.218625834271963,4,0.2009894874088886,2
country,0.017674837875332,0.2131147835777963,4,0.1954399457024643,2
years,0.017753076043113797,0.2013449148615342,4,0.1835918388184204,2
us,0.017811071373714793,0.1920458137550331,4,0.1742347423813183,2
car,0.017833735652932392,0.3355962213212722,6,0.3177624856683398,3
it,0.017856679720563484,0.2869053778937682,37,0.2690486981732047,20
from,0.01788667482902656,0.288026555737057,19,0.2701398809080304,10
killed,0.01796562301489757,0.3249009345023788,6,0.3069353114874812,3
after,0.018602611623989324,0.2662685235576011,6,0.2476659119336118,3
look,0.018790931674471573,0.2457829094840802,6,0.2269919778096086,3
news,0.018793618202625706,0.2454760284392355,6,0.2266824102366098,3
say,0.018933804820940286,0.2287791620131629,6,0.2098453571922226,3
they,0.019315646743042203,0.2445727972656486,21,0.2252571505226064,11
should,0.02055067573616476,0.274003115355293,10,0.2534524396191282,5
that,0.020998515382712413,0.3312133149053964,47,0.310214799522684,25
and,0.021390334338339034,0.4001979700983344,104,0.3788076357599954,57
not,0.021923696952223987,0.2207028095475282,12,0.1987791125953042,6
i,0.02229212986522222,0.3178595931300292,67,0.295567463264807,36
on,0.022298310726094894,0.3349025652360359,42,0.312604254509941,22
have,0.03052658574125608,0.2544106359034107,23,0.2238840501621546,11
was,0.030970561020984,0.3514648217545544,39,0.3204942607335704,19
back,0.03137831949391667,0.2637132434503512,9,0.2323349239564345,4
to,0.032770646471866116,0.3667183153448607,90,0.3339476688729946,46
first,0.033033727895766696,0.2658642597592883,7,0.2328305318635216,3
being,0.03305061291279901,0.2648709372121249,7,0.2318203242993259,3
march,0.03595431576117003,0.3033647076063307,5,0.2674103918451607,2
big,0.036641431241242195,0.270055262575982,5,0.2334138313347398,2
come,0.03707811169548081,0.2461588689358359,5,0.2090807572403551,2
will,0.03722959934535758,0.2673244202715119,16,0.2300948209261543,7
very,0.03753851474249001,0.2176025622454821,5,0.1800640475029921,2
few,0.03761258499383499,0.2125803933647556,5,0.1749678083709206,2
any,0.03766026484025728,0.2092711903974294,5,0.1716109255571721,2
can,0.03999645993243056,0.252368268407375,12,0.2123718084749444,5
so,0.042532274840358375,0.2879283493028594,19,0.245396074462501,8
would,0.0427211026060928,0.233081987009281,10,0.1903608844031882,4
did,0.045806522328120575,0.2734220462839977,8,0.2276155239558771,3
down,0.0458919129857262,0.2698517525336941,8,0.2239598395479679,3
step,0.045926320157777034,0.3155704396781731,3,0.2696441195203961,1
protect,0.04618947927933309,0.3064416240157552,3,0.2602521447364221,1
ball,0.0463361914828635,0.3012137859442225,3,0.254877594461359,1
cop,0.0463361914828635,0.3012137859442225,3,0.254877594461359,1
r,0.04668729050853876,0.28825702331229,3,0.2415697328037512,1
k,0.04673630690339689,0.2863940886147391,3,0.2396577817113422,1
according,0.04687135516585508,0.2811872360541688,3,0.2343158808883137,1
running,0.04702853860496231,0.2749823381852317,3,0.2279537995802694,1
gone,0.047286475880359474,0.2644308443261977,3,0.2171443684458382,1
be,0.04737265726932122,0.2865544431850171,22,0.2391817859156959,9
leave,0.04749270514521933,0.2556261991712884,3,0.2081334940260691,1
gets,0.04749270514521933,0.2556261991712884,3,0.2081334940260691,1
remember,0.04756034603190762,0.2526596889379629,3,0.2050993429060553,1
boy,0.04762368066238909,0.2498443870645539,3,0.2022207064021648,1
end,0.04770224983973051,0.2462990496013595,3,0.198596799761629,1
media,0.04770224983973051,0.2462990496013595,3,0.198596799761629,1
fight,0.04787462137371781,0.2383015742241673,3,0.1904269528504495,1
child,0.04787462137371781,0.2383015742241673,3,0.1904269528504495,1
everyone,0.0479056473116265,0.2368279857871428,3,0.1889223384755163,1
check,0.04799299693282641,0.2326195397626676,3,0.1846265428298412,1
life,0.048059974213223,0.2293301416614717,3,0.1812701674482487,1
far,0.04809792303676691,0.2274411460181267,3,0.1793432229813598,1
part,0.04814616243805181,0.2250124910180874,3,0.1768663285800356,1
next,0.04816934214316981,0.2238342516966281,3,0.1756649095534583,1
give,0.048191933360235584,0.2226787284070527,3,0.1744867950468171,1
forum,0.048335604057128,0.2151547927186041,3,0.1668191886614761,1
nothing,0.048425237476287714,0.2102954936560129,3,0.1618702561797252,1
get,0.048431426701659286,0.2654685903562848,13,0.2170371636546255,5
which,0.048607396912326295,0.1999752158807559,3,0.1513678189684296,1
we,0.04913509705967309,0.234410335426509,13,0.1852752383668359,5
think,0.0492186897169843,0.1591686809623922,3,0.1099499912454079,1
had,0.05165240729495718,0.2800621237201485,11,0.2284097164251913,4
said,0.05345573205927362,0.2633634067274727,6,0.2099076746681991,2
home,0.0536543282563928,0.2557391896005944,6,0.2020848613442016,2
need,0.053976026983375974,0.2427769155658447,6,0.1888008885824687,2
even,0.05407103239364372,0.2387862019596803,6,0.1847151695660366,2
too,0.05419464947617861,0.2334698086282991,6,0.1792751591521205,2
school,0.054436475886875,0.2226206921143972,6,0.1681842162275222,2
good,0.05840504406901589,0.2428703355203351,9,0.1844652914513192,3
if,0.06044102224636819,0.266017563681574,17,0.2055765414352058,6
let,0.06777701255249302,0.2740455184371897,7,0.2062685058846967,2
right,0.06790323458019182,0.2703573839704189,7,0.2024541493902271,2
these,0.06892132950584912,0.2380031582797124,7,0.1690818287738633,2
know,0.0692038032951495,0.228000010068685,7,0.1587962067735355,2
lived,0.07042315635602278,0.2968999000701565,4,0.2264767437141337,1
head,0.07102557816750282,0.281277606093537,4,0.2102520279260342,1
face,0.07106394603140118,0.2802466110443367,4,0.2091826650129355,1
class,0.07106394603140118,0.2802466110443367,4,0.2091826650129355,1
left,0.0719432237980312,0.255204443183,4,0.1832612193849688,1
used,0.0720067209384187,0.2532768883866674,4,0.1812701674482487,1
friends,0.07230575888038898,0.2439431055845634,4,0.1716373467041744,1
bad,0.0723717926196229,0.2418212005990886,4,0.1694494079794657,1
found,0.0724036979057209,0.2407875747637551,4,0.1683838768580342,1
person,0.0724036979057209,0.2407875747637551,4,0.1683838768580342,1
anything,0.0726490870859505,0.2326440728592182,4,0.1599949857732677,1
maybe,0.0727386746222955,0.2295799215156016,4,0.1568412468933061,1
why,0.0730947453993463,0.2168528674150035,4,0.1437581220156572,1
those,0.07368655404287358,0.1932645146850301,4,0.1195779606421565,1
them,0.07474808237768,0.1366714049916467,4,0.0619233226139667,1
about,0.07831288796734182,0.284060158340458,17,0.2057472703731162,5
kid,0.0784523092526414,0.3279421360010173,8,0.2494898267483759,2
what,0.07920770730673624,0.252287398105113,11,0.1730796907983768,3
want,0.08163636266187879,0.2544277266220016,8,0.1727913639601228,2
how,0.08210727553054131,0.2410993172149953,8,0.158992041684454,2
at,0.08467170460489981,0.3285745214929397,27,0.2439028168880399,8
only,0.08707208859850132,0.2902716911457167,12,0.2031996025472154,3
name,0.09047026720104148,0.3209051086590923,9,0.2304348414580508,2
god,0.0915156894380805,0.2660024844848976,5,0.1744867950468171,1
again,0.0916090292476058,0.2638057503452793,5,0.1721967210976735,1
saw,0.09201800530799711,0.2538882614877223,5,0.1618702561797252,1
when,0.0925914954143999,0.2925007722245534,16,0.1999092768101535,4
hope,0.0927257484224954,0.2354149436592158,5,0.1426891952367204,1
him,0.0996426389023839,0.4285869002273667,32,0.3289442613249828,8
then,0.1038983991422592,0.2716380483951536,10,0.1677396492528944,2
front,0.10650905375324071,0.3042347467414359,6,0.1977256929881952,1
family,0.10758074994468922,0.2850568427757251,6,0.1774760928310359,1
were,0.1105054872210928,0.2208960758570068,6,0.110390588635914,1
teacher,0.1200552493919024,0.3222759557940672,7,0.2022207064021648,1
he,0.12260154109784938,0.4310634292129167,45,0.3084618881150673,10
over,0.12414261812664887,0.2540077643182623,7,0.1298651461916134,1
house,0.14519601806296972,0.321458661989992,9,0.1762626439270223,1
negro,0.1458080766528637,0.3136659915944859,9,0.1678579149416222,1
own,0.14767822568360242,0.2879384380377119,9,0.1402602123541095,1
into,0.1483267631187741,0.2781919093103875,9,0.1298651461916134,1
other,0.1494951856842009,0.2592258902791836,9,0.1097307045949827,1
his,0.33896207739311107,0.6744681055708819,199,0.3355060281777708,10
