word,npmi-bias,man-npmi,man-count,she-npmi,she-count
careful,0.07987079718856,0.3290183305175235,2,0.2491475333289635,1
ran,0.0809143571697562,0.3126875808546768,2,0.2317732236849206,1
towards,0.0809143571697562,0.3126875808546768,2,0.2317732236849206,1
eating,0.08178678945440848,0.2985196401905322,2,0.2167328507361237,1
kill,0.08311892600749021,0.2758575489012302,2,0.19273862289374,1
case,0.0831925556421031,0.274565108272748,2,0.1913725526306449,1
brother,0.08326417692160873,0.2733036481958138,2,0.1900394712742051,1
dark,0.0836571253174122,0.2663058180806017,2,0.1826486927631895,1
should,0.08391215180837722,0.2534524396191282,5,0.169540287810751,3
students,0.08399870099629012,0.2601131405992128,2,0.1761144396029227,1
almost,0.0841033007873471,0.2581955298543221,2,0.174092229066975,1
stuff,0.08415406726648278,0.2572611579174743,2,0.1731070906509915,1
future,0.0842038629357407,0.2563422947715735,2,0.1721384318358328,1
london,0.08430068355185369,0.2545489413193411,2,0.1702482577674874,1
com,0.08445319450820671,0.2437669391441822,5,0.1593137446359755,3
girls,0.08448413163076793,0.2511261608918414,2,0.1666420292610735,1
kid,0.08457121053306399,0.2494898267483759,2,0.1649186162153119,1
hard,0.08473704764261361,0.2463523673751253,2,0.1616153197325117,1
enough,0.08507529753242188,0.2398643359076983,2,0.1547890383752764,1
hell,0.08517884264561049,0.2378536291546162,2,0.1526747865090057,1
racist,0.0853107069168571,0.2352757846073835,2,0.1499650776905264,1
wonder,0.08534263905413181,0.2346485913868366,2,0.1493059523327048,1
love,0.08549657802057761,0.2316086079124438,2,0.1461120298918662,1
ca,0.08552628255920211,0.2310188379456887,2,0.1454925553864866,1
our,0.08557531565415949,0.2228684040353039,5,0.1372930883811444,3
seen,0.08615135501140209,0.2183592473433349,2,0.1322078923319328,1
https,0.08628610838894898,0.215564747822916,2,0.129278639433967,1
live,0.0872071593381559,0.1957733385489826,2,0.1085661792108267,1
need,0.08751776637777081,0.1888008885824687,2,0.1012831222046979,1
these,0.08835719754520159,0.1690818287738633,2,0.0807246312286617,1
shot,0.08997496299035229,0.3331084021514832,4,0.2431334391611309,2
there,0.09217845777428141,0.2726426496082877,11,0.1804641918340063,7
guy,0.09298236342126881,0.2899979514644913,4,0.1970155880432225,2
www,0.09319391585425901,0.2717714845501159,7,0.1785775686958569,4
he,0.0934231446856934,0.3084618881150673,10,0.2150387434293739,6
more,0.0942079384782172,0.2976759238705927,10,0.2034679853923755,6
with,0.0951608028856184,0.3416926642196279,23,0.2465318613340095,16
video,0.10062484712565539,0.2900009226993961,6,0.1893760755737407,3
him,0.10379955760379439,0.3289442613249828,8,0.2251447037211884,4
an,0.10456865224771261,0.3118073633333409,11,0.2072387110856283,6
up,0.10590791272453351,0.2947488073899957,11,0.1888408946654622,6
all,0.10845018789389821,0.2601551760432657,11,0.1517049881493675,6
caught,0.10913560910726894,0.3623895880971396,5,0.2532539789898707,2
have,0.1108679105121343,0.2238840501621546,11,0.1130161396500203,6
ex,0.11142773162295516,0.3698058978053694,3,0.2583781661824142,1
tape,0.1125555391451657,0.3576900323748442,3,0.2451344932296785,1
y,0.1143120388233844,0.3380079036489193,3,0.2236958648255349,1
gang,0.1143120388233844,0.3380079036489193,3,0.2236958648255349,1
another,0.11448697182579709,0.2996527038387512,5,0.1851657320129541,2
21,0.11503078020959448,0.3296377112947106,3,0.2146069310851161,1
killed,0.11689584021327612,0.3069353114874812,3,0.1900394712742051,1
rest,0.11726393488476919,0.3022695008242229,3,0.1850055659394537,1
reason,0.11818299372923682,0.2903214255650696,3,0.1721384318358328,1
6,0.11868490517538388,0.2836035213906958,3,0.1649186162153119,1
attack,0.11868490517538388,0.2836035213906958,3,0.1649186162153119,1
color,0.11879990355494491,0.282043909994647,3,0.1632440064397021,1
hey,0.11937235211220149,0.2741613904874779,3,0.1547890383752764,1
meet,0.1194199984234724,0.273496090718163,3,0.1540760922946906,1
story,0.1196488417196313,0.2702801931815884,3,0.1506313514619571,1
tv,0.12014290217192522,0.2632174486450922,3,0.143074546473167,1
m,0.12139659868227357,0.3183658441302524,11,0.1969692454479788,5
most,0.12225943899047859,0.2308256182013053,3,0.1085661792108267,1
black,0.1260216912917856,0.390742846191675,22,0.2647211548998894,11
blacks,0.1299484060116248,0.3168861334131326,8,0.1869377274015078,3
intelligent,0.1381843082619252,0.3671175836786365,4,0.2289332754167113,1
bus,0.1403092804410608,0.3471859370696953,4,0.2068766566286345,1
online,0.1421974229436004,0.3284195602050357,4,0.1862221372614353,1
crime,0.144995795306008,0.2983672048434735,4,0.1533714095374655,1
brown,0.1454285858907632,0.2934370853490064,4,0.1480084994582432,1
white,0.14575220552682883,0.4228155381148455,44,0.2770633325880167,23
1,0.1475510781161461,0.2679214135403094,4,0.1203703354241633,1
always,0.1480402961873165,0.2616821281862846,4,0.1136418319989681,1
looking,0.14814713288894898,0.2602994612723082,4,0.1121523283833592,1
re,0.14866474354755269,0.2534928591536116,4,0.1048281156060589,1
woman,0.1582231233577988,0.3945554835061129,11,0.2363323601483141,3
youtube,0.16337046684216303,0.314940238967841,13,0.151569772125678,4
women,0.16652232922675161,0.309006732257321,5,0.1424844030305694,1
am,0.17012147329805788,0.2704685278610934,5,0.1003470545630355,1
young,0.1810450283019742,0.3503706981845472,6,0.169325669882573,1
police,0.1825396113800862,0.3380500707449776,6,0.1555104593648914,1
his,0.1878491108391827,0.3355060281777708,10,0.1476569173385881,2
been,0.21955368044575801,0.2959424613155353,8,0.0763887808697773,1
man,0.47929359445074216,0.6887877632484933,122,0.2094941687977512,3
