word,npmi-bias,him-npmi,him-count,them-npmi,them-count
africa,0.053366555515307806,0.2792386936243788,4,0.225872138109071,8
s,0.058052528094746314,0.2848163546720277,19,0.2267638265772814,44
love,0.06429428435361262,0.2780667905048632,4,0.2137725061512506,7
after,0.06495650621817758,0.2597266605228449,4,0.1947701543046673,7
girls,0.06501307966685263,0.2722390081062954,3,0.2072259284394428,5
post,0.06515370527985209,0.2540059472321789,4,0.1888522419523268,7
enough,0.0654137253981637,0.2610647005846911,3,0.1956509751865274,5
very,0.06574122088017559,0.2483120445690206,5,0.182570823688845,9
heard,0.06584914508918349,0.248337095515738,3,0.1824879504265545,5
ago,0.06637113192668179,0.2321399190315707,3,0.1657687871048889,5
2,0.066578193055543,0.2253857465579885,3,0.1588075535024455,5
whenever,0.06697344212659442,0.3038027351238634,2,0.236829292997269,3
consider,0.06750796468008202,0.290931882312627,2,0.223423917632545,3
especially,0.06845913330855599,0.2664143980131788,2,0.1979552647046228,3
point,0.0694286099962372,0.2387103448369428,2,0.1692817348407056,3
child,0.06963496175444181,0.2323660661683922,2,0.1627311044139504,3
negro,0.0703130751368963,0.2101035826468309,2,0.1397905075099346,3
yes,0.0704274842921348,0.2060987035257181,2,0.1356712192335833,3
1,0.07075361320226359,0.194207130084023,2,0.1234535168817594,3
from,0.07214970654899722,0.3214803030667667,18,0.2493305965177695,36
youtube,0.07242910041704151,0.1137997681646556,2,0.0413706677476141,3
did,0.0737302309274834,0.2778658915689478,6,0.2041356606414644,10
times,0.07426681365454221,0.2845880453353165,5,0.2103212316807743,8
com,0.07923569656079829,0.2078782643865963,4,0.128642567825798,6
jail,0.0794079267231301,0.3234168333252418,3,0.2440089066021117,4
between,0.08148870528144528,0.2811511596825986,3,0.1996624544011533,4
girl,0.08270391451393869,0.2528687082833076,3,0.1701647937693689,4
place,0.08312870923083851,0.2421212732458175,3,0.158992564014979,4
saw,0.0832747322169321,0.2383032272934217,3,0.1550284950764896,4
really,0.08348954696281341,0.2325605773417268,3,0.1490710303789134,4
kid,0.08364657280813387,0.3155782667565872,5,0.2319316939484533,7
gather,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
evolution,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
dawg,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
whut,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
sexuality,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
falsely,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
friggen,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
guidance,0.08405693125242608,0.326975622735601,1,0.2429186914831749,1
news,0.08417586501233551,0.2130620237661808,3,0.1288861587538453,4
fist,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
yelling,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
stormed,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
wound,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
stamps,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
walks,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
directing,0.0848371024106484,0.3126563396819113,1,0.2278192372712629,1
panic,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
buddies,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
shake,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
arrests,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
answered,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
magazine,0.08538596532453022,0.3021214586608924,1,0.2167354933363622,1
described,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
multiply,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
laid,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
butt,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
response,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
coat,0.08580821881266823,0.2937249036291447,1,0.2079166848164765,1
salute,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
shirts,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
nigs,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
doctor,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
desert,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
piss,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
scared,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
mercury,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
federal,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
introduce,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
ye,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
hospital,0.08615053301303169,0.2867129454680772,1,0.2005624124550455,1
kicked,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
finger,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
neck,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
teen,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
jones,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
slow,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
rebel,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
mary,0.08643779919238354,0.2806748764088565,1,0.194237077216473,1
hero,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
sold,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
fought,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
spoken,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
hanging,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
homeschooling,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
breaking,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
led,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
excuse,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
attitude,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
officers,0.08668486589077651,0.2753612228189775,1,0.188676356928201,1
grand,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
hates,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
fans,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
holiday,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
arrest,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
arm,0.08690130209476879,0.2706086587789285,1,0.1837073566841597,1
drop,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
calls,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
walked,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
hall,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
dating,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
rid,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
awhile,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
sunday,0.08709363444292056,0.2663042096598264,1,0.1792105752169058,1
table,0.08726651261910731,0.2623663603677288,1,0.1750998477486215,1
task,0.08726651261910731,0.2623663603677288,1,0.1750998477486215,1
legal,0.08742336546809878,0.2587342944276961,1,0.1713109289595973,1
ignorant,0.08742336546809878,0.2587342944276961,1,0.1713109289595973,1
gotta,0.08742336546809878,0.2587342944276961,1,0.1713109289595973,1
everybody,0.08742336546809878,0.2587342944276961,1,0.1713109289595973,1
parts,0.08742336546809878,0.2587342944276961,1,0.1713109289595973,1
parade,0.08756679349568508,0.2553613880073394,1,0.1677945945116543,1
turning,0.08756679349568508,0.2553613880073394,1,0.1677945945116543,1
generations,0.08756679349568508,0.2553613880073394,1,0.1677945945116543,1
knife,0.08756679349568508,0.2553613880073394,1,0.1677945945116543,1
needed,0.08756679349568508,0.2553613880073394,1,0.1677945945116543,1
filthy,0.08769881541341493,0.2522110832706662,1,0.1645122678572513,1
noticed,0.08782102935002081,0.2492541655752122,1,0.1614331362251914,1
300,0.08782102935002081,0.2492541655752122,1,0.1614331362251914,1
spend,0.08782102935002081,0.2492541655752122,1,0.1614331362251914,1
opinion,0.08782102935002081,0.2492541655752122,1,0.1614331362251914,1
names,0.08782102935002081,0.2492541655752122,1,0.1614331362251914,1
anybody,0.08793472187419232,0.2464669065431087,1,0.1585321846689164,1
cultural,0.08793472187419232,0.2464669065431087,1,0.1585321846689164,1
amongst,0.08793472187419232,0.2464669065431087,1,0.1585321846689164,1
project,0.08793472187419232,0.2464669065431087,1,0.1585321846689164,1
had,0.08802752552956641,0.3248138624028754,12,0.236786336873309,19
hold,0.0880409438662321,0.2438297615194369,1,0.1557888176532048,1
beaten,0.0880409438662321,0.2438297615194369,1,0.1557888176532048,1
teaching,0.0880409438662321,0.2438297615194369,1,0.1557888176532048,1
nazi,0.0880409438662321,0.2438297615194369,1,0.1557888176532048,1
strange,0.0880409438662321,0.2438297615194369,1,0.1557888176532048,1
following,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
welfare,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
reported,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
prison,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
acting,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
gang,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
wonderful,0.08814056463853712,0.2413264334907196,1,0.1531858688521825,1
notice,0.08823431137950352,0.238943186013845,1,0.1507088746343415,1
rock,0.08823431137950352,0.238943186013845,1,0.1507088746343415,1
needs,0.0883227984492749,0.2366683294735546,1,0.1483455310242797,1
military,0.0883227984492749,0.2366683294735546,1,0.1483455310242797,1
christ,0.0883227984492749,0.2366683294735546,1,0.1483455310242797,1
wp,0.0883227984492749,0.2366683294735546,1,0.1483455310242797,1
present,0.0883227984492749,0.2366683294735546,1,0.1483455310242797,1
decided,0.08840654950565371,0.2344918305773595,1,0.1460852810717058,1
often,0.0884860144664888,0.2324050111406903,1,0.1439189966742015,1
dogs,0.0884860144664888,0.2324050111406903,1,0.1439189966742015,1
arrested,0.0884860144664888,0.2324050111406903,1,0.1439189966742015,1
student,0.0884860144664888,0.2324050111406903,1,0.1439189966742015,1
forward,0.0884860144664888,0.2324050111406903,1,0.1439189966742015,1
lady,0.08856158268921951,0.2304003126663697,1,0.1418387299771502,1
russian,0.08856158268921951,0.2304003126663697,1,0.1418387299771502,1
wondering,0.08856158268921951,0.2304003126663697,1,0.1418387299771502,1
k,0.08863359333604509,0.2284711101463647,1,0.1398375168103196,1
grow,0.08863359333604509,0.2284711101463647,1,0.1398375168103196,1
security,0.0887023436158561,0.2266115631967702,1,0.1379092195809141,1
bus,0.08876809540391081,0.2248164958641349,1,0.1360484004602241,1
feet,0.08876809540391081,0.2248164958641349,1,0.1360484004602241,1
unfortunately,0.08876809540391081,0.2248164958641349,1,0.1360484004602241,1
similar,0.08876809540391081,0.2248164958641349,1,0.1360484004602241,1
judge,0.08883108060760592,0.2230812987032297,1,0.1342502180956238,1
alot,0.08889150555271291,0.2214018483365587,1,0.1325103427838458,1
id,0.08894955459690779,0.2197744408685104,1,0.1308248862716026,1
outside,0.08916106485922082,0.2137229725088788,1,0.124561907649658,1
england,0.08916106485922082,0.2137229725088788,1,0.124561907649658,1
section,0.08916106485922082,0.2137229725088788,1,0.124561907649658,1
eat,0.08925617337882859,0.2109360351157493,1,0.1216798617369207,1
david,0.08930143064896609,0.2095947365464051,1,0.120293305897439,1
cannot,0.08934527219261501,0.2082858089721149,1,0.1189405367794999,1
sound,0.08938777590474162,0.2070076202711212,1,0.1176198443663796,1
moved,0.08938777590474162,0.2070076202711212,1,0.1176198443663796,1
wants,0.08950795033025889,0.2033429362266468,1,0.1138349858963879,1
got,0.08954426413495317,0.3234776360207465,10,0.2339333718857933,15
murder,0.0895457674861837,0.2021736636650511,1,0.1126278961788674,1
30,0.08961836302231921,0.1999066614978504,1,0.1102882984755312,1
boy,0.0896530921604555,0.3022435712586659,4,0.2125904790982104,5
french,0.08965323600439198,0.198806898300194,1,0.109153662295802,1
book,0.08965323600439198,0.198806898300194,1,0.109153662295802,1
local,0.08965323600439198,0.198806898300194,1,0.109153662295802,1
already,0.0897841922736277,0.1946119178981561,1,0.1048277256245284,1
party,0.0897841922736277,0.1946119178981561,1,0.1048277256245284,1
war,0.0898744283795126,0.1916585281256523,1,0.1017840997461397,1
racial,0.0898744283795126,0.1916585281256523,1,0.1017840997461397,1
message,0.0900629443512021,0.1853091302200214,1,0.0952461858688193,1
u,0.0902692795401851,0.1780514483814083,1,0.0877821688412232,1
talk,0.0913007227728593,0.3045329777184817,6,0.2132322549456224,8
3,0.09140233559584002,0.267469896841979,4,0.176067561246139,5
went,0.09146957988622328,0.2660301870122074,4,0.1745606071259841,5
d,0.09157736851590592,0.2637038543468052,4,0.1721264858308993,5
she,0.09297097590352729,0.2312195966170684,4,0.1382486207135411,5
day,0.09309796407628879,0.2279958913121705,4,0.1348979272358817,5
old,0.09311836124526032,0.2274732232698586,4,0.1343548620245983,5
jumped,0.09365203589806428,0.3216186542324342,2,0.2279666183343699,2
mouth,0.09432680311860112,0.3101238402101849,2,0.2157970370915838,2
calling,0.09451347110157032,0.3068560024147448,2,0.2123425313131745,2
angry,0.0951349574379288,0.2956744160897587,2,0.2005394586518299,2
eating,0.0956192619184533,0.2866095147851856,2,0.1909902528667323,2
boys,0.09572517367673597,0.2845824348275702,2,0.1888572611508342,2
stick,0.0959225251747875,0.2807598805478364,2,0.1848373553730489,2
baby,0.0960147644427416,0.2789523893847733,2,0.1829376249420317,2
drug,0.0960147644427416,0.2789523893847733,2,0.1829376249420317,2
whatever,0.09610316686194229,0.2772072209488965,2,0.1811040540869542,2
african,0.09618802462705792,0.2755199297769435,2,0.1793319051498856,2
muslim,0.09618802462705792,0.2755199297769435,2,0.1793319051498856,2
car,0.09634811968801782,0.2723034740636727,2,0.1759553543756549,2
shot,0.09682758476565048,0.262394685500368,2,0.1655671007347175,2
god,0.09700759230330971,0.2960737799490826,5,0.1990661876457729,6
during,0.09745241797594079,0.2487850921168876,2,0.1513326741409468,2
night,0.0978540446870304,0.2395552664325908,2,0.1417012217455604,2
believe,0.09830246857199051,0.2287279337381069,2,0.1304254651661164,2
her,0.09914794009794703,0.2693092534055421,7,0.1701613133075951,9
self,0.10102503164444049,0.3067330279893395,3,0.205707996344899,3
jesus,0.10111771012271462,0.3051825158702931,3,0.2040648057475785,3
thousands,0.1012071150577975,0.3036779726704364,3,0.2024708576126389,3
happened,0.1017570748849079,0.2942238270246187,3,0.1924667521397108,3
class,0.10232156643469709,0.2841334227333135,3,0.1818118562986164,3
students,0.10248397112486768,0.2811511596825986,3,0.1786671885577309,3
proud,0.10258645435197761,0.2792498869638345,3,0.1766634326118569,3
police,0.1034915104520977,0.2617455264941375,3,0.1582540160420398,3
found,0.10430941841415259,0.2446343038436076,3,0.140324885429455,3
gave,0.1045109731156072,0.3326565102846264,4,0.2281455371690192,4
something,0.10488310579683652,0.2317220530075408,3,0.1268389472107043,3
ask,0.10544081586019427,0.3187855128860412,4,0.2133446970258469,4
says,0.1072048991662061,0.2902923860573436,4,0.1830874868911375,4
house,0.1079340292269807,0.2774895059196531,4,0.1695554766926724,4
things,0.1079340292269807,0.2774895059196531,4,0.1695554766926724,4
again,0.10814780956334707,0.2735994006296418,4,0.1654515910662947,4
call,0.10964819285417349,0.3213088993419135,5,0.21166070648774,5
www,0.111448629325311,0.2018450452465826,4,0.0903964159212716,4
ok,0.1263187607463304,0.3187855128860412,4,0.1924667521397108,3
head,0.1269737478482333,0.3098739444526677,4,0.1829001966044344,3
set,0.12990641783389548,0.295473518568613,3,0.1655671007347175,2
killed,0.1299918137956814,0.2942238270246187,3,0.1642320132289373,2
video,0.13072239624292117,0.257700187570523,5,0.1269777913276018,4
friend,0.13079451503872447,0.2821271891796713,3,0.1513326741409468,2
racist,0.1323521274197899,0.2565098123896824,3,0.1241576849698925,2
bad,0.1329534441930371,0.2456693174486829,3,0.1127158732556458,2
button,0.1371142785253902,0.3313513557418632,2,0.194237077216473,1
fired,0.13753874191638227,0.3262150988445833,2,0.188676356928201,1
vile,0.1382429531809365,0.3174535283978423,2,0.1792105752169058,1
honest,0.13854155939476467,0.3136414071433862,2,0.1750998477486215,1
monkey,0.13881291125058762,0.3101238402101849,2,0.1713109289595973,1
prime,0.13906140790309052,0.3068560024147448,2,0.1677945945116543,1
vote,0.13929046726661212,0.3038027351238634,2,0.1645122678572513,1
17,0.13929046726661212,0.3038027351238634,2,0.1645122678572513,1
known,0.13950279736306997,0.3009359335882614,2,0.1614331362251914,1
absolutely,0.14022300767828552,0.290931882312627,2,0.1507088746343415,1
fed,0.14022300767828552,0.290931882312627,2,0.1507088746343415,1
kick,0.14037767888469663,0.2887232099089763,2,0.1483455310242797,1
stories,0.14037767888469663,0.2887232099089763,2,0.1483455310242797,1
somewhere,0.1405242337134798,0.2866095147851856,2,0.1460852810717058,1
summer,0.14126971168131972,0.2755199297769435,2,0.1342502180956238,1
number,0.14126971168131972,0.2755199297769435,2,0.1342502180956238,1
israel,0.14157717047556098,0.2707675137247977,2,0.1291903432492367,1
disgusting,0.1417639022246796,0.2678255065420651,2,0.1260616043173855,1
york,0.14210137960292898,0.262394685500368,2,0.120293305897439,1
power,0.1423994458000244,0.2574679271880667,2,0.1150684813880423,1
song,0.14253619150572142,0.2551640876845888,2,0.1126278961788674,1
teacher,0.14317621396563252,0.2439802932247864,2,0.1008040792591539,1
nation,0.1435088516143922,0.2378777917815406,2,0.0943689401671484,1
was,0.1436163924570338,0.3616073944378304,30,0.2179910019807966,35
story,0.1442543277635281,0.2233395215221431,2,0.079085193758615,1
said,0.14463422959504862,0.3095441633532902,7,0.1649099337582416,5
next,0.1452790898650956,0.3142312542396557,6,0.1689521643745601,4
lol,0.15663300124373267,0.2932371759360948,4,0.1366041746923621,2
while,0.15845848866529422,0.2679575010691969,4,0.1094990124039027,2
guy,0.16009414463252827,0.3284488751627865,7,0.1683547305302582,4
honor,0.1708666520699533,0.3421775810295506,3,0.1713109289595973,1
wife,0.1744876294211997,0.3036779726704364,3,0.1291903432492367,1
knew,0.17485109770508653,0.2994130053547445,3,0.124561907649658,1
son,0.17538335522965373,0.2930031995960333,3,0.1176198443663796,1
weeks,0.17667559275540956,0.2765158895546215,3,0.0998402967992119,1
week,0.1779234575803184,0.2590688872801512,3,0.0811454296998328,1
hair,0.1782593101971383,0.2540576416843928,3,0.0757983314872545,1
hope,0.18054889624742487,0.2659094522070556,5,0.0853605559596307,2
trudeau,0.19531599461989033,0.3598282624771416,4,0.1645122678572513,1
minister,0.19723649234688342,0.3433217734185892,4,0.1460852810717058,1
man,0.2711872600057717,0.3223998515083316,8,0.0512125915025599,1
he,0.289754615388946,0.4538485108642829,38,0.1640938954753369,10
his,0.33615726196971224,0.4551497970598489,32,0.1189925350901367,4
him,0.555029154132238,0.6714495242197408,130,0.1164203700875028,3
