word,npmi-bias,them-npmi,them-count,woman-npmi,woman-count
what,0.027894466313622607,0.2472012943723442,28,0.2193068280587216,3
guess,0.0283871961440699,0.2529468719125641,10,0.2245596757684942,1
person,0.028440939388468395,0.2350029489007324,10,0.206562009512264,1
try,0.0284431513520374,0.2339771736526087,10,0.2055340223005713,1
use,0.028449047304187403,0.2309986954631039,10,0.2025496481589165,1
come,0.028463358452112203,0.2207420303685213,10,0.1922786719164091,1
ever,0.028466639066155902,0.2163677234324383,10,0.1879010843662824,1
take,0.02846753627093701,0.2144736712953883,10,0.1860061350244513,1
that,0.028741251731246975,0.3047314072309957,104,0.2759901554997487,12
to,0.02921492141227272,0.3998176077349741,285,0.3706026863227014,35
there,0.029609224345996193,0.2684526121432192,46,0.238843387797223,5
no,0.031549594295539884,0.2518526362721706,29,0.2203030419766307,3
put,0.0321127522443328,0.2840248813051684,20,0.2519121290608356,2
be,0.03324585048704959,0.2991575853600496,65,0.265911734873,7
as,0.03511854646503809,0.3039439831587617,66,0.2688254366937236,7
over,0.03677622987872961,0.2054882592050046,11,0.168712029326275,1
just,0.039253874534961486,0.2844621886089638,50,0.2452083140740023,5
n,0.0402211898152601,0.2554017848072716,41,0.2151805949920115,4
school,0.041629810316665794,0.252767182495849,22,0.2111373721791832,2
our,0.04191783948075062,0.2625079734793838,32,0.2205901339986332,3
feel,0.04409652181713722,0.2572213183606962,12,0.213124796543559,1
it,0.04437101004272287,0.2984620587630782,107,0.2540910487203553,11
know,0.046108150101820816,0.2480528539685883,23,0.2019447038667675,2
or,0.04617951798711942,0.2841279663086002,53,0.2379484483214808,5
told,0.0508236821963976,0.2812861020987567,13,0.2304624199023591,1
say,0.05172357922031179,0.2093261031338089,13,0.1576025239134971,1
than,0.05422933664275839,0.2720050025754282,25,0.2177756659326698,2
ve,0.05829733868326992,0.230548558481239,14,0.1722512197979691,1
now,0.0584422569614908,0.2182786720757862,14,0.1598364151142954,1
other,0.0585510303909578,0.2074382557111544,14,0.1488872253201966,1
all,0.05923520406328661,0.2854297022622449,59,0.2261944981989583,5
of,0.061089694300348496,0.3711910196376073,213,0.3101013253372588,21
then,0.06211302447640332,0.2728152304196889,27,0.2107022059432856,2
can,0.06349199087461119,0.2736251987170022,39,0.210133207842391,3
which,0.06429790415034572,0.2541516372560099,15,0.1898537331056642,1
got,0.0646442680052644,0.2339333718857933,15,0.1692891038805289,1
how,0.06599846444199908,0.2681349965021111,28,0.202136532060112,2
few,0.06924581302873636,0.2870214789614062,29,0.2177756659326698,2
anyone,0.07043633500226809,0.2487061987466438,16,0.1782698637443757,1
also,0.0704807912399961,0.2464691763531102,16,0.1759883851131141,1
jews,0.08106172239951098,0.2725217612170642,18,0.1914600388175532,1
much,0.08138941530359739,0.2606617785432186,18,0.1792723632396212,1
into,0.08165010262003342,0.2503621319463084,18,0.168712029326275,1
i,0.08222911805818106,0.34524769559463,209,0.2630185775364489,18
has,0.08748478929043357,0.2259502752092475,19,0.1384654859188139,1
around,0.09173679168153828,0.2587466124393096,20,0.1670098207577713,1
people,0.0919749832209209,0.2900667266529962,50,0.1980917434320753,3
only,0.09217148958243421,0.2430274128495363,20,0.1508559232671021,1
give,0.09479392453878127,0.3073437078928112,21,0.2125497833540299,1
kids,0.09647014999301409,0.2626446510920857,21,0.1661745010990716,1
most,0.1005471042035653,0.2794835982453513,22,0.178936494041786,1
their,0.1029792224138498,0.3447550005803695,84,0.2417757781665197,5
back,0.1057801770608496,0.2593494695876189,23,0.1535692925267693,1
we,0.1080150392757129,0.2911627013038333,57,0.1831476620281204,3
when,0.11262728119811999,0.2934395078468779,43,0.1808122266487579,2
have,0.1204770996699612,0.3305901570619134,109,0.2101130573919522,6
will,0.12158886965431959,0.3148900545832265,64,0.1933011849289069,3
were,0.12201326052368722,0.2715506572411716,27,0.1495373967174844,1
are,0.1231884961226665,0.3307114967617365,111,0.20752300063907,6
do,0.12395661680995163,0.3080015829314802,65,0.1840449661215286,3
they,0.1449416597407241,0.3743822178536343,146,0.2294405581129102,7
so,0.1964643749395761,0.2910069483174536,52,0.0945425733778775,1
them,0.472685986372408,0.6351802770115164,514,0.1624942906391084,2
