word,npmi-bias,his-npmi,his-count,they-npmi,they-count
ashamed,0.04922983948684889,0.2793635465850144,1,0.2301337070981655,3
served,0.04981523308530411,0.2637757730125616,1,0.2139605399272575,3
cloud,0.04981523308530411,0.2637757730125616,1,0.2139605399272575,3
your,0.04982710421966771,0.2384091159872814,12,0.1885820117676137,48
i,0.049871107454451,0.3178595931300292,67,0.2679884856755782,315
trip,0.05040547871331971,0.247498745798785,1,0.1970932670854653,3
refuse,0.05040547871331971,0.247498745798785,1,0.1970932670854653,3
ca,0.05044838504026,0.2484265064718928,4,0.1979781214316328,14
vile,0.050559519899110505,0.2431506527870703,1,0.1925911328879598,3
draw,0.050559519899110505,0.2431506527870703,1,0.1925911328879598,3
survive,0.050559519899110505,0.2431506527870703,1,0.1925911328879598,3
dress,0.05069906935090521,0.2391738097227509,1,0.1884747403718457,3
weapon,0.05069906935090521,0.2391738097227509,1,0.1884747403718457,3
houston,0.050826621190021404,0.2355065681129745,1,0.1846799469229531,3
rap,0.050826621190021404,0.2355065681129745,1,0.1846799469229531,3
sat,0.050826621190021404,0.2355065681129745,1,0.1846799469229531,3
behavior,0.050826621190021404,0.2355065681129745,1,0.1846799469229531,3
talk,0.05085588791167189,0.2377882415371107,4,0.1869323536254388,14
too,0.050943404112559904,0.2334698086282991,6,0.1825264045157392,22
rally,0.050944074907025794,0.2321016747113232,1,0.1811575998042974,3
parade,0.050944074907025794,0.2321016747113232,1,0.1811575998042974,3
attacked,0.0510529108025341,0.2289220842586805,1,0.1778691734561464,3
ing,0.0510529108025341,0.2289220842586805,1,0.1778691734561464,3
cover,0.0510529108025341,0.2289220842586805,1,0.1778691734561464,3
rules,0.0510529108025341,0.2289220842586805,1,0.1778691734561464,3
felt,0.05124920799238389,0.22312597567248,1,0.1718767676800961,3
mom,0.05124920799238389,0.22312597567248,1,0.1718767676800961,3
attacks,0.0513383982309045,0.2204656231764001,1,0.1691272249454956,3
didnt,0.0513383982309045,0.2204656231764001,1,0.1691272249454956,3
strange,0.0513383982309045,0.2204656231764001,1,0.1691272249454956,3
angry,0.0513383982309045,0.2204656231764001,1,0.1691272249454956,3
time,0.05134523946658187,0.2592258902791836,9,0.2078806508126017,34
sit,0.05142252203183942,0.2179406345215041,1,0.1665181124896647,3
thinks,0.05142252203183942,0.2179406345215041,1,0.1665181124896647,3
safe,0.0515021216110034,0.2155370995250058,1,0.1640349779140024,3
reality,0.0515021216110034,0.2155370995250058,1,0.1640349779140024,3
notice,0.0515021216110034,0.2155370995250058,1,0.1640349779140024,3
foreign,0.0515021216110034,0.2155370995250058,1,0.1640349779140024,3
military,0.05157765639214379,0.2132431820647548,1,0.161665525672611,3
born,0.05164951907053769,0.2110487241985768,1,0.1593992051280391,3
daughter,0.05164951907053769,0.2110487241985768,1,0.1593992051280391,3
student,0.0517180479569572,0.208944940834249,1,0.1572268928772918,3
hoping,0.0517180479569572,0.208944940834249,1,0.1572268928772918,3
met,0.0517180479569572,0.208944940834249,1,0.1572268928772918,3
enjoy,0.0517180479569572,0.208944940834249,1,0.1572268928772918,3
morning,0.0518462413158641,0.2049797397183297,1,0.1531334984024656,3
moment,0.0518462413158641,0.2049797397183297,1,0.1531334984024656,3
movie,0.05190638731985461,0.2031057059897966,1,0.151199318669942,3
third,0.05190638731985461,0.2031057059897966,1,0.151199318669942,3
door,0.05196417349148941,0.2012968421615901,1,0.1493326686701007,3
feet,0.05196417349148941,0.2012968421615901,1,0.1493326686701007,3
short,0.052019776368030984,0.1995484841321675,1,0.1475287077641365,3
judge,0.052019776368030984,0.1995484841321675,1,0.1475287077641365,3
built,0.052019776368030984,0.1995484841321675,1,0.1475287077641365,3
alot,0.0520733533674031,0.1978564599708277,1,0.1457831066034246,3
fight,0.05208205053170162,0.2383015742241673,3,0.1862195236924657,10
soon,0.05210998193954158,0.2375600741879112,3,0.1854500922483696,10
possible,0.052125045456086705,0.196217022462994,1,0.1440919770069073,3
play,0.05222326945521269,0.1930827138120451,1,0.1408594443568324,3
looked,0.0523153228337786,0.1901221511447543,1,0.1378068283109757,3
radio,0.052359265857277903,0.188700829837502,1,0.1363415639802241,3
lets,0.05240192661574558,0.1873159300068793,1,0.1349140033911337,3
groups,0.05240192661574558,0.1873159300068793,1,0.1349140033911337,3
green,0.05240192661574558,0.1873159300068793,1,0.1349140033911337,3
once,0.0524406343987546,0.2286937518100318,3,0.1762531174112772,10
brother,0.0524836823342944,0.1846477783647201,1,0.1321640960304257,3
wish,0.0524836823342944,0.1846477783647201,1,0.1321640960304257,3
2508,0.05267000658564169,0.1784958238477738,1,0.1258258172621321,3
song,0.05267000658564169,0.1784958238477738,1,0.1258258172621321,3
7,0.052738325514025505,0.1762145995545227,1,0.1234762740404972,3
band,0.05277131459673379,0.1751080427946773,1,0.1223367281979435,3
e,0.052803568976988,0.1740229286712642,1,0.1212193596942762,3
read,0.053056730613241704,0.2117136288381602,3,0.1586568982249185,10
down,0.05338657468048888,0.2698517525336941,8,0.2164651778532052,29
a,0.053830619897132614,0.3591611537130147,80,0.3053305338158821,369
two,0.0551439115116944,0.2426259663731504,5,0.187482054861456,17
stories,0.0552257234697231,0.263157812271258,2,0.2079320888015349,6
enemy,0.055312454948616085,0.2610177776090768,2,0.2057053226604607,6
sitting,0.055312454948616085,0.2610177776090768,2,0.2057053226604607,6
bet,0.055474405030467966,0.256994194876314,2,0.201519789845846,6
telling,0.055623098267228915,0.2532676401438144,2,0.1976445418765855,6
lost,0.055760545530583294,0.2497947097200477,2,0.1940341641894644,6
chinese,0.05582556021804491,0.2481423257138714,2,0.1923167654958265,6
into,0.056071599140041506,0.2781919093103875,9,0.222120310170346,32
understand,0.056173291672434705,0.2391961121216568,2,0.1830228204492221,6
earth,0.0562252921281301,0.2378421421798994,2,0.1816168500517693,6
heard,0.05647046164918701,0.2444854853585261,4,0.1880150237093391,13
don,0.05663643936568441,0.2269816447972737,2,0.1703452054315893,6
local,0.05667686689267451,0.2258984012992373,2,0.1692215344065628,6
another,0.056819067540072404,0.2358675170466042,4,0.1790484495065318,13
war,0.0569371277351515,0.2188559957063084,2,0.1619188679711569,6
went,0.05741745607146109,0.2725273251807453,6,0.2151098691092842,20
meet,0.057597064060773195,0.2004296668988368,2,0.1428326028380636,6
on,0.057764579335398414,0.3349025652360359,42,0.2771379859006375,175
org,0.05815065805582842,0.1842747722455015,2,0.1261241141896731,6
everything,0.05940191445468593,0.2526596889379629,3,0.193257774483277,9
public,0.060087025266172905,0.236105054403631,3,0.1760180291374581,9
story,0.06035980142323111,0.2293301416614717,3,0.1689703402382406,9
nationalist,0.06048376761688651,0.2262144364801864,3,0.1657306688632999,9
right,0.06048863814160682,0.2703573839704189,7,0.2098687458288121,23
being,0.060745447401551605,0.2648709372121249,7,0.2041254898105733,23
jew,0.06269848650826751,0.2455851927430356,4,0.1828867062347681,12
friends,0.0627696834020211,0.2439431055845634,4,0.1811734221825423,12
bad,0.0628612795558488,0.2418212005990886,4,0.1789599210432398,12
someone,0.06317527907128051,0.2344653822264856,4,0.1712901031552051,12
ago,0.06343377169244899,0.2283113749964845,4,0.1648776033040355,12
again,0.0644032276476692,0.2638057503452793,5,0.1994025226976101,15
by,0.0644812492463605,0.2923643363642307,16,0.2278830871178702,56
an,0.0646746588629479,0.2594779171374294,11,0.1948032582744815,37
from,0.06506228577832848,0.288026555737057,19,0.2229642699587285,68
accept,0.0671692852659572,0.2755283542956069,2,0.2083590690296497,5
com,0.06726790701584898,0.1979943450564096,5,0.1307264380405606,15
absolutely,0.06764547750351901,0.2653943149139471,2,0.1977488374104281,5
upon,0.06764547750351901,0.2653943149139471,2,0.1977488374104281,5
gun,0.06789427008862708,0.2566517696105214,3,0.1887574995218943,8
families,0.06811681313450932,0.255096747165777,2,0.1869799340312677,5
lives,0.0683545728897279,0.2497947097200477,2,0.1814401368303198,5
social,0.0684279876265022,0.2481423257138714,2,0.1797143380873692,5
everyone,0.06878718802873007,0.2368279857871428,3,0.1680407977584127,8
dead,0.06893512616764391,0.2365216918937105,2,0.1675865657260666,5
check,0.0689708747459617,0.2326195397626676,3,0.1636486650167059,8
article,0.06904414520207902,0.233974544901856,2,0.164930399699777,5
taken,0.06904414520207902,0.233974544901856,2,0.164930399699777,5
looks,0.06905539265544058,0.2539123563154896,4,0.184856963660049,11
far,0.0691940786989001,0.2274411460181267,3,0.1582470673192266,8
m,0.06920604340122721,0.2066639431377237,6,0.1374578997364965,18
kind,0.06971365148984882,0.2179186130029228,2,0.148204961513074,5
god,0.06981185081001601,0.2660024844848976,5,0.1961906336748816,14
state,0.06989449944618412,0.2134514835685621,2,0.143556984122378,5
anti,0.06992058357708672,0.2638057503452793,5,0.1938851667681926,14
done,0.06999552937165429,0.2109302255192912,2,0.1409346961476369,5
does,0.07011120179931218,0.2053550773581191,3,0.1352438755588069,8
thread,0.07173235364363618,0.1642040125814813,2,0.0924716589378451,5
jews,0.07211320783549638,0.2759746474705438,7,0.2038614396350474,20
evolution,0.07272671395403121,0.3045357239998459,1,0.2318090100458147,2
atleast,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
hebrews,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
equipment,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
livestock,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
penis,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
jose,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
classmates,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
wouldnt,0.0734887165904815,0.2900288689065727,1,0.2165401523160912,2
buddies,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
magic,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
maintain,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
quebec,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
admit,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
instinct,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
interviews,0.07403019466927208,0.2793635465850144,1,0.2053333519157423,2
freak,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
chocolate,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
skinny,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
italians,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
described,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
commie,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
brethren,0.0744501949291271,0.2708676106697061,1,0.196417415740579,2
wore,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
pregnant,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
tools,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
safety,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
desert,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
shocked,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
becomes,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
herd,0.07479309710922,0.2637757730125616,1,0.1889826759033416,2
ed,0.0750826710511667,0.2576711881487167,1,0.18258851709755,2
devil,0.0750826710511667,0.2576711881487167,1,0.18258851709755,2
handed,0.0750826710511667,0.2576711881487167,1,0.18258851709755,2
chosen,0.0750826710511667,0.2576711881487167,1,0.18258851709755,2
untill,0.0750826710511667,0.2576711881487167,1,0.18258851709755,2
pale,0.07533314785338252,0.2523007351700474,1,0.1769675873166649,2
busy,0.07533314785338252,0.2523007351700474,1,0.1769675873166649,2
seek,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
complain,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
corps,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
neighbors,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
lunch,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
position,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
hated,0.07555372809928201,0.247498745798785,1,0.171945017699503,2
biggest,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
office,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
nigeria,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
marry,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
closed,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
teeth,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
model,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
walked,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
pull,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
role,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
disease,0.07575070538117748,0.2431506527870703,1,0.1673999474058928,2
freedom,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
paid,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
homeland,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
lying,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
ohio,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
property,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
fag,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
38,0.07592857528531521,0.2391738097227509,1,0.1632452344374357,2
hardly,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
himself,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
nose,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
meeting,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
poles,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
agreed,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
became,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
assault,0.0760906611847598,0.2355065681129745,1,0.1594159069282147,2
turning,0.076239489389399,0.2321016747113232,1,0.1558621853219242,2
lose,0.076239489389399,0.2321016747113232,1,0.1558621853219242,2
laughing,0.076239489389399,0.2321016747113232,1,0.1558621853219242,2
weather,0.076239489389399,0.2321016747113232,1,0.1558621853219242,2
knife,0.076239489389399,0.2321016747113232,1,0.1558621853219242,2
obviously,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
species,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
monkeys,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
victim,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
neither,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
foot,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
identity,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
17,0.0763770252530713,0.2289220842586805,1,0.1525450590056092,2
political,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
h,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
easy,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
spend,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
known,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
takes,0.0765048278420932,0.2259381971237672,1,0.149433369281674,2
groid,0.07662415471302919,0.22312597567248,1,0.1465018209594508,2
watched,0.07662415471302919,0.22312597567248,1,0.1465018209594508,2
math,0.07662415471302919,0.22312597567248,1,0.1465018209594508,2
unless,0.07662415471302919,0.22312597567248,1,0.1465018209594508,2
typical,0.0767360349486704,0.2204656231764001,1,0.1437295882277297,2
exist,0.0767360349486704,0.2204656231764001,1,0.1437295882277297,2
soul,0.07684132133622942,0.2179406345215041,1,0.1410993131852747,2
explain,0.07684132133622942,0.2179406345215041,1,0.1410993131852747,2
females,0.07684132133622942,0.2179406345215041,1,0.1410993131852747,2
first,0.07696812013842888,0.2658642597592883,7,0.1888961396208594,19
40,0.07703486098554418,0.2132431820647548,1,0.1362083210792106,2
minister,0.077124235165244,0.2110487241985768,1,0.1339244890333328,2
gonna,0.077124235165244,0.2110487241985768,1,0.1339244890333328,2
gods,0.0772092951993539,0.208944940834249,1,0.1317356456348951,2
heart,0.0772092951993539,0.208944940834249,1,0.1317356456348951,2
metal,0.07744220251332751,0.2031057059897966,1,0.1256635034764691,2
whatever,0.0775134027942836,0.2012968421615901,1,0.1237834393673065,2
damn,0.07758179501236839,0.1995484841321675,1,0.1219666891197991,2
early,0.07758179501236839,0.1995484841321675,1,0.1219666891197991,2
phone,0.07758179501236839,0.1995484841321675,1,0.1219666891197991,2
wrong,0.07766500203124829,0.2546194764536139,3,0.1769544744223656,7
videos,0.07771413904278837,0.2536308694677328,3,0.1759167304249444,7
aryan,0.07777207192048309,0.1946267928821758,1,0.1168547209616927,2
east,0.07777207192048309,0.1946267928821758,1,0.1168547209616927,2
sports,0.07783108357402299,0.1930827138120451,1,0.1152516302380221,2
interesting,0.07788812473973102,0.1915820093199644,1,0.1136938845802334,2
light,0.0779010850390752,0.2498443870645539,3,0.1719433020254787,7
taking,0.07794331757480431,0.1901221511447543,1,0.11217883356995,2
website,0.0779967732786785,0.188700829837502,1,0.1107040565588235,2
wn,0.0781476906904011,0.1846477783647201,1,0.106500087674319,2
posting,0.078195131622634,0.1833610879422258,1,0.1051659563195918,2
nordic,0.078195131622634,0.1833610879422258,1,0.1051659563195918,2
university,0.0782412658438732,0.1821039117181611,1,0.1038626458742879,2
pictures,0.07849404877936268,0.1751080427946773,1,0.0966139940153146,2
life,0.0788793798458195,0.2293301416614717,3,0.1504507618156522,7
beautiful,0.07902286401598278,0.1598308514990346,1,0.0808079874830518,2
https,0.0801195028039344,0.1246697619321303,1,0.0445502591281959,2
married,0.081140530783645,0.29227468505131,2,0.211134154267665,4
prison,0.08248626915691121,0.267737115969142,2,0.1852508468122308,4
age,0.08258448706794397,0.2844948483281405,4,0.2019103612601965,9
jail,0.08260989117416082,0.2653943149139471,2,0.1827844237397863,4
homes,0.08272711441291491,0.263157812271258,2,0.1804306978583431,4
active,0.08272711441291491,0.263157812271258,2,0.1804306978583431,4
apparently,0.08272711441291491,0.263157812271258,2,0.1804306978583431,4
surprised,0.08283855953947519,0.2610177776090768,2,0.1781792180696016,4
forward,0.08294476107809998,0.2589657074590568,2,0.1760209463809568,4
attention,0.08314322903234062,0.255096747165777,2,0.1719535181334364,4
stick,0.08314322903234062,0.255096747165777,2,0.1719535181334364,4
number,0.08341146955639189,0.2497947097200477,2,0.1663832401636558,4
knew,0.0838671155007294,0.240585485955433,2,0.1567183704547036,4
close,0.08406404208214999,0.2365216918937105,2,0.1524576498115605,4
happened,0.0841259606356542,0.2352330264450285,2,0.1511070658093743,4
several,0.08418618334131131,0.233974544901856,2,0.1497883615605447,4
british,0.08430188636965849,0.2315423195866837,2,0.1472404332170252,4
at,0.0843251231824601,0.3285745214929397,27,0.2442493983104796,84
wants,0.0843575232883825,0.2303659295507215,2,0.146008406262339,4
using,0.08441177878259162,0.2292144112517978,2,0.1448026324692062,4
30,0.0845164008623949,0.2269816447972737,2,0.1424652439348788,4
french,0.0845668843673365,0.2258984012992373,2,0.1413315169319008,4
line,0.0846162210426342,0.2248360266850756,2,0.1402198056424414,4
found,0.0849538567590386,0.2407875747637551,4,0.1558337180047165,9
person,0.0849538567590386,0.2407875747637551,4,0.1558337180047165,9
jewish,0.0854865180581973,0.2054438543120903,2,0.119957336253893,4
pm,0.08567274040258212,0.2011203333193657,2,0.1154475929167836,4
let,0.08576399947583802,0.2740455184371897,7,0.1882815189613517,17
thousands,0.08742623653231663,0.2764647391020034,3,0.1890385025696868,6
disgusting,0.08759349562729352,0.2735412060136555,3,0.185947710386362,6
case,0.08789854660872529,0.2681443920024576,3,0.1802458453937323,6
ok,0.0879694626461047,0.2668774562256503,3,0.1789079935795456,6
father,0.08810566129927189,0.2644308443261977,3,0.1763251830269258,6
news,0.08811706203141409,0.2454760284392355,6,0.1573589664078214,14
during,0.08864193756324049,0.2546194764536139,3,0.1659775388903734,6
old,0.0887134977378628,0.2342409745346417,6,0.1455274767967789,14
remember,0.08874715900561261,0.2526596889379629,3,0.1639125299323503,6
while,0.08913331366230581,0.2581509772169278,5,0.169017663554622,11
attack,0.08925844338170438,0.2429639535155796,3,0.1537055101338752,6
support,0.0893001470781129,0.2421599705059048,3,0.1528598234277919,6
part,0.09016440643257351,0.2250124910180874,3,0.1348480845855139,6
class,0.09148911152244238,0.2802466110443367,4,0.1887574995218943,8
face,0.09148911152244238,0.2802466110443367,4,0.1887574995218943,8
proud,0.09178266405270438,0.2753665975791226,4,0.1835839335264182,8
under,0.09194518889846412,0.2726347487333277,4,0.1806895598348636,8
help,0.0928392322095222,0.2571980850481898,4,0.1643588528386676,8
crime,0.09543350819586718,0.2750602235751782,5,0.179626715379311,10
behind,0.0959321957152211,0.3150469984752759,6,0.2191148027600548,12
saw,0.09669993496261162,0.2538882614877223,5,0.1571883265251107,10
grave,0.09874653451171961,0.3063786060346284,2,0.2076320715229088,3
fought,0.09909757324942012,0.3011647296739368,2,0.2020671564245167,3
account,0.09916792351083428,0.2901924250367527,3,0.1910245015259184,5
thus,0.0994070006918186,0.2965002677772839,2,0.1970932670854653,3
k,0.09941415458347139,0.2863940886147391,3,0.1869799340312677,5
dating,0.0996835521633502,0.29227468505131,2,0.1925911328879598,3
therefore,0.0996835521633502,0.29227468505131,2,0.1925911328879598,3
according,0.099747099223849,0.2811872360541688,3,0.1814401368303198,5
honor,0.1001613772678408,0.2848413241907939,2,0.1846799469229531,3
marriage,0.10037078222463797,0.2815283820289354,2,0.1811575998042974,3
system,0.10055782627639101,0.2681443920024576,3,0.1675865657260666,5
her,0.1006997491213748,0.2495520384523548,8,0.14885228933098,17
cops,0.10074446226353662,0.2755283542956069,2,0.1747838920320703,3
service,0.10074446226353662,0.2755283542956069,2,0.1747838920320703,3
suspect,0.10091265845322059,0.2727894261333167,2,0.1718767676800961,3
lies,0.10107044270519261,0.2701976676506882,2,0.1691272249454956,3
gang,0.10121900347947732,0.267737115969142,2,0.1665181124896647,3
ride,0.10121900347947732,0.267737115969142,2,0.1665181124896647,3
gets,0.10130473678618912,0.2556261991712884,3,0.1543214623850993,5
art,0.1016185724810377,0.2610177776090768,2,0.1593992051280391,3
evidence,0.1016185724810377,0.2610177776090768,2,0.1593992051280391,3
security,0.10206832147387243,0.2532676401438144,2,0.151199318669942,3
five,0.10216913179033749,0.2515018004604382,2,0.1493326686701007,3
sister,0.1025356961010378,0.2449875096162631,2,0.1424518135152253,3
cool,0.10261939495976849,0.2434788393166009,2,0.1408594443568324,3
above,0.10270032514523811,0.2420123152040087,2,0.1393119900587706,3
none,0.10277865764445729,0.240585485955433,2,0.1378068283109757,3
listen,0.1029281387887657,0.2378421421798994,2,0.1349140033911337,3
sad,0.10338859398966571,0.2292144112517978,2,0.1258258172621321,3
across,0.1036166669907994,0.2248360266850756,2,0.1212193596942762,3
thank,0.1036606927384452,0.2121936383714249,3,0.1085329456329797,5
county,0.10367040911839079,0.2237936742200816,2,0.1201232651016908,3
weeks,0.1040156326602605,0.2169965628684333,2,0.1129809302081728,3
6,0.1043160981122257,0.2109302255192912,2,0.1066141274070655,3
family,0.10471163538141703,0.2850568427757251,6,0.1803452073943081,11
made,0.1051197490339307,0.1939315863642149,2,0.0888118373302842,3
christs,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
thorn,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
secularism,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
stake,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
clique,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
col,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
rancher,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
78265,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
bonfire,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
crucifixion,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
solicited,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
shines,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
crushed,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
deathskull,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
crusade,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
zealot,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
gonzalez,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
illnesses,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
eyh,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
grant,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
procedure,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
freese,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
pearls,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
handled,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
hoards,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
fists,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
hubbard,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
intergraton,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
phony,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
israelites,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
panthers,0.11068097167296201,0.328008702747323,1,0.217327731074361,1
death,0.1108934987917033,0.3002945657623285,6,0.1894010669706252,10
p,0.11212699763753467,0.2802466110443367,4,0.168119613406802,6
step,0.11228716066663771,0.3155704396781731,3,0.2032832790115354,4
dangle,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
cbs,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
heal,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
visitors,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
scheduled,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
cousins,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
farming,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
plains,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
applications,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
caliber,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
salem,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
guidance,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
protecting,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
deeds,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
smiley,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
throne,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
crusaders,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
ramifications,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
printing,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
whilst,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
wouldn,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
attachment,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
bombings,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
lonely,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
disliked,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
seal,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
selfish,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
gates,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
mourn,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
contaminating,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
culturally,0.1124432819407298,0.3045357239998459,1,0.1920924420591161,1
big,0.1124510812412351,0.270055262575982,5,0.1576041813347469,8
endless,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
knocking,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
