word,npmi-bias,him-npmi,him-count,man-npmi,man-count
fed,0.04089631832611329,0.290931882312627,2,0.2500355639865137,1
ape,0.04094188360443052,0.2887232099089763,2,0.2477813263045458,1
stories,0.04094188360443052,0.2887232099089763,2,0.2477813263045458,1
kick,0.04094188360443052,0.2887232099089763,2,0.2477813263045458,1
boys,0.04102598734669238,0.2845824348275702,2,0.2435564474808778,1
was,0.04111313370426001,0.3616073944378304,30,0.3204942607335704,19
whatever,0.04117152120310269,0.2772072209488965,2,0.2360356997457938,1
lost,0.0412040488886298,0.2755199297769435,2,0.2343158808883137,1
african,0.0412040488886298,0.2755199297769435,2,0.2343158808883137,1
sister,0.04129413145293129,0.2707675137247977,2,0.2294733822718664,1
especially,0.0413746585301773,0.2664143980131788,2,0.2250397394830015,1
york,0.04144733224063388,0.262394685500368,2,0.2209473532597341,1
power,0.041534198371199926,0.2574679271880667,2,0.2159337288168668,1
song,0.041573985120793716,0.2551640876845888,2,0.2135901025637951,1
leave,0.0416645968434709,0.24979809086954,2,0.2081334940260691,1
gets,0.0416645968434709,0.24979809086954,2,0.2081334940260691,1
learn,0.041713756559408094,0.2468130994654634,2,0.2050993429060553,1
teacher,0.0417595868226216,0.2439802932247864,2,0.2022207064021648,1
front,0.04182957344439561,0.2395552664325908,2,0.1977256929881952,1
point,0.041842714612985804,0.2387103448369428,2,0.196867630223957,1
done,0.04186821983130812,0.2370572225800559,2,0.1951890027487478,1
called,0.041927839713906095,0.233121873621537,2,0.1911940339076309,1
child,0.0419391133179427,0.2323660661683922,2,0.1904269528504495,1
check,0.04202254383976359,0.2266490866696048,2,0.1846265428298412,1
far,0.0420957425116458,0.2214389654930056,2,0.1793432229813598,1
better,0.042112686473664784,0.2202047568328548,2,0.17809207035919,1
family,0.04212097352981528,0.2195970663608512,2,0.1774760928310359,1
negro,0.04224566770520871,0.2101035826468309,2,0.1678579149416222,1
yes,0.042295584527940994,0.2060987035257181,2,0.1638031189977771,1
nothing,0.042318825284006906,0.2041890814637321,2,0.1618702561797252,1
area,0.0423622760840244,0.2005359980159416,2,0.1581737219319172,1
maybe,0.042377617665976974,0.1992188645592831,2,0.1568412468933061,1
take,0.04248089492431459,0.1899330561968225,2,0.1474521612725079,1
its,0.042676516274905985,0.1696823185637002,2,0.1270058022887942,1
lol,0.04611650917363727,0.2932371759360948,4,0.2471206667624575,2
love,0.046458182592419406,0.2780667905048632,4,0.2316086079124438,2
d,0.04675759094789611,0.2637038543468052,4,0.2169462633989091,2
home,0.04703765280366412,0.2491225141478657,4,0.2020848613442016,2
be,0.04927440555871543,0.2884561914744113,16,0.2391817859156959,9
did,0.050250367613070696,0.2778658915689478,6,0.2276155239558771,3
you,0.05039921535977268,0.2881604462719304,24,0.2377612309121577,14
say,0.05063470474897838,0.260480061941201,6,0.2098453571922226,3
what,0.05131430505209711,0.2243939958504739,6,0.1730796907983768,3
from,0.0513404221587363,0.3214803030667667,18,0.2701398809080304,10
so,0.05401908633997082,0.2994151608024718,15,0.245396074462501,8
just,0.05407133404826853,0.2974825511386167,15,0.2434112170903482,8
have,0.05511011658077472,0.2789941667429293,20,0.2238840501621546,11
about,0.05638558643790409,0.2621328568110203,10,0.2057472703731162,5
to,0.05885169500622689,0.3927993638792215,74,0.3339476688729946,46
not,0.05889084184891999,0.2576699544442242,12,0.1987791125953042,6
back,0.06536181559521281,0.2976967395516473,9,0.2323349239564345,4
down,0.06549184004907932,0.2894516795970472,7,0.2239598395479679,3
go,0.06566018239558441,0.2885663708786817,9,0.2229061884830973,4
kid,0.06608844000821129,0.3155782667565872,5,0.2494898267483759,2
see,0.06612734724010419,0.2978790009828294,11,0.2317516537427252,5
let,0.06751629694280209,0.2737848028274988,5,0.2062685058846967,2
right,0.06762911668855698,0.2700832660787841,5,0.2024541493902271,2
need,0.06801533234823928,0.256816220930708,5,0.1888008885824687,2
very,0.06824799706602849,0.2483120445690206,5,0.1800640475029921,2
out,0.06893165972137741,0.3167769729442369,17,0.2478453132228595,8
i,0.06985153645043413,0.3654189997152411,63,0.295567463264807,36
honor,0.07253346150915452,0.3421775810295506,3,0.2696441195203961,1
sat,0.07253346150915452,0.3421775810295506,3,0.2696441195203961,1
jail,0.07338126933872807,0.3234168333252418,3,0.2500355639865137,1
happened,0.07457408626905879,0.2942238270246187,3,0.2196497407555599,1
gone,0.0746658460786708,0.291810214524509,3,0.2171443684458382,1
class,0.07495075772037799,0.2841334227333135,3,0.2091826650129355,1
remember,0.07509292881243501,0.2801922717184903,3,0.2050993429060553,1
weeks,0.07522304545511688,0.2765158895546215,3,0.2012928440995046,1
life,0.07586900129278928,0.257139168741038,3,0.1812701674482487,1
bad,0.0762199094692172,0.2456693174486829,3,0.1694494079794657,1
person,0.07625042698557341,0.2446343038436076,3,0.1683838768580342,1
found,0.07625042698557341,0.2446343038436076,3,0.1683838768580342,1
use,0.0763658014239674,0.2406615904607469,3,0.1642957890367795,1
saw,0.07643297111369651,0.2383032272934217,3,0.1618702561797252,1
2,0.07678344776966059,0.2253857465579885,3,0.1486022987883279,1
own,0.07698910203058032,0.2172493143846898,3,0.1402602123541095,1
over,0.0772294379865468,0.2070945841781602,3,0.1298651461916134,1
them,0.078361794668469,0.1402851172824357,3,0.0619233226139667,1
at,0.08271409586145112,0.326616912749491,19,0.2439028168880399,8
told,0.08302956387887919,0.3301502306413367,6,0.2471206667624575,2
get,0.08536120382766499,0.3023983674822905,13,0.2170371636546255,5
few,0.08598499007975749,0.2609527984506781,6,0.1749678083709206,2
know,0.0865178254442319,0.2453140322177674,6,0.1587962067735355,2
would,0.088497075320428,0.2788579597236162,11,0.1903608844031882,4
had,0.0964041459776841,0.3248138624028754,12,0.2284097164251913,4
gave,0.09834062939631269,0.3326565102846264,4,0.2343158808883137,1
ask,0.09913577213048128,0.3187855128860412,4,0.2196497407555599,1
head,0.09962191652663349,0.3098739444526677,4,0.2102520279260342,1
said,0.09963648868509112,0.3095441633532902,7,0.2099076746681991,2
boy,0.10002286485650111,0.3022435712586659,4,0.2022207064021648,1
off,0.10007643655873638,0.301065923967625,7,0.2009894874088886,2
says,0.10062257385421569,0.2902923860573436,4,0.1896698122031279,1
things,0.10122686199263081,0.2774895059196531,4,0.1762626439270223,1
house,0.10122686199263081,0.2774895059196531,4,0.1762626439270223,1
give,0.10130407947638728,0.2757908745232044,4,0.1744867950468171,1
again,0.10140267953196827,0.2735994006296418,4,0.1721967210976735,1
school,0.10155117688185769,0.2697353931093799,7,0.1681842162275222,2
which,0.10224881290319532,0.2536166318716249,4,0.1513678189684296,1
show,0.1024260047828818,0.2491225141478657,4,0.1466965093649839,1
why,0.10253509643453418,0.2462932184501914,4,0.1437581220156572,1
into,0.10302607888828319,0.2328912250798966,4,0.1298651461916134,1
when,0.10683980765293863,0.3067490844630921,13,0.1999092768101535,4
if,0.11359335619740621,0.319169897632612,19,0.2055765414352058,6
how,0.11558581998459841,0.2745778616690524,8,0.158992041684454,2
his,0.11964376888207812,0.4551497970598489,32,0.3355060281777708,10
god,0.12158698490226552,0.2960737799490826,5,0.1744867950468171,1
hope,0.12322025697033517,0.2659094522070556,5,0.1426891952367204,1
think,0.1246377622430533,0.2345877534884612,5,0.1099499912454079,1
other,0.12464634546673341,0.2343770500617161,5,0.1097307045949827,1
then,0.12740070754729418,0.2951403568001886,9,0.1677396492528944,2
next,0.1385663446861974,0.3142312542396557,6,0.1756649095534583,1
he,0.1453866227492156,0.4538485108642829,38,0.3084618881150673,10
him,0.342505262894758,0.6714495242197408,130,0.3289442613249828,8
