word,npmi-bias,their-npmi,their-count,woman-npmi,woman-count
area,-0.015952920811372784,0.1805859560161864,7,0.1965388768275592,1
try,-0.015776015183487507,0.1897580071170838,7,0.2055340223005713,1
jew,-0.015660314468630282,0.195755703140082,7,0.2114160176087123,1
things,-0.015603743778816709,0.1986879120636016,7,0.2142916558424183,1
racist,-0.015519656289545214,0.2030460212883834,7,0.2185656775779286,1
public,-0.015373771697272998,0.2106059228985505,7,0.2259796945958235,1
says,-0.01534512373637928,0.2120903364130015,7,0.2274354601493808,1
teachers,-0.015222642700327194,0.2184361983448087,7,0.2336588410451359,1
young,-0.015155960467675395,0.2218906774565429,7,0.2370466379242183,1
having,-0.015103162344862808,0.2246256928137396,7,0.2397288551586024,1
not,-0.014714421871378114,0.2841184232151532,67,0.2988328450865313,9
nations,-0.014607496198234204,0.2502934325318378,7,0.264900928730072,1
as,-0.0125932314458575,0.2562322052478661,53,0.2688254366937236,7
there,-0.01188349323528981,0.2269598945619332,38,0.238843387797223,5
never,-0.011197845022255681,0.2166662872255563,15,0.227864132247812,2
down,-0.011131036282586687,0.2201706449150021,15,0.2313016811975888,2
right,-0.010873292871165091,0.2337644186861528,15,0.2446377115573179,2
to,-0.007850898825766506,0.3627517874969349,279,0.3706026863227014,35
ve,-0.005602811901695592,0.1666484078962735,8,0.1722512197979691,1
last,-0.005496321554810779,0.1734401724869752,8,0.178936494041786,1
hope,-0.005458525767100902,0.1758660341931653,8,0.1813245599602662,1
should,-0.0054196514217372815,0.2456495702250004,24,0.2510692216467377,3
does,-0.005240990673469004,0.1899892997367619,8,0.1952302904102309,1
still,-0.0051056762128296185,0.1989180346996897,8,0.2040237109125193,1
person,-0.005066940048638308,0.2014950694636257,8,0.206562009512264,1
again,-0.005010110995530309,0.2052930996088773,8,0.2103032106044076,1
truth,-0.004674394597087711,0.2281683263460409,8,0.2328427209431286,1
seems,-0.004600252466280708,0.2333262313837329,8,0.2379264838500136,1
liberals,-0.004312444289114703,0.253739188566244,8,0.2580516328553587,1
fear,-0.004174708894700618,0.2637404053842864,8,0.267915114278987,1
from,-0.0008094261939833036,0.2464718778652873,42,0.2472813040592706,5
the,-0.0005165835150027775,0.3538368973804306,316,0.3543534808954334,38
be,-0.00014473350854082856,0.2657670013644592,59,0.265911734873,7
need,0.0001856337331802016,0.231487314930769,17,0.2313016811975888,2
at,0.0008160647229574769,0.2665482288444553,51,0.2657321641214978,6
i,0.004085499894037503,0.2671040774304864,156,0.2630185775364489,18
first,0.004225198781416001,0.1852032227701782,9,0.1809780239887622,1
just,0.004285212879704514,0.2494935269537068,44,0.2452083140740023,5
really,0.004384018874416695,0.1987568095423635,9,0.1943727906679468,1
saw,0.004450349002844911,0.2046188615098825,9,0.2001685125070376,1
yes,0.004471752023372216,0.2065377801343074,9,0.2020660281109352,1
bad,0.004533373523195605,0.2121409915152894,9,0.2076076179920938,1
feel,0.004593414343835894,0.2177182108873949,9,0.213124796543559,1
else,0.004631583443199305,0.2213277375975825,9,0.2166961541543832,1
proud,0.004882463102483692,0.2464740266108435,9,0.2415915635083598,1
us,0.005257729617905299,0.2223161988089536,18,0.2170584691910483,2
no,0.005747759763821497,0.2260508017404522,27,0.2203030419766307,3
s,0.0060456596470641055,0.2626260343853621,71,0.256580374738298,8
and,0.0070491819723857985,0.3794838744663549,294,0.3724346924939691,34
about,0.007468370972550098,0.2835564956964731,54,0.276088124723923,6
blacks,0.009866203806879581,0.27733361181055,28,0.2674674080036704,3
than,0.010295995412130887,0.2280716613448007,19,0.2177756659326698,2
come,0.013122615372231888,0.205401287288641,10,0.1922786719164091,1
after,0.013152550143366887,0.2092521934218847,10,0.1960996432785178,1
god,0.01327119781104058,0.2258209811650705,10,0.2125497833540299,1
but,0.015478435770729077,0.2651850952710523,58,0.2497066595003232,6
our,0.01642616068790631,0.2370162946865395,30,0.2205901339986332,3
use,0.021202096048511004,0.2237517442074275,11,0.2025496481589165,1
sure,0.021222710080537804,0.2298942252656091,11,0.2086715151850713,1
makes,0.021275557991061983,0.2541182789341906,11,0.2328427209431286,1
t,0.027363902366067283,0.2630306607778132,54,0.2356667584117459,5
then,0.028400092865427495,0.2391022988087131,23,0.2107022059432856,2
give,0.028594835528141294,0.2411446188821712,12,0.2125497833540299,1
is,0.028632616453415305,0.2997803644346829,134,0.2711477479812676,13
what,0.029350089100695698,0.2486569171594173,34,0.2193068280587216,3
off,0.032433300912671104,0.2756410543656661,24,0.243207753452995,2
had,0.032523504381688384,0.2419362742120663,24,0.2094127698303779,2
it,0.032791807150333085,0.2868828558706884,118,0.2540910487203553,11
over,0.035534896932410714,0.2042469262586857,13,0.168712029326275,1
got,0.03553504632295451,0.2048241502034834,13,0.1692891038805289,1
or,0.0356647811169484,0.2736132294384292,58,0.2379484483214808,5
we,0.038301690200501476,0.2214493522286219,37,0.1831476620281204,3
because,0.04081133077029819,0.2945790476238241,38,0.2537677168535259,3
this,0.041734641040976905,0.239800905242256,61,0.1980662642012791,5
anyone,0.042051053477500794,0.2203209172218765,14,0.1782698637443757,1
also,0.0420591936596634,0.2180475787727775,14,0.1759883851131141,1
now,0.04209874089920071,0.2019351560134961,14,0.1598364151142954,1
n,0.0423133285774481,0.2574939235694596,50,0.2151805949920115,4
those,0.04401715113046689,0.2622751646143739,27,0.218258013483907,2
know,0.04775956564837672,0.2497042695151442,28,0.2019447038667675,2
that,0.04884586412773778,0.3248360196274865,143,0.2759901554997487,12
of,0.05102594152356538,0.3611272668608242,240,0.3101013253372588,21
school,0.051183952684534795,0.262321324863718,29,0.2111373721791832,2
can,0.05191024258244667,0.2620434504248377,42,0.210133207842391,3
much,0.053965083444492495,0.2332374466841137,16,0.1792723632396212,1
say,0.054136824921899585,0.2117393488353967,16,0.1576025239134971,1
race,0.05445856339864183,0.2749304338852465,30,0.2204718704866047,2
how,0.0580224224701279,0.2601589545302399,31,0.202136532060112,2
all,0.0599408558560747,0.286135354055033,71,0.2261944981989583,5
which,0.06450557304462393,0.2543593061502881,18,0.1898537331056642,1
will,0.06452878507186949,0.2578299700007764,47,0.1933011849289069,3
into,0.06481963761465612,0.2335316669409311,18,0.168712029326275,1
back,0.064998706861912,0.2185679993886813,18,0.1535692925267693,1
children,0.06627583877190862,0.3202522863315469,34,0.2539764475596383,2
take,0.06952819857161541,0.2555343335960667,19,0.1860061350244513,1
when,0.07087881051607059,0.2516910371648285,35,0.1808122266487579,2
around,0.0746389722971941,0.2416487930549654,20,0.1670098207577713,1
most,0.07897665593186629,0.2579131499736523,21,0.178936494041786,1
were,0.07954816324665001,0.2290855599641344,21,0.1495373967174844,1
jews,0.08303165718783861,0.2744916960053918,22,0.1914600388175532,1
other,0.0840069460398728,0.2328941713600694,22,0.1488872253201966,1
has,0.09263822557046458,0.2311037114892785,24,0.1384654859188139,1
do,0.09274933726905982,0.2767943033905884,60,0.1840449661215286,3
own,0.09285116105386931,0.3684189371640369,62,0.2755677761101676,3
have,0.1018482307341784,0.3119612881261306,114,0.2101130573919522,6
only,0.1075314884696296,0.2583874117367317,28,0.1508559232671021,1
people,0.11562276391728438,0.3137145073493597,73,0.1980917434320753,3
kids,0.12345680882574742,0.289631309924819,33,0.1661745010990716,1
are,0.1369317923869456,0.3444547930260156,146,0.20752300063907,6
they,0.1643263700153078,0.393766928128218,198,0.2294405581129102,7
them,0.1714027481738469,0.3338970388129553,84,0.1624942906391084,2
so,0.1902615834326705,0.284804156810548,59,0.0945425733778775,1
their,0.3815962406599206,0.6233720188264403,599,0.2417757781665197,5
