word,her-pmi
reyes,5.804257449095287
robbers,5.804257449095287
mac,5.804257449095287
repulsive,5.804257449095287
tainted,5.804257449095287
ivan,5.804257449095287
reptile,5.804257449095287
rescue,5.804257449095287
jealous,5.804257449095287
rent,5.804257449095287
repeatedly,5.804257449095287
cookies,5.804257449095287
attorney,6.497404629655232
substitute,5.804257449095287
slaying,5.804257449095287
forefathers,5.804257449095287
donate,5.804257449095287
butch,5.804257449095287
slut,5.804257449095287
flv,5.804257449095287
flipped,5.804257449095287
1985,5.804257449095287
youths,5.804257449095287
tiger,6.497404629655232
strike,5.804257449095287
faculty,5.804257449095287
cared,5.804257449095287
trapped,5.804257449095287
dresden,5.804257449095287
cd,5.804257449095287
someday,5.804257449095287
carrots,5.804257449095287
cartoons,5.804257449095287
streicher,5.804257449095287
smiley,5.804257449095287
straw,5.804257449095287
flies,5.804257449095287
trespassing,5.804257449095287
dragging,5.804257449095287
brat,5.804257449095287
shopping,5.804257449095287
disrespect,5.804257449095287
brady,5.804257449095287
tv3,5.804257449095287
poop,6.497404629655232
posed,5.804257449095287
shakes,5.804257449095287
classmate,5.804257449095287
sheer,5.804257449095287
stir,5.804257449095287
goldeboy,5.804257449095287
cite,5.804257449095287
garners,5.804257449095287
gather,5.804257449095287
chick,5.804257449095287
simon,5.804257449095287
sink,5.804257449095287
sinister,5.804257449095287
chin,5.804257449095287
yulunga,6.497404629655232
zakeshia,6.497404629655232
pennington,6.497404629655232
wesley,6.497404629655232
putnam,6.497404629655232
yuck,6.497404629655232
phil,6.497404629655232
pw,6.497404629655232
perish,6.497404629655232
purebred,6.497404629655232
worm,6.497404629655232
worldstarhiphop,6.497404629655232
ponds,6.497404629655232
polly,6.497404629655232
wrench,6.497404629655232
wretched,6.497404629655232
pocketing,6.497404629655232
womans,6.497404629655232
witch,6.497404629655232
wolrd,6.497404629655232
predominatly,6.497404629655232
prosecutors,6.497404629655232
pug,6.497404629655232
wet,6.497404629655232
wgbph7gn,6.497404629655232
profane,6.497404629655232
writes,6.497404629655232
proceeded,6.497404629655232
procedure,6.497404629655232
paulus,6.497404629655232
wtov,6.497404629655232
squeeze,6.497404629655232
tortures,6.497404629655232
stabs,6.497404629655232
torah,6.497404629655232
sparkly,6.497404629655232
totals,6.497404629655232
spider,6.497404629655232
touched,6.497404629655232
towers,6.497404629655232
tuffet,6.497404629655232
tyep,6.497404629655232
sickens,6.497404629655232
slit,6.497404629655232
slices,6.497404629655232
smirking,6.497404629655232
slur,6.497404629655232
skank,6.497404629655232
slapped,6.497404629655232
slaping,6.497404629655232
skype,6.497404629655232
truely,6.497404629655232
sweetie,6.497404629655232
thankx,6.497404629655232
sweater,6.497404629655232
thegirl,6.497404629655232
susq,6.497404629655232
temperament,6.497404629655232
tactic,6.497404629655232
ti6vq3r26uyif8,6.497404629655232
steady,6.497404629655232
stl,6.497404629655232
tires,6.497404629655232
sticky,6.497404629655232
stepped,6.497404629655232
suced,6.497404629655232
summers,6.497404629655232
thunderphoenix,6.497404629655232
submits,6.497404629655232
rhodine,6.497404629655232
resettlement,6.497404629655232
resticted,6.497404629655232
roga,6.497404629655232
rotweiler,6.497404629655232
rosen,6.497404629655232
rosanna,6.497404629655232
robberies,6.497404629655232
vebtw,6.497404629655232
violating,6.497404629655232
walkway,6.497404629655232
reasoning,6.497404629655232
vulnerable,6.497404629655232
reflect,6.497404629655232
recovering,6.497404629655232
tyres,6.497404629655232
selfishness,6.497404629655232
seasons,6.497404629655232
uneven,6.497404629655232
shes,6.497404629655232
shaving,6.497404629655232
ucml,6.497404629655232
shaniqua,6.497404629655232
unable,6.497404629655232
saddening,6.497404629655232
ute,6.497404629655232
vague,6.497404629655232
val,6.497404629655232
uvb,6.497404629655232
unteachable,6.497404629655232
schatzi,6.497404629655232
scratched,6.497404629655232
samuel,6.497404629655232
upstanding,6.497404629655232
sandwich,6.497404629655232
conslour,6.497404629655232
confrontingthe,6.497404629655232
convicting,6.497404629655232
contestant,6.497404629655232
complains,6.497404629655232
cue,6.497404629655232
darkes,6.497404629655232
cart,6.497404629655232
cauldrons,6.497404629655232
butchy,6.497404629655232
burglarized,6.497404629655232
bushes,6.497404629655232
clever,6.497404629655232
embarisment,6.497404629655232
ethan,6.497404629655232
exercising,6.497404629655232
enjoys,6.497404629655232
endscreen,6.497404629655232
epithet,6.497404629655232
drunkenly,6.497404629655232
dick,6.497404629655232
dignity,6.497404629655232
drifter,6.497404629655232
drags,6.497404629655232
dinners,6.497404629655232
8475764,6.497404629655232
abominable,6.497404629655232
adores,6.497404629655232
adamite,6.497404629655232
addressing,6.497404629655232
2103,6.497404629655232
25962136,6.497404629655232
bitching,6.497404629655232
blonds,6.497404629655232
bukovina,6.497404629655232
bulbous,6.497404629655232
bullock,6.497404629655232
bun,6.497404629655232
buisiness,6.497404629655232
boke,6.497404629655232
boyhowdy,6.497404629655232
artic,6.497404629655232
ashley,6.497404629655232
annabella,6.497404629655232
apeling,6.497404629655232
barns,6.497404629655232
barley,6.497404629655232
bananas,6.497404629655232
attends,6.497404629655232
balkans,6.497404629655232
loris,6.497404629655232
lyric,6.497404629655232
likelyhood,6.497404629655232
lil,6.497404629655232
lettuce,6.497404629655232
linda,6.497404629655232
lisner,6.497404629655232
linger,6.497404629655232
litter,6.497404629655232
maggie,6.497404629655232
manheim,6.497404629655232
marte,6.497404629655232
maple,6.497404629655232
khan,6.497404629655232
khanacademy,6.497404629655232
kempton,6.497404629655232
knucklehead,6.497404629655232
kiosk,6.497404629655232
kissed,6.497404629655232
julie,6.497404629655232
jumps,6.497404629655232
joshua,6.497404629655232
journal,6.497404629655232
lapp,6.497404629655232
lemper,6.497404629655232
nr,6.497404629655232
nurse,6.497404629655232
neve,6.497404629655232
nog,6.497404629655232
nicole,6.497404629655232
niece,6.497404629655232
packi,6.497404629655232
oven,6.497404629655232
oreo,6.497404629655232
ohhh,6.497404629655232
onlookers,6.497404629655232
neglectful,6.497404629655232
montessori,6.497404629655232
moldova,6.497404629655232
monkies,6.497404629655232
mysteriously,6.497404629655232
narcissistic,6.497404629655232
neevr,6.497404629655232
motorcyclist,6.497404629655232
mosier,6.497404629655232
mumsy,6.497404629655232
muppet,6.497404629655232
mulattoe,6.497404629655232
muffet,6.497404629655232
joel,6.497404629655232
gladiator,6.497404629655232
glamorises,6.497404629655232
ghastly,6.497404629655232
gilt,6.497404629655232
galicia,6.497404629655232
ganges,6.497404629655232
gerrard,6.497404629655232
hansel,6.497404629655232
handled,6.497404629655232
grafton,6.497404629655232
grub,6.497404629655232
gretel,6.497404629655232
gripe,6.497404629655232
finds,6.497404629655232
finially,6.497404629655232
finlly,6.497404629655232
firefighter,6.497404629655232
felonies,6.497404629655232
fries,6.497404629655232
fyromanians,6.497404629655232
forehead,6.497404629655232
forgein,6.497404629655232
flung,6.497404629655232
fqpazvlq4xq,6.497404629655232
foruth,6.497404629655232
instincts,6.497404629655232
iguana,6.497404629655232
imports,6.497404629655232
jacqueline,6.497404629655232
jamican,6.497404629655232
jewel,6.497404629655232
jehovas,6.497404629655232
intimidate,6.497404629655232
intruders,6.497404629655232
het,6.497404629655232
herp,6.497404629655232
hat,6.497404629655232
huffed,6.497404629655232
humiliation,6.497404629655232
honourable,6.497404629655232
hoola,6.497404629655232
