word,npmi-bias,her-npmi,her-count,them-npmi,them-count
using,0.022669587142137793,0.2466501947137779,3,0.2239806075716401,5
girls,0.02269308520793742,0.2299190136473802,3,0.2072259284394428,5
done,0.022694325414877592,0.2282378022301576,3,0.20554347681528,5
may,0.022695951076470794,0.2123522310239269,3,0.1896562799474561,5
is,0.02394142701746027,0.3116178497279379,54,0.2876764227104776,103
had,0.02538587853230459,0.2621722154056136,11,0.236786336873309,19
thing,0.025602024133505707,0.2451211153761263,6,0.2195190912426206,10
show,0.0256123608703189,0.2393436607688134,6,0.2137312998984945,10
off,0.027587420436205573,0.2761532338649392,9,0.2485658134287336,15
educate,0.028648349910634585,0.2596733727529283,2,0.2310250228422937,3
explain,0.028680921497200723,0.2545124366542431,2,0.2258315151570424,3
apparently,0.028708508233529495,0.2498344674110956,2,0.2211259591775661,3
playing,0.028732149594147605,0.245551865070826,2,0.2168197154766784,3
brought,0.028761813230800987,0.2397305225472487,2,0.2109687093164477,3
play,0.02880613119434461,0.2297292254869498,2,0.2009230942926052,3
looked,0.02881762398997101,0.2267728886945938,2,0.1979552647046228,3
making,0.028827844223213106,0.2239697535124825,2,0.1951419092892694,3
later,0.028848821874108088,0.2175323552082105,2,0.1886835333341024,3
rest,0.028852354514866507,0.2163302333629423,2,0.1874778788480758,3
male,0.028852354514866507,0.2163302333629423,2,0.1874778788480758,3
head,0.0288646681136826,0.211764864718117,2,0.1829001966044344,3
class,0.02886733953546719,0.2106791958340836,2,0.1818118562986164,3
face,0.02886733953546719,0.2106791958340836,2,0.1818118562986164,3
along,0.02886733953546719,0.2106791958340836,2,0.1818118562986164,3
point,0.0288910028572954,0.198172737698001,2,0.1692817348407056,3
yet,0.028896780293734187,0.1931984793553444,2,0.1643016990616102,3
together,0.028902166497630194,0.1829903687469961,2,0.1540882022493659,3
where,0.03157061827621549,0.2353605231009927,7,0.2037899048247772,11
back,0.03162720296138821,0.2909766725490071,14,0.2593494695876189,23
me,0.03185773028439981,0.2468247817837273,14,0.2149670514993275,23
remember,0.032054462592199934,0.2616222291795681,4,0.2295677665873682,6
young,0.03209372429400048,0.2560686426039461,4,0.2239749183099456,6
front,0.03210540451389618,0.2543320407226798,4,0.2222266362087836,6
life,0.032201193271567397,0.2380316291952903,4,0.2058304359237229,6
another,0.032277379671026785,0.2201957721852505,4,0.1879183925142237,6
used,0.03436538495764868,0.2731215608235434,6,0.2387561758658947,9
my,0.036616424594719504,0.2734234983624097,25,0.2368070737676902,41
s,0.038137497446952384,0.2649013240242338,27,0.2267638265772814,44
behind,0.038652679170399384,0.284432250237953,5,0.2457795710675536,7
love,0.03900119353637538,0.252773699687626,5,0.2137725061512506,7
jew,0.03903271632641861,0.2492978872382437,5,0.2102651709118251,7
gave,0.03919836106697411,0.2673438982359933,3,0.2281455371690192,4
dog,0.03925450260708613,0.2625131343188226,3,0.2232586317117365,4
close,0.03934723226817757,0.254001484673012,3,0.2146542524048344,4
ask,0.03936066051980158,0.2527053575456485,3,0.2133446970258469,4
10,0.03957988330358431,0.2282378022301576,3,0.1886579189265733,4
says,0.0396204271690834,0.2227079140602209,3,0.1830874868911375,4
trying,0.03968365329280368,0.2129898294350052,3,0.1733061761422015,4
place,0.039757850362972,0.198750414377951,3,0.158992564014979,4
did,0.03982763004084949,0.2439632906823139,7,0.2041356606414644,10
save,0.04566208061195379,0.2921147015748662,4,0.2464526209629124,5
father,0.0459720545418513,0.2735123946049315,4,0.2275403400630802,5
skin,0.04629905167126991,0.250207545845944,4,0.2039084941746741,5
thought,0.046449944464951404,0.2373876487191068,4,0.1909377042541554,5
2,0.04673610556370342,0.2055436590661489,4,0.1588075535024455,5
day,0.046867694973098895,0.1817656222089806,4,0.1348979272358817,5
grafton,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
drunkenly,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
shes,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
bullock,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
fyromanians,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
epithet,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
flung,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
oreo,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
sandwich,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
bun,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
sickens,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
mulattoe,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
contestant,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
jumps,0.049859322087151214,0.3172673163336049,1,0.2674079942464537,1
cartoons,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
whut,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
contaminating,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
gather,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
strike,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
guidance,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
sandra,0.050431149014423304,0.2933498404975982,1,0.2429186914831749,1
garden,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
stormed,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
yelling,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
mins,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
crawl,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
cds,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
1940,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
grocery,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
toys,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
bully,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
beauty,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
mulatto,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
explaining,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
mongol,0.05074669273155952,0.2785659300028224,1,0.2278192372712629,1
by,0.050750114538478885,0.2732384424912961,16,0.2224883279528172,22
residents,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
tatar,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
proved,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
commercials,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
degenerate,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
ne,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
customer,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
tied,0.050960282237524995,0.2676957755738872,1,0.2167354933363622,1
stupid,0.051062066884862894,0.2699442720160224,5,0.2188822051311595,6
coat,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
targets,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
daughters,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
alabama,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
gorgeous,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
tiny,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
moral,0.051119293417824424,0.2590359782343009,1,0.2079166848164765,1
hear,0.05112682334986213,0.2660832917687189,5,0.2149564684188568,6
helps,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
tragedy,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
club,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
federal,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
secure,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
salute,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
introduce,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
stealing,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
tom,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
popular,0.051244476737027006,0.2518068891920725,1,0.2005624124550455,1
time,0.05127504226942059,0.251945541068708,10,0.2006704987992874,13
kicked,0.051346739295296706,0.2455838165117697,1,0.194237077216473,1
nigerian,0.051346739295296706,0.2455838165117697,1,0.194237077216473,1
thin,0.051346739295296706,0.2455838165117697,1,0.194237077216473,1
neck,0.051346739295296706,0.2455838165117697,1,0.194237077216473,1
groids,0.051346739295296706,0.2455838165117697,1,0.194237077216473,1
discovered,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
officers,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
lay,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
whose,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
courses,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
boat,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
hunting,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
fought,0.051432505494652586,0.2401088624228536,1,0.188676356928201,1
hates,0.051505868612139905,0.2352132252962996,1,0.1837073566841597,1
voice,0.051505868612139905,0.2352132252962996,1,0.1837073566841597,1
fair,0.051505868612139905,0.2352132252962996,1,0.1837073566841597,1
arrest,0.051505868612139905,0.2352132252962996,1,0.1837073566841597,1
concerned,0.051505868612139905,0.2352132252962996,1,0.1837073566841597,1
civil,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
rapes,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
drop,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
savage,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
changed,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
checked,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
sunday,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
survive,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
doesnt,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
pre,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
bulgarian,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
healthy,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
bottom,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
hall,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
practice,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
whitey,0.051569591627919686,0.2307801668448255,1,0.1792105752169058,1
birth,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
whats,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
dress,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
monday,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
sake,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
table,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
gas,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
tape,0.0516256240681664,0.2267254718167879,1,0.1750998477486215,1
creatures,0.05167539069238561,0.2229863196519829,1,0.1713109289595973,1
monkey,0.05167539069238561,0.2229863196519829,1,0.1713109289595973,1
ignorant,0.05167539069238561,0.2229863196519829,1,0.1713109289595973,1
warm,0.05167539069238561,0.2229863196519829,1,0.1713109289595973,1
hardly,0.05167539069238561,0.2229863196519829,1,0.1713109289595973,1
needed,0.05171996293132311,0.2195145574429774,1,0.1677945945116543,1
general,0.05171996293132311,0.2195145574429774,1,0.1677945945116543,1
questions,0.05171996293132311,0.2195145574429774,1,0.1677945945116543,1
knife,0.05171996293132311,0.2195145574429774,1,0.1677945945116543,1
rights,0.05171996293132311,0.2195145574429774,1,0.1677945945116543,1
owner,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
latest,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
cover,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
filthy,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
17,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
ing,0.05176016583979412,0.2162724336970454,1,0.1645122678572513,1
opinion,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
names,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
ancestors,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
300,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
crimes,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
spend,0.051796647582540906,0.2132297838077323,1,0.1614331362251914,1
taught,0.05182992613994422,0.2103621108088606,1,0.1585321846689164,1
poster,0.05182992613994422,0.2103621108088606,1,0.1585321846689164,1
growing,0.05182992613994422,0.2103621108088606,1,0.1585321846689164,1
charge,0.05182992613994422,0.2103621108088606,1,0.1585321846689164,1
sell,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
nazi,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
station,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
didnt,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
strange,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
answer,0.0518604216236129,0.2076492392768177,1,0.1557888176532048,1
welfare,0.051888479200111914,0.2050743480522944,1,0.1531858688521825,1
wonderful,0.051888479200111914,0.2050743480522944,1,0.1531858688521825,1
shall,0.051888479200111914,0.2050743480522944,1,0.1531858688521825,1
computer,0.051914385709498606,0.2026232603438401,1,0.1507088746343415,1
miss,0.051914385709498606,0.2026232603438401,1,0.1507088746343415,1
fed,0.051914385709498606,0.2026232603438401,1,0.1507088746343415,1
index,0.051914385709498606,0.2026232603438401,1,0.1507088746343415,1
finally,0.051914385709498606,0.2026232603438401,1,0.1507088746343415,1
criminal,0.051938381945200396,0.2002839129694801,1,0.1483455310242797,1
16,0.051938381945200396,0.2002839129694801,1,0.1483455310242797,1
strong,0.05196067188282061,0.1980459529545264,1,0.1460852810717058,1
likely,0.05196067188282061,0.1980459529545264,1,0.1460852810717058,1
evidence,0.05196067188282061,0.1980459529545264,1,0.1460852810717058,1
pierce,0.05196067188282061,0.1980459529545264,1,0.1460852810717058,1
cheap,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
william,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
account,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
often,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
babies,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
enjoy,0.05198142972150521,0.1959004263957067,1,0.1439189966742015,1
four,0.052018928508951984,0.1918564453192716,1,0.1398375168103196,1
common,0.052018928508951984,0.1918564453192716,1,0.1398375168103196,1
grow,0.052018928508951984,0.1918564453192716,1,0.1398375168103196,1
movie,0.05203591236917651,0.1899451319500906,1,0.1379092195809141,1
wow,0.05203591236917651,0.1899451319500906,1,0.1379092195809141,1
feet,0.052051856028497406,0.1881002564887215,1,0.1360484004602241,1
bus,0.052051856028497406,0.1881002564887215,1,0.1360484004602241,1
movement,0.052051856028497406,0.1881002564887215,1,0.1360484004602241,1
scene,0.052051856028497406,0.1881002564887215,1,0.1360484004602241,1
clean,0.05206684679229831,0.1863170648879221,1,0.1342502180956238,1
body,0.05206684679229831,0.1863170648879221,1,0.1342502180956238,1
movies,0.05206684679229831,0.1863170648879221,1,0.1342502180956238,1
among,0.05206684679229831,0.1863170648879221,1,0.1342502180956238,1
except,0.052080961927402414,0.1845913047112482,1,0.1325103427838458,1
wife,0.0521068326685159,0.1812971759177526,1,0.1291903432492367,1
israel,0.0521068326685159,0.1812971759177526,1,0.1291903432492367,1
indeed,0.0521068326685159,0.1812971759177526,1,0.1291903432492367,1
sick,0.05211870450599651,0.1797222467749297,1,0.1276035422689332,1
disgusting,0.052129935017750206,0.1781915393351357,1,0.1260616043173855,1
holocaust,0.052129935017750206,0.1781915393351357,1,0.1260616043173855,1
example,0.05214056875825632,0.1767024764079143,1,0.124561907649658,1
info,0.05217788908128282,0.1711184258607827,1,0.1189405367794999,1
means,0.05217788908128282,0.1711184258607827,1,0.1189405367794999,1
50,0.05217788908128282,0.1711184258607827,1,0.1189405367794999,1
nordic,0.0521860754393699,0.1698059198057495,1,0.1176198443663796,1
power,0.0522012629501125,0.1672697443381548,1,0.1150684813880423,1
page,0.05221501722640229,0.1648429134052697,1,0.1126278961788674,1
sweden,0.052221405760866216,0.1636674394489462,1,0.11144603368808,1
30,0.052227491719458397,0.1625157901949896,1,0.1102882984755312,1
dr,0.052227491719458397,0.1625157901949896,1,0.1102882984755312,1
local,0.052233290899084406,0.1613869531948864,1,0.109153662295802,1
band,0.052233290899084406,0.1613869531948864,1,0.109153662295802,1
brothers,0.0522388179770063,0.1602799804313825,1,0.1080411624543762,1
html,0.0522584649727538,0.1560537390377948,1,0.103795274065041,1
asian,0.052281724579363684,0.1502409417951759,1,0.0979592172158122,1
message,0.0522910596728651,0.1475372455416844,1,0.0952461858688193,1
college,0.0523080805536065,0.1416699620150681,1,0.0893618814614616,1
u,0.052311897622561304,0.1400940664637845,1,0.0877821688412232,1
he,0.0528711089604835,0.2169650044358204,8,0.1640938954753369,10
showed,0.05602157762203891,0.279575300322966,2,0.2235537227009271,2
mouth,0.05618637412298208,0.2719834112145659,2,0.2157970370915838,2
calling,0.056257115020247994,0.2685996463334225,2,0.2123425313131745,2
pics,0.056380989520925795,0.2624710872651443,2,0.2060900977442185,2
suspect,0.0564357202018857,0.2596733727529283,2,0.2032376525510426,2
river,0.05648646243255759,0.2570259210843875,2,0.2005394586518299,2
store,0.056619153361540914,0.2498344674110956,2,0.1932153140495547,2
air,0.056619153361540914,0.2498344674110956,2,0.1932153140495547,2
eating,0.0566580024944312,0.2476482553611635,2,0.1909902528667323,2
shame,0.05669460391999179,0.245551865070826,2,0.1888572611508342,2
second,0.056792897605216996,0.2397305225472487,2,0.1829376249420317,2
cut,0.05682236302691909,0.2379264171138733,2,0.1811040540869542,2
evil,0.05685040041424522,0.2361823055641308,2,0.1793319051498856,2
early,0.05685040041424522,0.2361823055641308,2,0.1793319051498856,2
african,0.05685040041424522,0.2361823055641308,2,0.1793319051498856,2
female,0.0568771202079561,0.2344940607882427,2,0.1776169405802866,2
months,0.05697264581221759,0.2282307875500129,2,0.1712581417377953,2
15,0.057014631830478,0.2253532422754859,2,0.1683386104450079,2
sad,0.05715382606008379,0.2151535145561331,2,0.1579996884960493,2
ya,0.05716860979993141,0.2140010707823814,2,0.15683246098245,2
line,0.0572101525881446,0.2106791958340836,2,0.153469043245939,2
blue,0.0572712680709912,0.2055420751205895,2,0.1482708070495983,2
community,0.0572712680709912,0.2055420751205895,2,0.1482708070495983,2
others,0.057282429999824386,0.2045678430348755,2,0.1472854130350511,2
stuff,0.057282429999824386,0.2045678430348755,2,0.1472854130350511,2
open,0.057293272829468805,0.2036098445533565,2,0.1463165717238877,2
attack,0.057369953783291905,0.19646749894264,2,0.1390975451593481,2
color,0.05738669785378592,0.1948103575568244,2,0.1374236597030385,2
5,0.0575307516848895,0.1784661934227515,2,0.120935441737862,2
little,0.058467721645296705,0.263343142350194,7,0.2048754207048973,8
told,0.0589127091914991,0.3401988112902558,11,0.2812861020987567,13
this,0.05996005021167328,0.2824114098116168,32,0.2224513595999435,44
laugh,0.06004227670618373,0.2625131343188226,3,0.2024708576126389,3
case,0.06021351499702868,0.254001484673012,3,0.1937879696759833,3
fact,0.06059556289194448,0.2325361704173854,3,0.1719406075254409,3
parents,0.06062369906091189,0.2307782766561772,3,0.1701545775952653,3
1,0.06119241838125339,0.1846459352630128,3,0.1234535168817594,3
age,0.062776988914066,0.270006212082904,4,0.207229223168838,4
saw,0.0637306520822627,0.2187591471587523,4,0.1550284950764896,4
days,0.06551121359229617,0.2570999883982474,5,0.1915887748059512,5
family,0.0655893184860123,0.2533729544238571,5,0.1877836359378448,5
heard,0.06569418993094761,0.2481821403575021,5,0.1824879504265545,5
d,0.06588647184732321,0.2380129576782225,5,0.1721264858308993,5
http,0.0664980767154611,0.1958937419891465,5,0.1293956652736854,5
two,0.06795732671241289,0.2427477902796778,6,0.1747904635672649,6
com,0.06865467132746361,0.1972972391532616,6,0.128642567825798,6
first,0.0697644389707196,0.2492307002310687,7,0.1794662612603491,7
home,0.0748591868443785,0.2968455606486357,11,0.2219863738042572,11
death,0.08213945669064321,0.2691510774135704,5,0.1870116207229272,4
does,0.0822044187057108,0.2492833691129093,6,0.1670789504071985,5
next,0.08264060840289719,0.2515927727774573,5,0.1689521643745601,4
guy,0.08265612415765591,0.2510108546879141,5,0.1683547305302582,4
hands,0.08318830085775142,0.2856591584703903,4,0.2024708576126389,3
teeth,0.08640105873930487,0.309954781440232,3,0.2235537227009271,2
bodies,0.08671148874373133,0.3025085258353151,3,0.2157970370915838,2
murdered,0.0872875930907652,0.2878270517425951,3,0.2005394586518299,2
met,0.0876976483529042,0.2765549095037384,3,0.1888572611508342,2
month,0.0884733443167112,0.2527053575456485,3,0.1642320132289373,2
friend,0.08883142515746459,0.2401640992984114,3,0.1513326741409468,2
european,0.08891152968670521,0.2371823367363035,3,0.1482708070495983,2
night,0.08907705491061679,0.2307782766561772,3,0.1417012217455604,2
free,0.0897719663867634,0.198750414377951,3,0.1089784479911876,2
eyes,0.0958909329584241,0.2740258698413967,7,0.1781349368829726,5
poop,0.09738462426809158,0.3403033157512665,2,0.2429186914831749,1
house,0.09869078199962461,0.268246258692297,6,0.1695554766926724,4
pulls,0.09871613574239232,0.3154516290787545,2,0.2167354933363622,1
teenagers,0.09946436406232631,0.3000267765173718,2,0.2005624124550455,1
teen,0.09974149125407589,0.2939785684705489,2,0.194237077216473,1
last,0.0998098910066196,0.2330251267288323,6,0.1332152357222127,4
suspects,0.09997789374911037,0.2886542506773114,2,0.188676356928201,1
dude,0.10018340985466492,0.2838907665388246,2,0.1837073566841597,1
grand,0.10018340985466492,0.2838907665388246,2,0.1837073566841597,1
turns,0.1003647251060602,0.279575300322966,2,0.1792105752169058,1
mall,0.10052658615829549,0.275626433906917,2,0.1750998477486215,1
nose,0.10067248225496858,0.2719834112145659,2,0.1713109289595973,1
24,0.10067248225496858,0.2719834112145659,2,0.1713109289595973,1
www,0.1007479334377038,0.1911443493589754,6,0.0903964159212716,4
turning,0.10080505182176819,0.2685996463334225,2,0.1677945945116543,1
attacked,0.10092633723733099,0.2654386050945823,2,0.1645122678572513,1
tells,0.10092633723733099,0.2654386050945823,2,0.1645122678572513,1
protect,0.10103795103995289,0.2624710872651443,2,0.1614331362251914,1
standing,0.10103795103995289,0.2624710872651443,2,0.1614331362251914,1
younger,0.1011411880840119,0.2596733727529283,2,0.1585321846689164,1
groid,0.1011411880840119,0.2596733727529283,2,0.1585321846689164,1
teaching,0.1012371034311827,0.2570259210843875,2,0.1557888176532048,1
road,0.1012371034311827,0.2570259210843875,2,0.1557888176532048,1
beaten,0.1012371034311827,0.2570259210843875,2,0.1557888176532048,1
blond,0.1012371034311827,0.2570259210843875,2,0.1557888176532048,1
13,0.10132656780206062,0.2545124366542431,2,0.1531858688521825,1
carry,0.10141030791404074,0.2521191825483822,2,0.1507088746343415,1
heads,0.10141030791404074,0.2521191825483822,2,0.1507088746343415,1
stories,0.10148893638681591,0.2498344674110956,2,0.1483455310242797,1
kick,0.10148893638681591,0.2498344674110956,2,0.1483455310242797,1
arrested,0.1016328683966245,0.245551865070826,2,0.1439189966742015,1
continue,0.1018780166536492,0.2379264171138733,2,0.1360484004602241,1
follow,0.10193208746850702,0.2361823055641308,2,0.1342502180956238,1
hit,0.10193208746850702,0.2361823055641308,2,0.1342502180956238,1
search,0.10208036221345021,0.2312707054626869,2,0.1291903432492367,1
outside,0.10221098104493581,0.2267728886945938,2,0.124561907649658,1
moved,0.10239789583948922,0.2200177402058688,2,0.1176198443663796,1
song,0.1025256183772657,0.2151535145561331,2,0.1126278961788674,1
teacher,0.10280576529420261,0.2036098445533565,2,0.1008040792591539,1
weeks,0.1028272109051762,0.2026675077043881,2,0.0998402967992119,1
name,0.10791210296894282,0.293879079302429,8,0.1859669763334862,5
went,0.10839916261564742,0.2829597697416315,8,0.1745606071259841,5
ago,0.10875322017659611,0.274522007281485,8,0.1657687871048889,5
car,0.11124378554541181,0.2871991399210667,4,0.1759553543756549,2
die,0.11163673784533429,0.2785720989985247,4,0.1669353611531904,2
beautiful,0.11272452335479247,0.2518220685141406,4,0.1390975451593481,2
video,0.11419626339940839,0.2411740547270102,7,0.1269777913276018,4
hope,0.1142842798164919,0.1996448357761226,4,0.0853605559596307,2
was,0.11484411724734092,0.3328351192281375,40,0.2179910019807966,35
child,0.11929067377408181,0.2820217781880322,6,0.1627311044139504,3
negro,0.1202600590760648,0.2600505665859994,6,0.1397905075099346,3
year,0.12268375109742721,0.2871623652838957,12,0.1644786141864685,7
his,0.1270862157176313,0.246078750807768,8,0.1189925350901367,4
baby,0.12937333317650268,0.3123109581185344,5,0.1829376249420317,2
shot,0.13033957543367178,0.2959066761683893,5,0.1655671007347175,2
killed,0.1304103902511378,0.2946424034800751,5,0.1642320132289373,2
sorry,0.1311699802328357,0.2804433525402444,5,0.1492733723074087,2
gang,0.132172659069962,0.2853585279221445,3,0.1531858688521825,1
mother,0.13231009879977007,0.308973531411627,7,0.1766634326118569,3
student,0.1326359128295369,0.2765549095037384,3,0.1439189966742015,1
lady,0.1327366119189755,0.2745753418961257,3,0.1418387299771502,1
12,0.13358892349125934,0.2566909812699956,3,0.1231020577787363,1
taken,0.1338196209590836,0.2514394653254632,3,0.1176198443663796,1
murder,0.1340222985349105,0.2466501947137779,3,0.1126278961788674,1
racial,0.1344382229510463,0.236222322697186,3,0.1017840997461397,1
week,0.13513723010596232,0.2162826598057951,3,0.0811454296998328,1
him,0.1352543833396789,0.2516747534271817,7,0.1164203700875028,3
youtube,0.1374493743105801,0.1788200420581942,7,0.0413706677476141,3
police,0.1455430705930535,0.3037970866350933,8,0.1582540160420398,3
said,0.1481520682516808,0.3130620020099224,12,0.1649099337582416,5
husband,0.15318861526713068,0.3323991904840365,4,0.1792105752169058,1
photo,0.1557146966507168,0.297553426627867,4,0.1418387299771502,1
found,0.1576639303893326,0.2979888158187876,9,0.140324885429455,3
while,0.16302412451281512,0.2725231369167178,7,0.1094990124039027,2
story,0.17801479463963238,0.2570999883982474,5,0.079085193758615,1
hair,0.1781799093518885,0.253978240839143,5,0.0757983314872545,1
girl,0.17905352001361016,0.3492183137829791,14,0.1701647937693689,4
man,0.17928948232851732,0.2305020738310772,5,0.0512125915025599,1
old,0.17995862660271222,0.3143134886273105,16,0.1343548620245983,5
daughter,0.2024748105107513,0.3485600915824571,7,0.1460852810717058,1
son,0.205003679283449,0.3226235236498286,7,0.1176198443663796,1
woman,0.22104042555500578,0.3458634293314752,13,0.1248230037764694,2
she,0.3395689691095242,0.4778175898230653,61,0.1382486207135411,5
her,0.4709370208425977,0.6410983341501928,194,0.1701613133075951,9
