word,npmi-bias,him-npmi,him-count,she-npmi,she-count
get,0.02698540249241177,0.3023983674822905,13,0.2754129649898787,13
and,0.027871692911476897,0.3997498253102883,74,0.3718781323988114,80
of,0.03309365887252608,0.3077842161310669,39,0.2746905572585408,40
when,0.03564002226308233,0.3067490844630921,13,0.2711090622000098,12
so,0.03597742946908594,0.2994151608024718,15,0.2634377313333859,14
or,0.03611891086575192,0.2981050489719611,16,0.2619861381062092,15
as,0.03681082752626641,0.2753839819160887,14,0.2385731543898223,13
would,0.03683795853587671,0.2788579597236162,11,0.2420200011877395,10
time,0.04120394853455808,0.2520667157663229,6,0.2108627672317648,5
what,0.04212921689739929,0.2243939958504739,6,0.1822647789530746,5
put,0.042481542204255096,0.2773143331820835,5,0.2348327909778284,4
right,0.04274174188585769,0.2700832660787841,5,0.2273415241929264,4
for,0.04309104178234602,0.305286159987585,26,0.262195118205239,24
look,0.04310590422268132,0.2598103472766689,5,0.2167044430539876,4
ask,0.044513382658180056,0.3187855128860412,4,0.2742721302278611,3
again,0.04626925656109099,0.2735994006296418,4,0.2273301440685508,3
see,0.04713506989219546,0.2978790009828294,11,0.2507439310906339,9
got,0.04724093519228578,0.3234776360207465,10,0.2762367008284607,8
why,0.04726002501619289,0.2462932184501914,4,0.1990331934339985,3
being,0.04734379209342551,0.2439156302547327,4,0.1965718381613072,3
find,0.04751236991601762,0.2390959885630337,4,0.1915836186470161,3
on,0.048547714856329194,0.3095887881335571,25,0.2610410732772279,22
com,0.04856451975062079,0.2078782643865963,4,0.1593137446359755,3
our,0.04924422252817631,0.1865373109093207,4,0.1372930883811444,3
i,0.04951159058278831,0.3654189997152411,63,0.3159074091324528,60
sat,0.0502832985378866,0.3421775810295506,3,0.291894282491664,2
go,0.050400037060566893,0.2885663708786817,9,0.2381663338181148,7
son,0.052443450915610035,0.2930031995960333,3,0.2405597486804233,2
gone,0.0524931773695364,0.291810214524509,3,0.2393170371549726,2
friend,0.05289210471787978,0.2821271891796713,3,0.2292350844617915,2
picture,0.052970821337509105,0.2801922717184903,3,0.2272214503809812,2
weeks,0.053119468038536066,0.2765158895546215,3,0.2233964215160854,2
once,0.0539073458483634,0.2565098123896824,3,0.202602466541319,2
who,0.05421152280509181,0.2502328775065798,8,0.196021354701488,6
use,0.05450630572976009,0.2406615904607469,3,0.1861552847309868,2
really,0.05480389235333061,0.2325605773417268,3,0.1777566849883962,2
come,0.0548792114508852,0.2304848125420995,3,0.1756056010912143,2
we,0.055485702509022294,0.2178511208682787,8,0.1623654183592564,6
over,0.05570165305873401,0.2070945841781602,3,0.1513929311194262,2
want,0.05612888273839031,0.1943685727792139,3,0.1382396900408236,2
new,0.056301108883320516,0.1891147354168357,3,0.1328136265335152,2
at,0.05678622528034599,0.326616912749491,19,0.269830687469145,15
your,0.058632641508272104,0.2166336237950578,7,0.1580009822867857,5
next,0.0587946817402919,0.3142312542396557,6,0.2554365724993638,4
few,0.061282605683154384,0.2609527984506781,6,0.1996701927675237,4
be,0.06193105658612652,0.2884561914744113,16,0.2265251348882848,12
cookies,0.06497945999649779,0.3759795978734175,2,0.3110001378769197,1
chest,0.06639452294005782,0.3520514611821366,2,0.2856569382420788,1
times,0.0670436163514441,0.2845880453353165,5,0.2175444289838724,3
let,0.06756844926691519,0.2737848028274988,5,0.2062163535605836,3
jumped,0.06808427551765478,0.3216186542324342,2,0.2535343787147794,1
thrown,0.0683059950688788,0.3174535283978423,2,0.2491475333289635,1
video,0.06832411199678229,0.257700187570523,5,0.1893760755737407,3
around,0.06858367210188387,0.2520189412789108,5,0.1834352691770269,3
monkey,0.06869060576932501,0.3101238402101849,2,0.2414332344408599,1
mouth,0.06869060576932501,0.3101238402101849,2,0.2414332344408599,1
calling,0.06885979330158631,0.3068560024147448,2,0.2379962091131585,1
prime,0.06885979330158631,0.3068560024147448,2,0.2379962091131585,1
vote,0.06901659901318771,0.3038027351238634,2,0.2347861361106757,1
wanna,0.06901659901318771,0.3038027351238634,2,0.2347861361106757,1
ran,0.06916270990334078,0.3009359335882614,2,0.2317732236849206,1
watched,0.06929948920912551,0.2982327646258368,2,0.2289332754167113,1
y,0.06954933311842407,0.293245197943959,2,0.2236958648255349,1
stories,0.06977302605321653,0.2887232099089763,2,0.2189501838557598,1
kick,0.06977302605321653,0.2887232099089763,2,0.2189501838557598,1
eating,0.0698766640490619,0.2866095147851856,2,0.2167328507361237,1
bet,0.07006996689643583,0.2826346854458359,2,0.2125647185494001,1
drug,0.07024719240025709,0.2789523893847733,2,0.2087051969845162,1
whatever,0.070330564320262,0.2772072209488965,2,0.2068766566286345,1
giving,0.070330564320262,0.2772072209488965,2,0.2068766566286345,1
muslim,0.07041079147020751,0.2755199297769435,2,0.205109138306736,1
mine,0.07083730077144398,0.2664143980131788,2,0.1955770972417348,1
brother,0.07108031313024701,0.2611197844044521,2,0.1900394712742051,1
reason,0.0718418613889536,0.2439802932247864,2,0.1721384318358328,1
young,0.07195818180009389,0.2412838516826669,2,0.169325669882573,1
front,0.07203225208458222,0.2395552664325908,2,0.1675230143480086,1
nation,0.07210376021864928,0.2378777917815406,2,0.1657740315628913,1
child,0.0723361376996694,0.2323660661683922,2,0.1600299284687228,1
soon,0.07236728866365569,0.2316199980105114,2,0.1592527093468557,1
jewish,0.07236728866365569,0.2316199980105114,2,0.1592527093468557,1
guess,0.07248735846945689,0.2287279337381069,2,0.15624057526865,1
help,0.07254484684667098,0.2273338852219474,2,0.1547890383752764,1
check,0.07257299437491418,0.2266490866696048,2,0.1540760922946906,1
hell,0.0726281481690022,0.2253029346780079,2,0.1526747865090057,1
story,0.07270817006018598,0.2233395215221431,2,0.1506313514619571,1
days,0.07270817006018598,0.2233395215221431,2,0.1506313514619571,1
wonder,0.0727598161099215,0.2220657684426263,2,0.1493059523327048,1
far,0.0727851533663246,0.2214389654930056,2,0.148653812126681,1
since,0.0730224240332214,0.2155068270637908,2,0.1424844030305694,1
yes,0.07338937182161681,0.2060987035257181,2,0.1327093317041013,1
nothing,0.0734624541615263,0.2041890814637321,2,0.1307266273022058,1
they,0.07353084789858902,0.2520456130388453,16,0.1785147651402563,11
1,0.07383679465985969,0.194207130084023,2,0.1203703354241633,1
most,0.07424831684008298,0.1828144960509097,2,0.1085661792108267,1
its,0.0747019263331338,0.1696823185637002,2,0.0949803922305664,1
these,0.07515480911384399,0.1558794403425057,2,0.0807246312286617,1
down,0.07584628803182242,0.2894516795970472,7,0.2136053915652248,4
gave,0.0761170658705374,0.3326565102846264,4,0.256539444414089,2
head,0.07747667846712078,0.3098739444526677,4,0.2323972659855469,2
lol,0.07842042606444408,0.2932371759360948,4,0.2148167498716507,2
give,0.07936575757747388,0.2757908745232044,4,0.1964251169457305,2
d,0.07999416446732471,0.2637038543468052,4,0.1837096898794805,2
after,0.08019620238956449,0.2597266605228449,4,0.1795304581332804,2
show,0.08072344038471352,0.2491225141478657,4,0.1683990737631522,2
home,0.08072344038471352,0.2491225141478657,4,0.1683990737631522,2
into,0.0814982939604704,0.2328912250798966,4,0.1513929311194262,2
to,0.08217883931627751,0.3927993638792215,74,0.310620524562944,59
with,0.08636870664167168,0.3329005679756812,25,0.2465318613340095,16
should,0.08682624099857769,0.2563665288093287,6,0.169540287810751,3
set,0.10410096593796808,0.295473518568613,3,0.1913725526306449,1
killed,0.1041843557504136,0.2942238270246187,3,0.1900394712742051,1
happened,0.1041843557504136,0.2942238270246187,3,0.1900394712742051,1
students,0.10503672007967588,0.2811511596825986,3,0.1761144396029227,1
girls,0.10559697884522193,0.2722390081062954,3,0.1666420292610735,1
police,0.1062350671292461,0.2617455264941375,3,0.1555104593648914,1
pm,0.1062756622094147,0.2610647005846911,3,0.1547890383752764,1
enough,0.1062756622094147,0.2610647005846911,3,0.1547890383752764,1
racist,0.10654473469915601,0.2565098123896824,3,0.1499650776905264,1
still,0.1073659874482372,0.2421212732458175,3,0.1347552857975803,1
up,0.1077710745701548,0.296611969235617,13,0.1888408946654622,6
looking,0.10851004723244459,0.2206623756158038,3,0.1121523283833592,1
all,0.11017587671927898,0.2618808648686465,13,0.1517049881493675,6
man,0.11290568271058041,0.3223998515083316,8,0.2094941687977512,3
talk,0.1173724493063791,0.3045329777184817,6,0.1871605284121026,2
you,0.1173893462147877,0.2881604462719304,24,0.1707711000571427,12
minister,0.12658892268246552,0.3433217734185892,4,0.2167328507361237,1
boy,0.1301051394228331,0.3022435712586659,4,0.1721384318358328,1
guy,0.13143328711956398,0.3284488751627865,7,0.1970155880432225,2
love,0.13195476061299702,0.2780667905048632,4,0.1461120298918662,1
house,0.1319969505331665,0.2774895059196531,4,0.1454925553864866,1
post,0.1336356118080156,0.2540059472321789,4,0.1203703354241633,1
which,0.13366150550186462,0.2536166318716249,4,0.1199551263697603,1
always,0.1340504385490332,0.2476922705480013,4,0.1136418319989681,1
call,0.15012322824600918,0.3213088993419135,5,0.1711856710959043,1
kid,0.15065965054127528,0.3155782667565872,5,0.1649186162153119,1
need,0.1555330987260101,0.256816220930708,5,0.1012831222046979,1
have,0.16597802709290901,0.2789941667429293,20,0.1130161396500203,6
he,0.238809767434909,0.4538485108642829,38,0.2150387434293739,6
his,0.3074928797212608,0.4551497970598489,32,0.1476569173385881,2
him,0.4463048204985524,0.6714495242197408,130,0.2251447037211884,4
