word,npmi-bias,her-npmi,her-count,man-npmi,man-count
its,9.217416931497913e-05,0.1270979764581092,2,0.1270058022887942,1
why,0.0004027373051603833,0.1441608593208176,2,0.1437581220156572,1
it,0.0008973452542764826,0.2699460434274812,39,0.2690486981732047,20
town,0.0009014589203884815,0.173098180018062,2,0.1721967210976735,1
again,0.0009014589203884815,0.173098180018062,2,0.1721967210976735,1
better,0.0010003626259889875,0.179092432985179,2,0.17809207035919,1
any,0.0010016749750041964,0.1726126005321763,4,0.1716109255571721,2
their,0.0010857366202340901,0.1700738756925413,8,0.1689881390723072,4
left,0.0010858178862235834,0.1843470372711924,2,0.1832612193849688,1
check,0.0011081917996658974,0.1857347346295071,2,0.1846265428298412,1
until,0.0011661059100754045,0.1893503754561785,2,0.1881842695461031,1
half,0.0011780503939384235,0.1901003888694547,2,0.1889223384755163,1
called,0.0012146630625795019,0.1924086969702104,2,0.1911940339076309,1
years,0.0012259989403897997,0.1848178377588102,4,0.1835918388184204,2
small,0.001227138447440601,0.1931984793553444,2,0.1919713409079038,1
yet,0.001227138447440601,0.1931984793553444,2,0.1919713409079038,1
getting,0.0012784961938922257,0.19646749894264,2,0.1951890027487478,1
point,0.0013051074740439983,0.198172737698001,2,0.196867630223957,1
ve,0.0013267767263576147,0.1904292346966932,4,0.1891024579703356,2
v,0.001360384754268501,0.2017402908430315,2,0.200379906088763,1
weeks,0.0013746636048835026,0.2026675077043881,2,0.2012928440995046,1
teacher,0.00138913815119171,0.2036098445533565,2,0.2022207064021648,1
leave,0.0014804836705520075,0.2096139776966211,2,0.2081334940260691,1
face,0.0014965308211480899,0.2106791958340836,2,0.2091826650129355,1
class,0.0014965308211480899,0.2106791958340836,2,0.2091826650129355,1
along,0.0014965308211480899,0.2106791958340836,2,0.2091826650129355,1
head,0.0015128367920828056,0.211764864718117,2,0.2102520279260342,1
sad,0.001563411992338004,0.2151535145561331,2,0.2135901025637951,1
song,0.001563411992338004,0.2151535145561331,2,0.2135901025637951,1
moved,0.0016351628282082198,0.2200177402058688,2,0.2183825773776606,1
play,0.0017754259066803946,0.2297292254869498,2,0.2279537995802694,1
sounds,0.0018197660288016837,0.23285797524353,2,0.2310382092147283,1
evil,0.0018664246758171021,0.2361823055641308,2,0.2343158808883137,1
african,0.0018664246758171021,0.2361823055641308,2,0.2343158808883137,1
early,0.0018664246758171021,0.2361823055641308,2,0.2343158808883137,1
tree,0.001968001748002074,0.2435377345517533,2,0.2415697328037512,1
stories,0.002053141106549805,0.2498344674110956,2,0.2477813263045458,1
kick,0.002053141106549805,0.2498344674110956,2,0.2477813263045458,1
could,0.0020793073858696165,0.2260391469338375,6,0.2239598395479679,3
court,0.002115307079956108,0.2545124366542431,2,0.252397129574287,1
explain,0.002115307079956108,0.2545124366542431,2,0.252397129574287,1
road,0.002148326623028496,0.2570259210843875,2,0.254877594461359,1
river,0.002148326623028496,0.2570259210843875,2,0.254877594461359,1
hell,0.0021525752133426113,0.2400062043679588,4,0.2378536291546162,2
go,0.002180996787470413,0.2250871852705677,8,0.2229061884830973,4
room,0.002182816980684288,0.2596733727529283,2,0.257490555772244,1
groid,0.002182816980684288,0.2596733727529283,2,0.257490555772244,1
protect,0.0022189425287221787,0.2624710872651443,2,0.2602521447364221,1
victim,0.002256898534802876,0.2654386050945823,2,0.2631817065597794,1
turning,0.002296919664802499,0.2685996463334225,2,0.26630272666862,1
yesterday,0.002296919664802499,0.2685996463334225,2,0.26630272666862,1
nose,0.0023392916941697983,0.2719834112145659,2,0.2696441195203961,1
kiss,0.0024325935315371305,0.279575300322966,2,0.2771427067914289,1
camera,0.0024325935315371305,0.279575300322966,2,0.2771427067914289,1
beast,0.0024845404113295055,0.2838907665388246,2,0.2814062261274951,1
27,0.0024845404113295055,0.2838907665388246,2,0.2814062261274951,1
smile,0.00260289096107158,0.2939785684705489,2,0.2913756775094773,1
louis,0.00260289096107158,0.2939785684705489,2,0.2913756775094773,1
bedroom,0.0026717790539765307,0.3000267765173718,2,0.2973549974633953,1
pulls,0.0028404363835504154,0.3154516290787545,2,0.3126111926952041,1
morning,0.002941189990455284,0.2956749476619694,4,0.2927337576715141,2
spending,0.0029498516881046877,0.3259898032616966,2,0.3230399515735919,1
went,0.0031578204872799165,0.2829597697416315,8,0.2798019492543516,4
is,0.005779229390722285,0.3116178497279379,54,0.3058386203372156,27
but,0.009482904146060511,0.2370907276619539,17,0.2276078235158934,8
out,0.009832301800258708,0.2576776150231182,17,0.2478453132228595,8
not,0.010450095406808496,0.2092292080021127,13,0.1987791125953042,6
i,0.01072543981020363,0.3062929030750106,74,0.295567463264807,36
was,0.01234085849456712,0.3328351192281375,40,0.3204942607335704,19
what,0.015662629299177416,0.1887423200975542,7,0.1730796907983768,3
did,0.016347766726436785,0.2439632906823139,7,0.2276155239558771,3
watch,0.016377006876770905,0.2468744122432417,7,0.2304974053664708,3
first,0.016400168367547097,0.2492307002310687,7,0.2328305318635216,3
while,0.016604752310959037,0.2725231369167178,7,0.2559183846057588,3
eyes,0.016616429438460922,0.2740258698413967,7,0.2574094404029358,3
will,0.017295036389368412,0.2473898573155227,16,0.2300948209261543,7
old,0.017954181106256017,0.3143134886273105,16,0.2963593075210545,7
know,0.02048420453006608,0.1792804113036016,5,0.1587962067735355,2
want,0.020652527356163602,0.1934438913162864,5,0.1727913639601228,2
too,0.02072445408112969,0.1999996132332502,5,0.1792751591521205,2
very,0.020732944068895393,0.2007969915718875,5,0.1800640475029921,2
right,0.020950292447653007,0.2234044418378801,5,0.2024541493902271,2
get,0.020963177820336493,0.238000341474962,12,0.2170371636546255,5
come,0.02100588227090569,0.2300866395112608,5,0.2090807572403551,2
d,0.021066694279313403,0.2380129576782225,5,0.2169462633989091,2
seen,0.021077024442701903,0.2394362717860368,5,0.2183592473433349,2
try,0.021104835082870588,0.2433984557991645,5,0.2222936207162939,2
heard,0.021136555830376103,0.2481821403575021,5,0.227045584527126,2
love,0.021165091775182165,0.252773699687626,5,0.2316086079124438,2
hair,0.021172267787023386,0.253978240839143,5,0.2328059730521196,2
if,0.026180506605459397,0.2317570480406652,15,0.2055765414352058,6
at,0.02832410951520903,0.2722269264032489,20,0.2439028168880399,8
good,0.0286653287750242,0.2131306202263434,8,0.1844652914513192,3
around,0.028885993606119598,0.2479891925549923,8,0.2191031989488727,3
can,0.029367620716374276,0.2417394291913187,13,0.2123718084749444,5
see,0.029480842834986615,0.2612324965777118,13,0.2317516537427252,5
over,0.03270485085297889,0.1625699970445923,3,0.1298651461916134,1
murders,0.032779578193901704,0.3141858043213968,3,0.2814062261274951,1
take,0.03284426620336961,0.1802964274758775,3,0.1474521612725079,1
duty,0.0328857434014484,0.2991884700700684,3,0.26630272666862,1
apartment,0.03290456870497427,0.2960862752647537,3,0.2631817065597794,1
free,0.03295287556124629,0.198750414377951,3,0.1657975388167047,1
met,0.03299846202286061,0.2765549095037384,3,0.2435564474808778,1
far,0.033009008042567095,0.2123522310239269,3,0.1793432229813598,1
trying,0.0330111403343781,0.2129898294350052,3,0.1799786891006271,1
gave,0.0330280173476796,0.2673438982359933,3,0.2343158808883137,1
says,0.033038101857092994,0.2227079140602209,3,0.1896698122031279,1
lived,0.033045719510294586,0.2595224632244283,3,0.2264767437141337,1
done,0.03304879948140982,0.2282378022301576,3,0.1951890027487478,1
12,0.03305045554623243,0.2566909812699956,3,0.2236405257237632,1
ask,0.03305561679008859,0.2527053575456485,3,0.2196497407555599,1
taken,0.03305688794780259,0.2514394653254632,3,0.2183825773776606,1
would,0.03360509759083588,0.2239659819940241,11,0.1903608844031882,4
had,0.03376249898042227,0.2621722154056136,11,0.2284097164251913,4
well,0.037195421812566215,0.2126562738758243,6,0.1754608520632581,2
does,0.03725976822440949,0.2492833691129093,6,0.2120236008884998,2
my,0.04185631372079421,0.2734234983624097,25,0.2315671846416155,9
we,0.04475644060985459,0.2300316789766905,15,0.1852752383668359,5
about,0.04478274138158722,0.2505300117547034,15,0.2057472703731162,5
son,0.050551912861716786,0.3226235236498286,7,0.2720716107881118,2
little,0.05131954146169421,0.263343142350194,7,0.2120236008884998,2
how,0.05153811079957529,0.2105301524840293,7,0.158992041684454,2
sat,0.055426224839880744,0.3250703443602768,4,0.2696441195203961,1
photo,0.05598369382411578,0.297553426627867,4,0.2415697328037512,1
save,0.056079001829072384,0.2921147015748662,4,0.2360356997457938,1
dead,0.05631436779074009,0.2772617210504742,4,0.2209473532597341,1
remember,0.05652288627351282,0.2616222291795681,4,0.2050993429060553,1
front,0.056606347734484586,0.2543320407226798,4,0.1977256929881952,1
beautiful,0.05663306576539279,0.2518220685141406,4,0.1951890027487478,1
life,0.05676146174704161,0.2380316291952903,4,0.1812701674482487,1
give,0.05681285240438108,0.2312996474511982,4,0.1744867950468171,1
friends,0.05683224973986328,0.2284695964440377,4,0.1716373467041744,1
saw,0.05688889097902711,0.2187591471587523,4,0.1618702561797252,1
nothing,0.05688889097902711,0.2187591471587523,4,0.1618702561797252,1
anything,0.056898019322921184,0.2168930050961889,4,0.1599949857732677,1
ever,0.056939062536488505,0.2063195609543716,4,0.1493804984178831,1
2,0.05694136027782101,0.2055436590661489,4,0.1486022987883279,1
hope,0.05695564053940219,0.1996448357761226,4,0.1426891952367204,1
back,0.058641748592572596,0.2909766725490071,14,0.2323349239564345,4
name,0.06344423784437822,0.293879079302429,8,0.2304348414580508,2
ago,0.06377646022137701,0.274522007281485,8,0.210745547060108,2
let,0.06384236790294928,0.270110873787646,8,0.2062685058846967,2
school,0.0642578585836184,0.2324420748111406,8,0.1681842162275222,2
when,0.07346998294807092,0.2733792597582244,16,0.1999092768101535,4
sister,0.07473210963660501,0.3042054919084714,5,0.2294733822718664,1
off,0.07516374645605056,0.2761532338649392,9,0.2009894874088886,2
few,0.07561166740072231,0.2505794757716429,9,0.1749678083709206,2
family,0.07589686159282119,0.2533729544238571,5,0.1774760928310359,1
next,0.075927863223999,0.2515927727774573,5,0.1756649095534583,1
person,0.07604595090998062,0.2444298277680148,5,0.1683838768580342,1
girl,0.08316065587738486,0.3492183137829791,14,0.2660576579055942,3
child,0.0915948253375827,0.2820217781880322,6,0.1904269528504495,1
used,0.09185139337529469,0.2731215608235434,6,0.1812701674482487,1
house,0.09198361476527472,0.268246258692297,6,0.1762626439270223,1
negro,0.0921926516443772,0.2600505665859994,6,0.1678579149416222,1
show,0.09264715140382948,0.2393436607688134,6,0.1466965093649839,1
told,0.0930781445277983,0.3401988112902558,11,0.2471206667624575,2
think,0.09319022990198399,0.2031402211473919,6,0.1099499912454079,1
home,0.09476069930443412,0.2968455606486357,11,0.2020848613442016,2
daughter,0.1029356071515545,0.3485600915824571,7,0.2456244844309026,1
said,0.1031543273417233,0.3130620020099224,12,0.2099076746681991,2
mother,0.10485015689567767,0.308973531411627,7,0.2041233745159493,1
into,0.10718771152875378,0.2370528577203672,7,0.1298651461916134,1
then,0.11287174410196302,0.2806113933548574,13,0.1677396492528944,2
were,0.12030262609863329,0.2306932147345473,8,0.110390588635914,1
other,0.1203175810015656,0.2300482855965483,8,0.1097307045949827,1
found,0.12960493896075342,0.2979888158187876,9,0.1683838768580342,1
them,0.13277128252646603,0.1946946051404327,9,0.0619233226139667,1
own,0.14104198255904152,0.281302194913151,10,0.1402602123541095,1
she,0.2587143908741926,0.4778175898230653,61,0.2191031989488727,3
her,0.3900368264880181,0.6410983341501928,194,0.2510615076621747,5
