word,npmi-bias,he-npmi,he-count,his-npmi,his-count
pool,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
position,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
weight,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
sacrifice,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
fans,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
justin,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
27,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
trip,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
forest,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
corps,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
fools,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
arab,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
jumped,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
hated,-0.030029380773375913,0.2174693650254091,1,0.247498745798785,1
know,-0.029982024836172405,0.1980179852325126,8,0.228000010068685,7
personally,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
busy,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
guards,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
boat,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
museum,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
lads,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
burning,-0.029918883848499417,0.222381851321548,1,0.2523007351700474,1
announced,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
screaming,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
handed,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
balls,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
wigger,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
officials,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
untill,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
particularly,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
cnn,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
chosen,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
paying,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
bach,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
jones,-0.02979409165370911,0.2278770964950076,1,0.2576711881487167,1
ur,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
lower,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
nbc,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
desert,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
herd,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
professor,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
selling,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
wore,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
dies,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
directly,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
quarter,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
complex,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
pregnant,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
served,-0.029650682663843603,0.234125090348718,1,0.2637757730125616,1
lebanese,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
alarm,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
allegedly,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
niglet,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
coat,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
aswell,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
theft,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
chocolate,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
marines,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
marco,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
verl,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
conclusion,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
overwhelming,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
brethren,-0.02948199891576911,0.241385611753937,1,0.2708676106697061,1
elites,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
lighter,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
screw,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
trump,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
maintain,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
complaining,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
sheriff,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
adam,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
instinct,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
smashed,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
quebec,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
pocket,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
attempted,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
washed,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
abomination,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
stabbed,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
employees,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
laying,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
encouraging,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
stabbing,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
feds,-0.029276969953659082,0.2500865766313553,1,0.2793635465850144,1
supporters,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
taco,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
trusted,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
equipment,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
backpack,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
cowards,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
stormed,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
ate,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
principal,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
eddie,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
expressed,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
exception,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
auto,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
nail,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
bits,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
screwing,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
suited,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
grabs,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
wouldnt,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
jose,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
determined,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
gf,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
lane,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
4th,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
livestock,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
knocking,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
deviant,-0.029015036530303018,0.2610138323762697,1,0.2900288689065727,1
there,-0.02881907354216029,0.1293745577263232,7,0.1581936312684835,6
this,-0.028752524594305412,0.2443811242131975,31,0.2731336488075029,25
cbs,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
chronicle,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
youths,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
whut,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
printing,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
aw,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
presenting,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
igger,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
chron,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
enriched,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
57,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
fatally,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
deeds,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
straw,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
tennessee,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
chick,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
tat,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
patch,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
talkin,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
waving,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
kicks,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
destined,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
bonuses,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
supermarket,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
gather,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
pollute,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
spirited,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
universe,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
grandad,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
guidance,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
schooled,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
sergeant,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
applications,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
bombings,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
attachment,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
foster,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
heal,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
represent,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
communicate,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
torn,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
substitute,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
farming,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
mourn,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
concerts,-0.028650618515492332,0.2758851054843536,1,0.3045357239998459,1
that,-0.0283511310981045,0.3028621838072919,60,0.3312133149053964,47
black,-0.028346724065989592,0.2599833813150044,18,0.288330105380994,15
paedophilia,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
conslour,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
panzerfaust,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
scotlandville,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
owns,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
wrench,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
devise,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
parish,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
joeblogs,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
snapped,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
screams,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
gdansk,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
packi,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
parades,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
500euro,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
handwritten,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
recovered,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
doer,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
rethink,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
rish,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
pontius,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
signals,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
cigarette,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
shoving,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
huffed,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
pilate,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
faults,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
damian,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
shiloh,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
relies,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
dive,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
rancher,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
managers,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
thelgbt,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
neevr,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
dubious,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
els,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
unnatural,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
blessings,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
uneven,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
actuallly,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
despised,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
monkies,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
tyrone,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
forgein,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
formal,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
tormented,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
bonus,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
bourgeois,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
butchy,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
finially,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
facade,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
knowbody,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
survived,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
katz,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
succeeded,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
swazi,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
ohhh,-0.02804107675320444,0.2999676259941186,1,0.328008702747323,1
n,-0.027839268985499793,0.2173676111503682,17,0.245206880135868,14
m,-0.027739438538020023,0.1789245045997037,7,0.2066639431377237,6
home,-0.026574940895543187,0.2291642487050512,7,0.2557391896005944,6
we,-0.026226653706475395,0.2081836817200336,16,0.234410335426509,13
been,-0.02440979140598598,0.1782588910259426,6,0.2026686824319286,5
time,-0.024275034987734284,0.2349508552914493,11,0.2592258902791836,9
again,-0.02307061978678901,0.2407351305584903,6,0.2638057503452793,5
all,-0.021658996215146997,0.2516763394157666,26,0.2733353356309136,20
little,-0.01945306505043451,0.2101268564651671,5,0.2295799215156016,4
found,-0.01923433062618468,0.2215532441375704,5,0.2407875747637551,4
bad,-0.019214062825029105,0.2226071377740595,5,0.2418212005990886,4
keep,-0.019172405268078896,0.2247707003164845,5,0.2439431055845634,4
who,-0.019055103917842986,0.2473322684282952,17,0.2663873723461382,13
looks,-0.018975782050253687,0.2349365742652359,5,0.2539123563154896,4
be,-0.01618590864408731,0.2703685345409298,30,0.2865544431850171,22
about,-0.01609270159765752,0.2679674567428005,23,0.284060158340458,17
to,-0.015242935852503026,0.3514753794923577,128,0.3667183153448607,90
way,-0.014989692999717308,0.2213519120831723,8,0.2363416050828896,6
up,-0.014112035855913307,0.2681989987870025,22,0.2823110346429158,16
watch,-0.013966118533995903,0.1747476949277644,4,0.1887138134617603,3
when,-0.013899528051321997,0.2786012441732314,22,0.2925007722245534,16
next,-0.013402459662368194,0.2104317920342599,4,0.2238342516966281,3
part,-0.0133834855849847,0.2116290054331027,4,0.2250124910180874,3
tell,-0.013334323247588903,0.2147298147824867,4,0.2280641380300756,3
life,-0.01331391960392811,0.2160162220575436,4,0.2293301416614717,3
soon,-0.013181164045929089,0.2243789101419821,4,0.2375600741879112,3
support,-0.01310687542263489,0.2290530950832699,4,0.2421599705059048,3
remember,-0.012937066466393227,0.2397226224715697,4,0.2526596889379629,3
during,-0.012905334751336678,0.2417141417022772,4,0.2546194764536139,3
father,-0.01274630165708679,0.2516845426691109,4,0.2644308443261977,3
with,-0.011446574504203777,0.3137730160062972,47,0.325219590510501,33
from,-0.01081025934207519,0.2772162963949818,27,0.288026555737057,19
make,-0.010258086523614901,0.2199177681936865,7,0.2301758547173014,5
hope,-0.01017610876436642,0.2252388348948494,7,0.2354149436592158,5
two,-0.010063548785520904,0.2325624175876295,7,0.2426259663731504,5
while,-0.00982228652190692,0.2483286906950209,7,0.2581509772169278,5
or,-0.009605978074441912,0.2495235482573121,23,0.259129526331754,16
has,-0.008706435573606897,0.3006447317347214,23,0.3093511673083283,16
where,-0.008686558955779383,0.243673657466446,10,0.2523602164222254,7
see,-0.008221980968906084,0.233669356046302,13,0.2418913370152081,9
the,-0.007885374334897888,0.359651211376102,159,0.3675365857109999,107
an,-0.0075774629670044,0.251900454170425,16,0.2594779171374294,11
are,-0.005692563687291097,0.18731970956441,21,0.1930122732517011,14
do,-0.005052208474451703,0.2023034769179556,15,0.2073556853924073,10
out,-0.004687294976076228,0.2512296150141405,21,0.2559169099902167,14
more,-0.0045832451679858055,0.21908269325941,12,0.2236659384273958,8
race,-0.004551144034691396,0.133421214939728,3,0.1379723589744194,2
re,-0.0043715945256739,0.148278745410627,3,0.1526503399363009,2
non,-0.004246347695177816,0.1588193004961539,3,0.1630656481913317,2
it,-0.004229316833125163,0.282676061060643,56,0.2869053778937682,37
day,-0.004176649511830416,0.2305833719742898,9,0.2347600214861202,6
even,-0.004124093375183907,0.2346621085844964,9,0.2387862019596803,6
then,-0.0041226596055473075,0.2675153887896063,15,0.2716380483951536,10
place,-0.0040267169235178035,0.1776748629899226,3,0.1817015799134404,2
actually,-0.0039267891711665115,0.1864189774357781,3,0.1903457666069446,2
through,-0.0038347374847403914,0.1945700118490484,3,0.1984047493337888,2
after,-0.003774053625614726,0.2624944699319864,9,0.2662685235576011,6
half,-0.0037635688901460074,0.2009371766938326,3,0.2047007455839786,2
called,-0.003738200155474408,0.2032209159311311,3,0.2069591160866055,2
went,-0.003696457613631021,0.2688308675671143,9,0.2725273251807453,6
6,-0.003693795970716479,0.2072364295485747,3,0.2109302255192912,2
done,-0.003693795970716479,0.2072364295485747,3,0.2109302255192912,2
point,-0.003675217418949994,0.2089234480155795,3,0.2125986654345295,2
state,-0.003665738784494804,0.2097857447840673,3,0.2134514835685621,2
wonder,-0.003660840958977868,0.2483654470101704,6,0.2520262879691483,4
cause,-0.003626465660729189,0.2133700972077041,3,0.2169965628684333,2
left,-0.0036234310693173954,0.2515810121136826,6,0.255204443183,4
french,-0.0035287631281321896,0.2223696381711051,3,0.2258984012992373,2
sad,-0.0034927022299291177,0.2257217090218687,3,0.2292144112517978,2
power,-0.0034674950647353986,0.2280748245219483,3,0.2315423195866837,2
happened,-0.003427714333922305,0.2318053121111062,3,0.2352330264450285,2
dead,-0.0034138772022435926,0.2331078146914669,3,0.2365216918937105,2
telling,-0.0032365560099769097,0.2500310841338375,3,0.2532676401438144,2
apparently,-0.0031340010558482123,0.2600238112154098,3,0.263157812271258,2
claims,-0.0031110333772700893,0.262283281536677,3,0.2653943149139471,2
charged,-0.0030852594435597513,0.2997499258945969,6,0.3028351853381567,4
marriage,-0.002947786762262483,0.2785805952666729,3,0.2815283820289354,2
stood,-0.0028001346008985073,0.2937001331763854,3,0.2965002677772839,2
won,-0.0028001346008985073,0.2937001331763854,3,0.2965002677772839,2
have,2.1146944208516594e-06,0.2544127505978315,36,0.2544106359034107,23
now,0.0015760744130695892,0.2158726057943222,8,0.2142965313812526,5
very,0.0016102357165195813,0.2192127979620017,8,0.2176025622454821,5
around,0.0016485644574747993,0.223001355238971,8,0.2213527907814962,5
could,0.0016975165595898012,0.2279052112852753,8,0.2262076947256855,5
anti,0.002051159834495886,0.2658569101797752,8,0.2638057503452793,5
no,0.003362273777650998,0.2243899847440016,13,0.2210277109663506,8
one,0.0035144417600571076,0.2634512858759837,21,0.2599368441159266,13
whites,0.004263311708950501,0.1544739431028826,5,0.1502106313939321,3
times,0.004815706136557407,0.2155803228242201,5,0.2107646166876627,3
thank,0.004827132825692193,0.2170207711971171,5,0.2121936383714249,3
had,0.004918438016727589,0.2849805617368761,18,0.2800621237201485,11
far,0.004944440799110383,0.2323855868172371,5,0.2274411460181267,3
once,0.004953702945060007,0.2336474547550918,5,0.2286937518100318,3
wrong,0.00513263489738941,0.2597521113510033,5,0.2546194764536139,3
back,0.0064217753497762264,0.2701350188001274,15,0.2637132434503512,9
into,0.0065260181014134,0.2847179274118009,15,0.2781919093103875,9
right,0.00883191376216269,0.2791892977325816,12,0.2703573839704189,7
so,0.009104769929702827,0.2970331192325622,32,0.2879283493028594,19
dont,0.009448577442830008,0.2287974584719686,7,0.2193488810291386,4
ago,0.00950082245970621,0.2378121974561907,7,0.2283113749964845,4
heard,0.00958549044440149,0.2540709758029276,7,0.2444854853585261,4
jew,0.009590798172037202,0.2551759909150728,7,0.2455851927430356,4
friend,0.009722389308583601,0.287964164855566,7,0.2782417755469824,4
what,0.010430270000045483,0.2627176681051585,19,0.252287398105113,11
like,0.014176180126589832,0.2765718254354235,30,0.2623956453088337,17
too,0.014741599299712388,0.2482114079280115,11,0.2334698086282991,6
am,0.0165354276629988,0.112703413552737,2,0.0961679858897382,1
great,0.016555727491939995,0.1155268589033919,2,0.0989711314114519,1
live,0.016592792826109704,0.1208540626737509,2,0.1042612698476412,1
ireland,0.016671090169906297,0.1329727049055025,2,0.1163016147355962,1
im,0.01667618580820529,0.1338091862028425,2,0.1171330003946372,1
start,0.01673667333204712,0.1442942208639418,2,0.1275575475318947,1
irish,0.016747563832972795,0.1463063352686766,2,0.1295587714357038,1
group,0.016786589837364613,0.1539015042924291,2,0.1371149144550645,1
must,0.016809533006851618,0.158696829921797,2,0.1418872969149454,1
send,0.016862781222969386,0.1711001198388357,2,0.1542373386158663,1
36,0.016868197984046207,0.3068970668906189,2,0.2900288689065727,1
atleast,0.016868197984046207,0.3068970668906189,2,0.2900288689065727,1
walks,0.016868197984046207,0.3068970668906189,2,0.2900288689065727,1
coming,0.01687487658888448,0.174242902957373,2,0.1573680263684885,1
skin,0.016877911668630896,0.1750554028743826,2,0.1581774912057517,1
makes,0.016883993135638015,0.1767148446346726,2,0.1598308514990346,1
teachers,0.016887038789007686,0.177562498760735,2,0.1606754599717273,1
girls,0.01689008717928961,0.1784226119702001,2,0.1615325247909105,1
german,0.016899244052870688,0.1810818176203651,2,0.1641825735674944,1
run,0.016902298460318488,0.1819959849433494,2,0.1650936864830309,1
v,0.016902298460318488,0.1819959849433494,2,0.1650936864830309,1
communism,0.016906101504743087,0.2962696480897575,2,0.2793635465850144,1
ended,0.016906101504743087,0.2962696480897575,2,0.2793635465850144,1
rob,0.016906101504743087,0.2962696480897575,2,0.2793635465850144,1
preach,0.016906101504743087,0.2962696480897575,2,0.2793635465850144,1
guys,0.016908406725391206,0.1838688748193491,2,0.1669604680939579,1
crap,0.01692363741288741,0.1888372308782339,2,0.1719135934653465,1
job,0.01692666902682699,0.1898850542052856,2,0.1729583851784586,1
semitism,0.016931635273023993,0.2877992459427301,2,0.2708676106697061,1
punk,0.016931635273023993,0.2877992459427301,2,0.2708676106697061,1
band,0.016932708181527006,0.1920407509762043,2,0.1751080427946773,1
either,0.016932708181527006,0.1920407509762043,2,0.1751080427946773,1
started,0.01693571281071099,0.1931503123652337,2,0.1762145995545227,1
shocked,0.016949782372711497,0.2807255553852731,2,0.2637757730125616,1
b,0.016950514203222605,0.1990544259213837,2,0.1821039117181611,1
three,0.016959132347373507,0.2029246413330576,2,0.1859655089856841,1
suspended,0.01696309403975721,0.2746342821884739,2,0.2576711881487167,1
knows,0.016964716157356396,0.2056655459948584,2,0.188700829837502,1
o,0.016964716157356396,0.2056655459948584,2,0.188700829837502,1
play,0.016972761468540015,0.2100554752805851,2,0.1930827138120451,1
laugh,0.016975332539296395,0.2116021254214722,2,0.1946267928821758,1
force,0.016975332539296395,0.2116021254214722,2,0.1946267928821758,1
possible,0.01697783672517139,0.2131948591881654,2,0.196217022462994,1
killing,0.016980265734720196,0.2148367257055479,2,0.1978564599708277,1
hates,0.01698052669795541,0.2644792724967404,2,0.247498745798785,1
q,0.01698052669795541,0.2644792724967404,2,0.247498745798785,1
dude,0.01698052669795541,0.2644792724967404,2,0.247498745798785,1
evil,0.016982610151591804,0.2165310942837593,2,0.1995484841321675,1
judge,0.016982610151591804,0.2165310942837593,2,0.1995484841321675,1
short,0.016982610151591804,0.2165310942837593,2,0.1995484841321675,1
kept,0.01698616601226291,0.2601368187993332,2,0.2431506527870703,1
draw,0.01698616601226291,0.2601368187993332,2,0.2431506527870703,1
second,0.0169870007228326,0.2200927067126292,2,0.2031057059897966,1
morning,0.016989020474072414,0.2219687601924021,2,0.2049797397183297,1
property,0.016990373126413078,0.256164182849164,2,0.2391738097227509,1
allowed,0.016992626947837403,0.2259375677820864,2,0.208944940834249,1
forced,0.016992626947837403,0.2259375677820864,2,0.208944940834249,1
himself,0.01699344744473913,0.2525000155577136,2,0.2355065681129745,1
sat,0.01699344744473913,0.2525000155577136,2,0.2355065681129745,1
nose,0.01699344744473913,0.2525000155577136,2,0.2355065681129745,1
meeting,0.01699344744473913,0.2525000155577136,2,0.2355065681129745,1
certain,0.01699417265459302,0.2280428968531698,2,0.2110487241985768,1
decided,0.01699417265459302,0.2280428968531698,2,0.2110487241985768,1
forums,0.01699417265459302,0.2280428968531698,2,0.2110487241985768,1
listening,0.016995609893527885,0.2490972846048511,2,0.2321016747113232,1
yards,0.016995609893527885,0.2490972846048511,2,0.2321016747113232,1
mate,0.01699661842402761,0.2325337179490334,2,0.2155370995250058,1
foreign,0.01699661842402761,0.2325337179490334,2,0.2155370995250058,1
identity,0.0169970274773949,0.2459191117360754,2,0.2289220842586805,1
attacked,0.0169970274773949,0.2459191117360754,2,0.2289220842586805,1
obviously,0.0169970274773949,0.2459191117360754,2,0.2289220842586805,1
style,0.0169970274773949,0.2459191117360754,2,0.2289220842586805,1
acting,0.016997451289940985,0.2349380858114451,2,0.2179406345215041,1
sit,0.016997451289940985,0.2349380858114451,2,0.2179406345215041,1
y,0.016997451289940985,0.2349380858114451,2,0.2179406345215041,1
views,0.016997451289940985,0.2349380858114451,2,0.2179406345215041,1
takes,0.016997829036622503,0.2429360261603897,2,0.2259381971237672,1
values,0.016997829036622503,0.2429360261603897,2,0.2259381971237672,1
star,0.016997829036622503,0.2429360261603897,2,0.2259381971237672,1
sell,0.0169979681043837,0.2374635912807838,2,0.2204656231764001,1
typical,0.0169979681043837,0.2374635912807838,2,0.2204656231764001,1
