word,npmi-bias,his-npmi,his-count,them-npmi,them-count
new,0.024590927123447598,0.1607029480825125,3,0.1361120209590649,6
anything,0.024649345741112494,0.2326440728592182,4,0.2079947271181057,8
little,0.0247045008107043,0.2295799215156016,4,0.2048754207048973,8
come,0.02541683856731461,0.2461588689358359,5,0.2207420303685213,10
the,0.025973714841873274,0.3675365857109999,107,0.3415628708691266,248
that,0.02648190767440073,0.3312133149053964,47,0.3047314072309957,104
m,0.027068669013201818,0.2066639431377237,6,0.1795952741245219,12
into,0.0278297773640791,0.2781919093103875,9,0.2503621319463084,18
white,0.02891227458428719,0.303516244043614,31,0.2746039694593268,66
in,0.0315041019670787,0.3561658695223517,67,0.324661767555273,146
on,0.03284392871772451,0.3349025652360359,42,0.3020586365183114,88
home,0.03375281579633718,0.2557391896005944,6,0.2219863738042572,11
going,0.03403909107368311,0.2436643488471018,6,0.2096252577734187,11
good,0.03408847365640971,0.2428703355203351,9,0.2087818618639254,17
very,0.035031738556637104,0.2176025622454821,5,0.182570823688845,9
ca,0.035252828008654896,0.2484265064718928,4,0.2131736784632379,7
jew,0.035320021831210524,0.2455851927430356,4,0.2102651709118251,7
country,0.036053382054259425,0.2131147835777963,4,0.1770614015235369,7
father,0.03689050426311749,0.2644308443261977,3,0.2275403400630802,5
boy,0.03725390796634348,0.2498443870645539,3,0.2125904790982104,5
media,0.03734012514620652,0.2462990496013595,3,0.208958924455153,5
history,0.037360731540518,0.2454466358599194,3,0.2080859043194014,5
public,0.03758343325336441,0.236105054403631,3,0.1985216211502666,5
check,0.0376650616181248,0.2326195397626676,3,0.1949544781445428,5
part,0.03784044898426489,0.2250124910180874,3,0.1871720420338225,5
does,0.038276126950920586,0.2053550773581191,3,0.1670789504071985,5
from,0.03869595921928748,0.288026555737057,19,0.2493305965177695,36
right,0.04036866471996872,0.2703573839704189,7,0.2299887192504502,12
died,0.041201114612864076,0.29227468505131,2,0.2510735704384459,3
service,0.041687022625287895,0.2755283542956069,2,0.233841331670319,3
upon,0.041970397281402116,0.2653943149139471,2,0.223423917632545,3
apparently,0.042031853093691895,0.263157812271258,2,0.2211259591775661,3
chinese,0.0424343293689724,0.2481423257138714,2,0.205707996344899,3
understand,0.0426657522120957,0.2391961121216568,2,0.1965303599095611,3
happen,0.04270023289063002,0.2378421421798994,2,0.1951419092892694,3
happened,0.04276627430531771,0.2352330264450285,2,0.1924667521397108,3
british,0.0428587862525813,0.2315423195866837,2,0.1886835333341024,3
don,0.0429716384203257,0.2269816447972737,2,0.184010006376948,3
20,0.0430744015303067,0.2227705487122938,2,0.1796961471819871,3
students,0.04309871381557731,0.2217659023733082,2,0.1786671885577309,3
fact,0.0432557589095848,0.2151963664350257,2,0.1719406075254409,3
had,0.0432757868468395,0.2800621237201485,11,0.236786336873309,19
parents,0.0432969059732968,0.2134514835685621,2,0.1701545775952653,3
point,0.04331693059382388,0.2125986654345295,2,0.1692817348407056,3
crime,0.04341921075176017,0.2750602235751782,5,0.231641012823418,8
yet,0.043430124260848274,0.2077318233224585,2,0.1643016990616102,3
couple,0.04348270183985101,0.2054438543120903,2,0.1619611524722393,3
different,0.0435329101739359,0.2032422725094984,2,0.1597093623355625,3
police,0.04356516421992529,0.2018191802619651,2,0.1582540160420398,3
city,0.0437939579899731,0.1915175722620036,2,0.1477236142720305,3
yes,0.0440459221906386,0.1797171414242219,2,0.1356712192335833,3
something,0.04422385154186201,0.1710627987525663,2,0.1268389472107043,3
1,0.044290544996608394,0.1677440618783678,2,0.1234535168817594,3
s,0.04543272508272833,0.2721965516600097,24,0.2267638265772814,44
blood,0.046799485021677634,0.2744408273686447,4,0.2276413423469671,6
only,0.047244278296180414,0.2902716911457167,12,0.2430274128495363,20
looks,0.04742760054168629,0.2539123563154896,4,0.2064847557738033,6
another,0.04794912453238048,0.2358675170466042,4,0.1879183925142237,6
over,0.04851950511325767,0.2540077643182623,7,0.2054882592050046,11
where,0.04857031159744818,0.2523602164222254,7,0.2037899048247772,11
this,0.050682289207559406,0.2731336488075029,25,0.2224513595999435,44
other,0.05178763456802918,0.2592258902791836,9,0.2074382557111544,14
at,0.05328398754986641,0.3285745214929397,27,0.2752905339430733,46
system,0.05349013959762319,0.2681443920024576,3,0.2146542524048344,4
gets,0.053903954440171514,0.2556261991712884,3,0.2017222447311169,4
an,0.0546271702364024,0.2594779171374294,11,0.204850746901027,17
next,0.05488208732206801,0.2238342516966281,3,0.1689521643745601,4
got,0.055224421025897724,0.289157792911691,10,0.2339333718857933,15
being,0.05645334784754419,0.2648709372121249,7,0.2084175893645807,10
time,0.05855539147989619,0.2592258902791836,9,0.2006704987992874,13
katz,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
fords,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
actuallly,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
donkeys,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
shoving,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
roars,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
bonus,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
overeactcted,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
chipie,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
managers,0.06060070850086935,0.328008702747323,1,0.2674079942464537,1
bare,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
friggen,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
whut,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
gather,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
guidance,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
ramifications,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
crusaders,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
contaminating,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
cousins,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
evolution,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
dawg,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
sexuality,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
bonuses,0.061617032516671,0.3045357239998459,1,0.2429186914831749,1
heard,0.061997534931971604,0.2444854853585261,4,0.1824879504265545,5
bits,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
deviant,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
stormed,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
determined,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
classmates,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
cafe,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
walks,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
wound,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
cans,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
knocking,0.06220963163530979,0.2900288689065727,1,0.2278192372712629,1
ago,0.06254258789159559,0.2283113749964845,4,0.1657687871048889,5
maintain,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
magic,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
buddies,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
employees,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
preach,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
presence,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
encouraging,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
ko,0.0626280532486522,0.2793635465850144,1,0.2167354933363622,1
conclusion,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
coat,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
release,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
described,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
skinny,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
mans,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
laid,0.06295092585322962,0.2708676106697061,1,0.2079166848164765,1
hammer,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
safety,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
artist,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
selling,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
terror,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
hospital,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
desert,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
mercury,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
teenagers,0.06321336055751611,0.2637757730125616,1,0.2005624124550455,1
moon,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
untill,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
threat,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
perspective,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
officials,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
slow,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
jones,0.06343411093224371,0.2576711881487167,1,0.194237077216473,1
led,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
busy,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
attitude,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
officers,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
boat,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
pale,0.06362437824184641,0.2523007351700474,1,0.188676356928201,1
hates,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
pool,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
q,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
shut,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
fans,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
dude,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
seek,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
corps,0.06379138911462531,0.247498745798785,1,0.1837073566841597,1
model,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
vile,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
survive,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
hall,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
naturally,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
drop,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
biggest,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
kept,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
walked,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
calls,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
mainstream,0.06394007757016448,0.2431506527870703,1,0.1792105752169058,1
dress,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
broke,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
pic,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
gas,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
property,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
battle,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
lying,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
campaign,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
homeland,0.0640739619741294,0.2391738097227509,1,0.1750998477486215,1
nose,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
houston,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
hardly,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
meeting,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
beach,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
legal,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
everybody,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
poles,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
agreed,0.0641956391533772,0.2355065681129745,1,0.1713109289595973,1
parade,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
lack,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
turning,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
needed,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
usual,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
knife,0.06430708019966891,0.2321016747113232,1,0.1677945945116543,1
ing,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
foot,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
style,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
cover,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
attacked,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
17,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
owner,0.0644098164014292,0.2289220842586805,1,0.1645122678572513,1
known,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
low,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
political,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
spend,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
300,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
easy,0.0645050608985758,0.2259381971237672,1,0.1614331362251914,1
amongst,0.0645937910035636,0.22312597567248,1,0.1585321846689164,1
felt,0.0645937910035636,0.22312597567248,1,0.1585321846689164,1
groid,0.0645937910035636,0.22312597567248,1,0.1585321846689164,1
personal,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
exist,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
blond,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
didnt,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
beaten,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
private,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
answer,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
sell,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
strange,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
attacks,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
nazi,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
reply,0.0646768055231953,0.2204656231764001,1,0.1557888176532048,1
welfare,0.06475476566932162,0.2179406345215041,1,0.1531858688521825,1
following,0.06475476566932162,0.2179406345215041,1,0.1531858688521825,1
soul,0.06475476566932162,0.2179406345215041,1,0.1531858688521825,1
acting,0.06475476566932162,0.2179406345215041,1,0.1531858688521825,1
anywhere,0.06482822489066431,0.2155370995250058,1,0.1507088746343415,1
muslims,0.06482822489066431,0.2155370995250058,1,0.1507088746343415,1
television,0.06482822489066431,0.2155370995250058,1,0.1507088746343415,1
notice,0.06482822489066431,0.2155370995250058,1,0.1507088746343415,1
military,0.0648976510404751,0.2132431820647548,1,0.1483455310242797,1
wp,0.0648976510404751,0.2132431820647548,1,0.1483455310242797,1
needs,0.0648976510404751,0.2132431820647548,1,0.1483455310242797,1
40,0.0648976510404751,0.2132431820647548,1,0.1483455310242797,1
daughter,0.064963443126871,0.2110487241985768,1,0.1460852810717058,1
decided,0.064963443126871,0.2110487241985768,1,0.1460852810717058,1
minister,0.064963443126871,0.2110487241985768,1,0.1460852810717058,1
dna,0.064963443126871,0.2110487241985768,1,0.1460852810717058,1
recently,0.064963443126871,0.2110487241985768,1,0.1460852810717058,1
enjoy,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
allowed,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
student,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
heart,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
apes,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
often,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
william,0.0650259441600475,0.208944940834249,1,0.1439189966742015,1
lady,0.0650854511388213,0.2069241811159715,1,0.1418387299771502,1
violent,0.06514222290801008,0.2049797397183297,1,0.1398375168103196,1
moment,0.06514222290801008,0.2049797397183297,1,0.1398375168103196,1
four,0.06514222290801008,0.2049797397183297,1,0.1398375168103196,1
movie,0.06519648640888251,0.2031057059897966,1,0.1379092195809141,1
note,0.06519648640888251,0.2031057059897966,1,0.1379092195809141,1
third,0.06519648640888251,0.2031057059897966,1,0.1379092195809141,1
movement,0.06524844170136601,0.2012968421615901,1,0.1360484004602241,1
feet,0.06524844170136601,0.2012968421615901,1,0.1360484004602241,1
continue,0.06524844170136601,0.2012968421615901,1,0.1360484004602241,1
judge,0.0652982660365437,0.1995484841321675,1,0.1342502180956238,1
body,0.0652982660365437,0.1995484841321675,1,0.1342502180956238,1
summer,0.0652982660365437,0.1995484841321675,1,0.1342502180956238,1
alot,0.06534611718698191,0.1978564599708277,1,0.1325103427838458,1
imagine,0.06539213619139139,0.196217022462994,1,0.1308248862716026,1
id,0.06539213619139139,0.196217022462994,1,0.1308248862716026,1
search,0.0654364496329391,0.1946267928821758,1,0.1291903432492367,1
nationalists,0.06552040500257891,0.1915820093199644,1,0.1260616043173855,1
holocaust,0.06552040500257891,0.1915820093199644,1,0.1260616043173855,1
section,0.06556024349509632,0.1901221511447543,1,0.124561907649658,1
12,0.0655987720587657,0.188700829837502,1,0.1231020577787363,1
national,0.06567220308824509,0.1859655089856841,1,0.120293305897439,1
50,0.0657072415852202,0.1846477783647201,1,0.1189405367794999,1
nordic,0.06574124357584621,0.1833610879422258,1,0.1176198443663796,1
2508,0.0658679276689064,0.1784958238477738,1,0.1126278961788674,1
song,0.0658679276689064,0.1784958238477738,1,0.1126278961788674,1
land,0.0658679276689064,0.1784958238477738,1,0.1126278961788674,1
band,0.06595438049887528,0.1751080427946773,1,0.109153662295802,1
myself,0.06595438049887528,0.1751080427946773,1,0.109153662295802,1
brothers,0.065981766216888,0.1740229286712642,1,0.1080411624543762,1
party,0.0660600579385371,0.1708877835630655,1,0.1048277256245284,1
asian,0.06622335635168221,0.1641825735674944,1,0.0979592172158122,1
u,0.06645516977464311,0.1542373386158663,1,0.0877821688412232,1
week,0.06659980645008931,0.1477452361499221,1,0.0811454296998328,1
hair,0.06671257969001039,0.1425109111772649,1,0.0757983314872545,1
god,0.06693629683912469,0.2660024844848976,5,0.1990661876457729,6
anti,0.06702388365862141,0.2638057503452793,5,0.1967818666866579,6
two,0.06783550280588549,0.2426259663731504,5,0.1747904635672649,6
limerick,0.0680858041797675,0.3063786060346284,2,0.2382928018548609,2
stood,0.06853364944291399,0.2965002677772839,2,0.2279666183343699,2
thus,0.06853364944291399,0.2965002677772839,2,0.2279666183343699,2
behind,0.06926742740772229,0.3150469984752759,6,0.2457795710675536,7
did,0.06928638564253328,0.2734220462839977,8,0.2041356606414644,10
com,0.06935177723061159,0.1979943450564096,5,0.128642567825798,6
suspect,0.0695517735822741,0.2727894261333167,2,0.2032376525510426,2
comments,0.06975837298491491,0.267737115969142,2,0.1979787429842271,2
break,0.06985294451321611,0.2653943149139471,2,0.195541370400731,2
by,0.0698760084114135,0.2923643363642307,16,0.2224883279528172,22
enemy,0.0700275247423445,0.2610177776090768,2,0.1909902528667323,2
chicago,0.07010844630822258,0.2589657074590568,2,0.1888572611508342,2
attention,0.07025939179272811,0.255096747165777,2,0.1848373553730489,2
stick,0.07025939179272811,0.255096747165777,2,0.1848373553730489,2
telling,0.07033001520178273,0.2532676401438144,2,0.1829376249420317,2
lives,0.0704628045701621,0.2497947097200477,2,0.1793319051498856,2
top,0.07064379468141929,0.2449875096162631,2,0.1743437149348438,2
poor,0.07113266879919439,0.2315423195866837,2,0.1604096507874893,2
sad,0.0712147227557485,0.2292144112517978,2,0.1579996884960493,2
line,0.07136698343913661,0.2248360266850756,2,0.153469043245939,2
pride,0.07143787457134698,0.2227705487122938,2,0.1513326741409468,2
after,0.07149836925293382,0.2662685235576011,6,0.1947701543046673,7
others,0.0715705826712573,0.2188559957063084,2,0.1472854130350511,2
lol,0.07191079683200588,0.208514971524368,2,0.1366041746923621,2
hey,0.0721448741066899,0.2011203333193657,2,0.1289754592126758,2
racist,0.0722888707648733,0.1964465557347658,2,0.1241576849698925,2
org,0.07264953546065021,0.1842747722455015,2,0.1116252367848513,2
thousands,0.07399388148936453,0.2764647391020034,3,0.2024708576126389,3
running,0.07405924389262653,0.2749823381852317,3,0.2009230942926052,3
case,0.0743564223264743,0.2681443920024576,3,0.1937879696759833,3
ok,0.0744107040859395,0.2668774562256503,3,0.1924667521397108,3
rest,0.07461356334612582,0.2620914421942016,3,0.1874778788480758,3
gun,0.07483991331190498,0.2566517696105214,3,0.1818118562986164,3
light,0.07511686508008739,0.2498443870645539,3,0.1747275219844665,3
full,0.0751889539776753,0.2480436587432564,3,0.1728547047655811,3
end,0.07525832894408832,0.2462990496013595,3,0.1710407206572712,3
support,0.0754210819339666,0.2421599705059048,3,0.1667388885719382,3
child,0.07557046981021692,0.2383015742241673,3,0.1627311044139504,3
together,0.07588526522679209,0.229973467476158,3,0.1540882022493659,3
nationalist,0.07602393305555771,0.2262144364801864,3,0.1501905034246287,3
dog,0.0765224828327804,0.2997811145445169,4,0.2232586317117365,4
age,0.07726562515930249,0.2844948483281405,4,0.207229223168838,4
left,0.07858515844505462,0.255204443183,4,0.1766192847379454,4
her,0.0793907251447597,0.2495520384523548,8,0.1701613133075951,9
call,0.0799841957201951,0.2916449022079351,5,0.21166070648774,5
www,0.0815925260949954,0.171988942016267,4,0.0903964159212716,4
front,0.0820081105326523,0.3042347467414359,6,0.2222266362087836,6
has,0.0834008920990808,0.3093511673083283,16,0.2259502752092475,19
first,0.0863979984989392,0.2658642597592883,7,0.1794662612603491,7
kid,0.09601044205256398,0.3279421360010173,8,0.2319316939484533,7
self,0.09712718899325767,0.3028351853381567,4,0.205707996344899,3
jesus,0.09722034734279303,0.3012851530903715,4,0.2040648057475785,3
family,0.09727320683788032,0.2850568427757251,6,0.1877836359378448,5
hands,0.097310256931878,0.2997811145445169,4,0.2024708576126389,3
went,0.0979667180547612,0.2725273251807453,6,0.1745606071259841,5
big,0.098025161886233,0.270055262575982,5,0.172030100689749,4
guy,0.09820991241801971,0.2665646429482779,5,0.1683547305302582,4
again,0.09835415927898461,0.2638057503452793,5,0.1654515910662947,4
head,0.09837740948910262,0.281277606093537,4,0.1829001966044344,3
face,0.09843475474572028,0.2802466110443367,4,0.1818118562986164,3
class,0.09843475474572028,0.2802466110443367,4,0.1818118562986164,3
said,0.09845347296923113,0.2633634067274727,6,0.1649099337582416,5
proud,0.09870316496726567,0.2753665975791226,4,0.1766634326118569,3
under,0.0988512450771323,0.2726347487333277,4,0.1737835036561954,3
saw,0.0988597664112327,0.2538882614877223,5,0.1550284950764896,4
step,0.09977340258658932,0.3155704396781731,3,0.2157970370915838,2
day,0.09986209425023851,0.2347600214861202,6,0.1348979272358817,5
old,0.09988611251004342,0.2342409745346417,6,0.1343548620245983,5
found,0.10046268933430008,0.2407875747637551,4,0.140324885429455,3
reading,0.10203568570243582,0.2779910400780907,3,0.1759553543756549,2
set,0.1025772912677401,0.2681443920024576,3,0.1655671007347175,2
wrong,0.10328680231266707,0.2546194764536139,3,0.1513326741409468,2
during,0.10328680231266707,0.2546194764536139,3,0.1513326741409468,2
videos,0.10333710601294988,0.2536308694677328,3,0.1502937634547829,2
attack,0.10386640835623148,0.2429639535155796,3,0.1390975451593481,2
believe,0.1042602305783514,0.2346856957444678,3,0.1304254651661164,2
forum,0.1051308981427739,0.2151547927186041,3,0.1100238945758302,2
thank,0.1052557551890768,0.2121936383714249,3,0.1069378831823481,2
comrade,0.11067332521392623,0.3274088185502884,2,0.2167354933363622,1
butt,0.11126119783510083,0.3191778826515773,2,0.2079166848164765,1
year,0.11129069783578169,0.2757693120222502,9,0.1644786141864685,7
kicked,0.11214152881815542,0.3063786060346284,2,0.194237077216473,1
grave,0.11214152881815542,0.3063786060346284,2,0.194237077216473,1
fought,0.11248837274573581,0.3011647296739368,2,0.188676356928201,1
arm,0.1127929110931242,0.2965002677772839,2,0.1837073566841597,1
evening,0.11306410983440418,0.29227468505131,2,0.1792105752169058,1
dating,0.11306410983440418,0.29227468505131,2,0.1792105752169058,1
death,0.11328294503940128,0.3002945657623285,6,0.1870116207229272,4
honor,0.1135303952311966,0.2848413241907939,2,0.1713109289595973,1
monkey,0.1135303952311966,0.2848413241907939,2,0.1713109289595973,1
marriage,0.11373378751728108,0.2815283820289354,2,0.1677945945116543,1
22,0.11373378751728108,0.2815283820289354,2,0.1677945945116543,1
trudeau,0.1139213261584183,0.2784335940156696,2,0.1645122678572513,1
accept,0.1140952180704155,0.2755283542956069,2,0.1614331362251914,1
growing,0.1142572414644003,0.2727894261333167,2,0.1585321846689164,1
road,0.11440884999748341,0.2701976676506882,2,0.1557888176532048,1
ie,0.11455124711695952,0.267737115969142,2,0.1531858688521825,1
prison,0.11455124711695952,0.267737115969142,2,0.1531858688521825,1
gang,0.11455124711695952,0.267737115969142,2,0.1531858688521825,1
shall,0.11455124711695952,0.267737115969142,2,0.1531858688521825,1
absolutely,0.11468544027960562,0.2653943149139471,2,0.1507088746343415,1
homes,0.11481228124697831,0.263157812271258,2,0.1483455310242797,1
stories,0.11481228124697831,0.263157812271258,2,0.1483455310242797,1
present,0.11481228124697831,0.263157812271258,2,0.1483455310242797,1
art,0.114932496537371,0.2610177776090768,2,0.1460852810717058,1
evidence,0.114932496537371,0.2610177776090768,2,0.1460852810717058,1
forward,0.11504671078485529,0.2589657074590568,2,0.1439189966742015,1
security,0.11535842056290033,0.2532676401438144,2,0.1379092195809141,1
five,0.11545340000021409,0.2515018004604382,2,0.1360484004602241,1
number,0.1155444916244239,0.2497947097200477,2,0.1342502180956238,1
above,0.1159507108866232,0.2420123152040087,2,0.1260616043173855,1
knew,0.116023578305775,0.240585485955433,2,0.124561907649658,1
york,0.1162283859962715,0.2365216918937105,2,0.120293305897439,1
son,0.11635470053547642,0.233974544901856,2,0.1176198443663796,1
moved,0.11635470053547642,0.233974544901856,2,0.1176198443663796,1
taken,0.11635470053547642,0.233974544901856,2,0.1176198443663796,1
races,0.1164151191127115,0.2327447666633402,2,0.1163296475506287,1
power,0.11647383819864139,0.2315423195866837,2,0.1150684813880423,1
wants,0.1165309436543336,0.2303659295507215,2,0.1138349858963879,1
news,0.1165898696853902,0.2454760284392355,6,0.1288861587538453,4
video,0.1166865575195,0.2436643488471018,6,0.1269777913276018,4
30,0.1166933463217425,0.2269816447972737,2,0.1102882984755312,1
local,0.1167447390034353,0.2258984012992373,2,0.109153662295802,1
french,0.1167447390034353,0.2258984012992373,2,0.109153662295802,1
later,0.11691164721781219,0.3055951805519146,5,0.1886835333341024,3
war,0.1170718959601687,0.2188559957063084,2,0.1017840997461397,1
weeks,0.1171562660692214,0.2169965628684333,2,0.0998402967992119,1
culture,0.11735247956571018,0.2125986654345295,2,0.0952461858688193,1
message,0.11735247956571018,0.2125986654345295,2,0.0952461858688193,1
nation,0.11738943598838249,0.2117583761555309,2,0.0943689401671484,1
floor,0.12298516422626862,0.3321020778602483,4,0.2091169136339797,2
hours,0.12521824475787008,0.3028351853381567,4,0.1776169405802866,2
friend,0.12690910140603556,0.2782417755469824,4,0.1513326741409468,2
bad,0.1291053273434428,0.2418212005990886,4,0.1127158732556458,2
was,0.1334738197737578,0.3514648217545544,39,0.2179910019807966,35
name,0.13493813232560609,0.3209051086590923,9,0.1859669763334862,5
mouth,0.1406449396873293,0.3564419767789131,5,0.2157970370915838,2
youtube,0.14119667083332668,0.1825673385809408,6,0.0413706677476141,3
shot,0.14479631194264628,0.3103634126773638,5,0.1655671007347175,2
protect,0.1450084877905638,0.3064416240157552,3,0.1614331362251914,1
speech,0.1450084877905638,0.3064416240157552,3,0.1614331362251914,1
