word,npmi-bias,man-npmi,man-count,their-npmi,their-count
o,0.09345237901007028,0.2771826581107651,2,0.1837302791006948,3
kill,0.09352515909675022,0.2758575489012302,2,0.18233238980448,3
20,0.09431308524282722,0.2610976362567721,2,0.1667845510139449,3
already,0.09436415774861431,0.2601131405992128,2,0.1657489828505985,3
almost,0.09446310582496148,0.2581955298543221,2,0.1637324240293606,3
hard,0.09505866595401191,0.2463523673751253,2,0.1512937014211134,3
she,0.0950796754178532,0.2191031989488727,3,0.1240235235310195,5
hell,0.09546958921972548,0.2378536291546162,2,0.1423840399348907,3
day,0.0966013625103295,0.2813329429379754,6,0.1847315804276459,11
me,0.09768999719505742,0.2709313523059677,9,0.1732413551109103,18
like,0.09927038033170629,0.34745687020368,21,0.2481864898719737,48
attire,0.10326220387135049,0.36011354969971,1,0.2568513458283595,1
a,0.10350611948804328,0.394082550595528,60,0.2905764311074847,168
influenced,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
punches,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
reveal,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
deceased,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
daylight,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
folklore,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
knackers,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
peer,0.10502228096052219,0.3372124111225044,1,0.2321901301619822,1
injury,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
flee,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
paki,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
auto,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
machete,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
exception,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
regency,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
kin,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
planned,0.10604948092382038,0.3230399515735919,1,0.2169904706497715,1
her,0.10615596988772613,0.2510615076621747,5,0.1449055377744486,8
dropped,0.10677521122960129,0.3126111926952041,1,0.2058359814656028,1
aggressive,0.10677521122960129,0.3126111926952041,1,0.2058359814656028,1
smashed,0.10677521122960129,0.3126111926952041,1,0.2058359814656028,1
rahowa,0.10677521122960129,0.3126111926952041,1,0.2058359814656028,1
talked,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
2015,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
invasion,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
alright,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
exposed,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
corner,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
denied,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
confused,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
wrestling,0.10733548370453139,0.304298067154123,1,0.1969625834495916,1
01,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
disagree,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
scores,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
bedroom,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
cute,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
brings,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
content,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
constantly,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
ghost,0.10779105907353578,0.2973549974633953,1,0.1895639383898595,1
cause,0.10799378606595628,0.2894354674588894,3,0.1814416813929331,4
sucks,0.1081744016090253,0.2913756775094773,1,0.183201275900452,1
kicked,0.1081744016090253,0.2913756775094773,1,0.183201275900452,1
balls,0.1081744016090253,0.2913756775094773,1,0.183201275900452,1
pressure,0.1081744016090253,0.2913756775094773,1,0.183201275900452,1
nigerian,0.1081744016090253,0.2913756775094773,1,0.183201275900452,1
toe,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
searching,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
led,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
citizens,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
perfect,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
hero,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
distance,0.10850490714974378,0.2861132871052471,1,0.1776083799555033,1
nice,0.10873917869142483,0.2776091932939289,3,0.1688700146025041,4
an,0.10874061631239701,0.3118073633333409,11,0.2030667470209439,20
arrest,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
ladies,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
neighbors,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
turkey,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
won,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
trial,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
jumped,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
standard,0.1087950921381188,0.2814062261274951,1,0.1726111339893763,1
encourage,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
camera,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
saturday,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
rapes,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
kiss,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
range,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
bank,0.10905350404922437,0.2771427067914289,1,0.1680892027422045,1
story,0.10918517478266981,0.2702801931815884,3,0.1610950183989186,4
pair,0.10928623910201118,0.2732420658933597,1,0.1639558267913485,1
purpose,0.10928623910201118,0.2732420658933597,1,0.1639558267913485,1
table,0.10928623910201118,0.2732420658933597,1,0.1639558267913485,1
skins,0.10928623910201118,0.2732420658933597,1,0.1639558267913485,1
mark,0.10928623910201118,0.2732420658933597,1,0.1639558267913485,1
step,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
honor,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
greece,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
theres,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
famous,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
poles,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
everybody,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
parts,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
onto,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
wild,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
nose,0.10949779755909916,0.2696441195203961,1,0.1601463219612969,1
duty,0.10969159583836638,0.26630272666862,1,0.1566111308302536,1
scale,0.10969159583836638,0.26630272666862,1,0.1566111308302536,1
ages,0.10969159583836638,0.26630272666862,1,0.1566111308302536,1
17,0.1098702884561586,0.2631817065597794,1,0.1533114181036208,1
whenever,0.1098702884561586,0.2631817065597794,1,0.1533114181036208,1
victim,0.1098702884561586,0.2631817065597794,1,0.1533114181036208,1
obviously,0.1098702884561586,0.2631817065597794,1,0.1533114181036208,1
political,0.11003597870314091,0.2602521447364221,1,0.1502161660332812,1
3,0.11005163391515471,0.2554294293403066,3,0.1453777954251519,4
fellow,0.1101903612220638,0.257490555772244,1,0.1473001945501802,1
miles,0.1101903612220638,0.257490555772244,1,0.1473001945501802,1
nor,0.1101903612220638,0.257490555772244,1,0.1473001945501802,1
six,0.11033482129942698,0.254877594461359,1,0.144542773161932,1
cop,0.11033482129942698,0.254877594461359,1,0.144542773161932,1
organization,0.11033482129942698,0.254877594461359,1,0.144542773161932,1
explain,0.11047050573813241,0.252397129574287,1,0.1419266238361546,1
court,0.11047050573813241,0.252397129574287,1,0.1419266238361546,1
prison,0.11047050573813241,0.252397129574287,1,0.1419266238361546,1
was,0.1105298169120586,0.3204942607335704,19,0.2099644438215118,39
foreign,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
rape,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
television,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
jail,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
zionist,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
mate,0.11059837454286092,0.2500355639865137,1,0.1394371894436528,1
genetic,0.1107192393307117,0.2477813263045458,1,0.1370620869738341,1
ape,0.1107192393307117,0.2477813263045458,1,0.1370620869738341,1
shoot,0.1108337923578469,0.2456244844309026,1,0.1347906920730557,1
dna,0.1108337923578469,0.2456244844309026,1,0.1347906920730557,1
certain,0.1108337923578469,0.2456244844309026,1,0.1347906920730557,1
gonna,0.1108337923578469,0.2456244844309026,1,0.1347906920730557,1
r,0.11104626398352882,0.2415697328037512,1,0.1305234688202224,1
photo,0.11104626398352882,0.2415697328037512,1,0.1305234688202224,1
18,0.1111451471604829,0.2396577817113422,1,0.1285126345508593,1
violent,0.1111451471604829,0.2396577817113422,1,0.1285126345508593,1
bar,0.1112396721882892,0.2378148121500867,1,0.1265751399617975,1
movement,0.11133018631411941,0.2360356997457938,1,0.1247055134316744,1
scene,0.11133018631411941,0.2360356997457938,1,0.1247055134316744,1
whatever,0.11133018631411941,0.2360356997457938,1,0.1247055134316744,1
l,0.1114169972200764,0.2343158808883137,1,0.1228988836682373,1
body,0.1114169972200764,0.2343158808883137,1,0.1228988836682373,1
phone,0.1114169972200764,0.2343158808883137,1,0.1228988836682373,1
african,0.1114169972200764,0.2343158808883137,1,0.1228988836682373,1
id,0.11158057590672091,0.2310382092147283,1,0.1194576333080074,1
net,0.11158057590672091,0.2310382092147283,1,0.1194576333080074,1
glad,0.11158057590672091,0.2310382092147283,1,0.1194576333080074,1
luck,0.11158057590672091,0.2310382092147283,1,0.1194576333080074,1
indeed,0.11165780832694709,0.2294733822718664,1,0.1178155739449193,1
play,0.1117322740590049,0.2279537995802694,1,0.1162215255212645,1
lived,0.1118041521012993,0.2264767437141337,1,0.1146725916128344,1
especially,0.11187360479819969,0.2250397394830015,1,0.1131661346848018,1
example,0.11187360479819969,0.2250397394830015,1,0.1131661346848018,1
anyway,0.1119407798369689,0.2236405257237632,1,0.1116997458867943,1
12,0.1119407798369689,0.2236405257237632,1,0.1116997458867943,1
happened,0.1121299302153447,0.2196497407555599,1,0.1075198105402152,1
gone,0.1122468293868676,0.2171443684458382,1,0.1048975390589706,1
university,0.1122468293868676,0.2171443684458382,1,0.1048975390589706,1
thats,0.11230280687636879,0.2159337288168668,1,0.103630921940498,1
song,0.1124102272191896,0.2135901025637951,1,0.1011798753446055,1
band,0.1125610801774114,0.2102520279260342,1,0.0976909477486228,1
uk,0.1125610801774114,0.2102520279260342,1,0.0976909477486228,1
yourself,0.1130680440836366,0.198596799761629,1,0.0855287556779924,1
beautiful,0.11321048075982679,0.1951890027487478,1,0.081978521988921,1
check,0.1136353613099333,0.1846265428298412,1,0.0709911815199079,1
www,0.1138018414740079,0.2717714845501159,7,0.157969643076108,11
thanks,0.1138856724684897,0.17809207035919,1,0.0642063978907003,1
_,0.1142768689340044,0.1673363787652532,1,0.0530595098312488,1
stormfront,0.1147712606243852,0.1525901901480301,1,0.0378189295236449,1
guy,0.11854304393450832,0.2899979514644913,4,0.171454907529983,5
soul,0.11917520556074612,0.3050823333639283,2,0.1859071278031822,2
went,0.11923483952829728,0.2798019492543516,4,0.1605671097260543,5
jpg,0.11934049379325298,0.3027945443693429,2,0.1834540505760899,2
telling,0.12017474617556273,0.2909458530863964,2,0.1707711069108337,2
street,0.1212681551832839,0.274565108272748,2,0.1532969530894641,2
dark,0.12179319700376953,0.2663058180806017,2,0.1445126210768322,2
st,0.12205380839712879,0.2621001600542442,2,0.1400463516571154,2
canada,0.1230328168982078,0.2455942643253848,2,0.122561447427177,2
made,0.12374351007298362,0.2328059730521196,2,0.109062462979136,2
https,0.12463595757688829,0.215564747822916,2,0.0909287902460277,2
within,0.12632282574426018,0.3192942213870363,3,0.1929713956427761,3
beat,0.126445785538697,0.3177624856683398,3,0.1913167001296428,3
car,0.126445785538697,0.3177624856683398,3,0.1913167001296428,3
sorry,0.1283372590200261,0.2930690960263938,3,0.1647318370063677,3
young,0.1284800207280043,0.3503706981845472,6,0.2218906774565429,7
true,0.1286640028707457,0.2885636122100561,3,0.1598996093393104,3
full,0.1286640028707457,0.2885636122100561,3,0.1598996093393104,3
asian,0.12872560262441102,0.2877053823770273,3,0.1589797797526163,3
attack,0.12901718887735228,0.2836035213906958,3,0.1545863325133435,3
10,0.12901718887735228,0.2836035213906958,3,0.1545863325133435,3
color,0.1291268303992433,0.282043909994647,3,0.1529170795954037,3
living,0.1294349085476975,0.2776091932939289,3,0.1481742847462314,3
crime,0.13455967984999012,0.2983672048434735,4,0.1638075249934834,4
another,0.1400772418671009,0.2996527038387512,5,0.1595754619716503,5
black,0.1421583525541246,0.390742846191675,22,0.2485844936375504,33
m,0.14789955098664218,0.3183658441302524,11,0.1704662931436102,13
white,0.1481866627586697,0.4228155381148455,44,0.2746288753561758,79
dating,0.1497102692616957,0.3613647665531845,3,0.2116544972914888,2
tape,0.1500992947564487,0.3576900323748442,3,0.2075907376183955,2
online,0.15258888049442462,0.3284195602050357,4,0.1758306797106111,3
mail,0.1535802445163698,0.32250653973165,3,0.1689262952152802,2
killing,0.15387622092746628,0.3192942213870363,3,0.16541800045957,2
killed,0.1549811460559513,0.3069353114874812,3,0.1519541654315299,2
police,0.15553344781162712,0.3380500707449776,6,0.1825166229333505,5
brown,0.15570205695005732,0.2934370853490064,4,0.1377350283989491,3
humor,0.1562477467167816,0.3732382173665531,2,0.2169904706497715,1
6,0.1569217379229761,0.2836035213906958,3,0.1266817834677197,2
hi,0.1569217379229761,0.2836035213906958,3,0.1266817834677197,2
rob,0.15737459121766686,0.3632105726832697,2,0.2058359814656028,1
meet,0.1577038514259007,0.273496090718163,3,0.1157922392922623,2
1,0.1577058886702945,0.2679214135403094,4,0.1102155248700149,3
footage,0.15824620043784549,0.3552087838874371,2,0.1969625834495916,1
brave,0.15895607960831878,0.3485200179981783,2,0.1895639383898595,1
officers,0.16007061696853128,0.3376789969240346,2,0.1776083799555033,1
hated,0.1605245090759975,0.3331356430653738,2,0.1726111339893763,1
careful,0.16092912777531898,0.3290183305175235,2,0.1680892027422045,1
walked,0.16092912777531898,0.3290183305175235,2,0.1680892027422045,1
hall,0.16092912777531898,0.3290183305175235,2,0.1680892027422045,1
32,0.1616257785650393,0.3217721005263362,2,0.1601463219612969,1
foreigners,0.1619300600028862,0.3185411908331398,2,0.1566111308302536,1
old,0.162056974365583,0.2963593075210545,7,0.1343023331554715,6
violence,0.1624714148213956,0.3126875808546768,2,0.1502161660332812,1
murdered,0.1629418793936229,0.3074846525555549,2,0.144542773161932,1
2010,0.16315570952777372,0.3050823333639283,2,0.1419266238361546,1
hitler,0.16372894811747649,0.2985196401905322,2,0.1347906920730557,1
russia,0.1640647217673811,0.2945881905876035,2,0.1305234688202224,1
alot,0.16478372087958962,0.2859346151985566,2,0.121150894318967,1
15,0.1654829122239708,0.2771826581107651,2,0.1116997458867943,1
f,0.1654829122239708,0.2771826581107651,2,0.1116997458867943,1
brother,0.16578383765559862,0.2733036481958138,2,0.1075198105402152,1
month,0.16578383765559862,0.2733036481958138,2,0.1075198105402152,1
son,0.1658782667085844,0.2720716107881118,2,0.1061933440795274,1
march,0.1662305165005552,0.2674103918451607,2,0.1011798753446055,1
posted,0.1663128298713441,0.2663058180806017,2,0.0999929882092576,1
gun,0.1665476482337565,0.2631214402474166,2,0.0965737920136601,1
p,0.1665476482337565,0.2631214402474166,2,0.0965737920136601,1
friend,0.166694970799023,0.2610976362567721,2,0.0944026654577491,1
goes,0.1669036366353999,0.2581955298543221,2,0.0912918932189222,1
stuff,0.16697016991017677,0.2572611579174743,2,0.0902909880072975,1
lol,0.1676719384410587,0.2471206667624575,2,0.0794487283213988,1
men,0.1756127693321118,0.3208223734443642,5,0.1452096041122524,3
intelligent,0.1759172322872386,0.3671175836786365,4,0.1912003513913979,2
year,0.1759956059012327,0.2991610871456963,7,0.1231654812444636,5
video,0.1768252154980433,0.2900009226993961,6,0.1131757072013528,4
night,0.18204515930613602,0.3113442843811649,4,0.1292991250750289,2
death,0.1824261868836416,0.3074253755803786,4,0.124999188696737,2
his,0.18700092453482342,0.3355060281777708,10,0.1485051036429474,7
wiggers,0.19453498468376249,0.3511461155140161,3,0.1566111308302536,1
beaten,0.1958111577515799,0.3403539309135119,3,0.144542773161932,1
gang,0.1960812798127647,0.3380079036489193,3,0.1419266238361546,1
fun,0.197231394161102,0.3277548629813244,3,0.1305234688202224,1
dog,0.1984605482535477,0.316276122198467,3,0.1178155739449193,1
between,0.20066975327199688,0.2940167941333843,3,0.0933470408613874,1
he,0.20226647244791252,0.3084618881150673,10,0.1061954156671548,6
tv,0.2033522646422694,0.2632174486450922,3,0.0598651840028228,1
woman,0.21684056257713152,0.3945554835061129,11,0.1777149209289814,5
friday,0.21907642720805937,0.3723878453116802,4,0.1533114181036208,1
bus,0.2224804236380209,0.3471859370696953,4,0.1247055134316744,1
murder,0.22504597552190864,0.3262258508665141,4,0.1011798753446055,1
him,0.22579770392564139,0.3289442613249828,8,0.1031465573993414,3
youtube,0.26595859708263964,0.314940238967841,13,0.0489816418852014,4
man,0.5551297174983756,0.6887877632484933,122,0.1336580457501177,4
