word,npmi-bias,her-npmi,her-count,woman-npmi,woman-count
do,0.003653340947218503,0.1876983070687471,10,0.1840449661215286,3
and,0.00409414612947101,0.3765288386234401,107,0.3724346924939691,34
no,0.0045552886720724994,0.2248583306487032,10,0.2203030419766307,3
time,0.005149945531579075,0.251945541068708,10,0.2467955955371289,3
own,0.005734418802983421,0.281302194913151,10,0.2755677761101676,3
at,0.00649476228175111,0.2722269264032489,20,0.2657321641214978,6
s,0.008320949285935797,0.2649013240242338,27,0.256580374738298,8
how,0.00839362042391728,0.2105301524840293,7,0.202136532060112,2
where,0.008877707259028395,0.2353605231009927,7,0.2264828158419643,2
while,0.009514025370153834,0.2725231369167178,7,0.263009111546564,2
mother,0.010035033689023976,0.308973531411627,7,0.298938497722603,2
t,0.014239063412881808,0.2499058218246277,18,0.2356667584117459,5
from,0.014467620932158004,0.2617489249914286,18,0.2472813040592706,5
it,0.01585499470712587,0.2699460434274812,39,0.2540910487203553,11
now,0.01797061306006731,0.1778070281743627,4,0.1598364151142954,1
ve,0.018178014898724115,0.1904292346966932,4,0.1722512197979691,1
hope,0.018320275815856407,0.1996448357761226,4,0.1813245599602662,1
ever,0.018418476588089205,0.2063195609543716,4,0.1879010843662824,1
after,0.0185351222071988,0.2146347654857166,4,0.1960996432785178,1
nothing,0.018590634651714705,0.2187591471587523,4,0.2001685125070376,1
saw,0.018590634651714705,0.2187591471587523,4,0.2001685125070376,1
give,0.01874986409716828,0.2312996474511982,4,0.2125497833540299,1
came,0.018844383866931796,0.2393407370284624,4,0.2204963531615306,1
beautiful,0.018979347571011967,0.2518220685141406,4,0.2328427209431286,1
young,0.019022004679727783,0.2560686426039461,4,0.2370466379242183,1
dead,0.019210088195115493,0.2772617210504742,4,0.2580516328553587,1
charged,0.01929498971578142,0.2887861888511929,4,0.2694911991354115,1
mom,0.019434185892948264,0.3131732549575021,4,0.2937390690645538,1
husband,0.01950508128647771,0.3323991904840365,4,0.3128941091975588,1
school,0.021304702631957384,0.2324420748111406,8,0.2111373721791832,2
ago,0.02179240135418059,0.274522007281485,8,0.2527296059273044,2
name,0.021954653641282518,0.293879079302429,8,0.2719244256611465,2
said,0.023984807829242505,0.3130620020099224,12,0.2890771941806799,3
can,0.03160622134892768,0.2417394291913187,13,0.210133207842391,3
them,0.03220031450132432,0.1946946051404327,9,0.1624942906391084,2
my,0.03267442827724529,0.2734234983624097,25,0.2407490700851644,6
few,0.0328038098389731,0.2505794757716429,9,0.2177756659326698,2
off,0.03294548041194417,0.2761532338649392,9,0.243207753452995,2
found,0.032999155065117525,0.2979888158187876,9,0.2649896607536701,2
only,0.0374775566887208,0.1883334799558229,5,0.1508559232671021,1
say,0.0375473251970298,0.1951498491105269,5,0.1576025239134971,1
also,0.037705912409323694,0.2136942975224378,5,0.1759883851131141,1
come,0.037807967594851694,0.2300866395112608,5,0.1922786719164091,1
sister,0.03781949785084382,0.3042054919084714,5,0.2663859940576276,1
try,0.0378644334985932,0.2433984557991645,5,0.2055340223005713,1
person,0.03786781825575081,0.2444298277680148,5,0.206562009512264,1
jew,0.03788186962953141,0.2492978872382437,5,0.2114160176087123,1
behind,0.03788883375434149,0.284432250237953,5,0.2465434164836115,1
love,0.037889957547796976,0.252773699687626,5,0.214883742139829,1
days,0.03789775901808537,0.2570999883982474,5,0.219202229380162,1
n,0.03805762299986268,0.2532382179918742,18,0.2151805949920115,4
is,0.04047010174667026,0.3116178497279379,54,0.2711477479812676,13
i,0.0432743255385617,0.3062929030750106,74,0.2630185775364489,18
we,0.046884016948570084,0.2300316789766905,15,0.1831476620281204,3
had,0.05275944557523568,0.2621722154056136,11,0.2094127698303779,2
does,0.05405307870267839,0.2492833691129093,6,0.1952302904102309,1
last,0.054088632687046306,0.2330251267288323,6,0.178936494041786,1
will,0.0540886723866158,0.2473898573155227,16,0.1933011849289069,3
him,0.06823136046095471,0.2516747534271817,7,0.183443392966227,1
first,0.06825267624230649,0.2492307002310687,7,0.1809780239887622,1
got,0.06833735030635091,0.2376264541868798,7,0.1692891038805289,1
into,0.0683408283940922,0.2370528577203672,7,0.168712029326275,1
then,0.06990918741157182,0.2806113933548574,13,0.2107022059432856,2
girl,0.0761505195191658,0.3492183137829791,14,0.2730677942638133,2
around,0.080979371797221,0.2479891925549923,8,0.1670098207577713,1
his,0.08100226405856462,0.246078750807768,8,0.1650764867492034,1
were,0.0811558180170629,0.2306932147345473,8,0.1495373967174844,1
other,0.0811610602763517,0.2300482855965483,8,0.1488872253201966,1
this,0.08434514561033768,0.2824114098116168,32,0.1980662642012791,5
kids,0.09234996556373723,0.2585244666628088,9,0.1661745010990716,1
when,0.09256703310946651,0.2733792597582244,16,0.1808122266487579,2
has,0.09275166973634558,0.2312171556551595,9,0.1384654859188139,1
told,0.1097363913878967,0.3401988112902558,11,0.2304624199023591,1
so,0.1226709672280682,0.2172135406059457,12,0.0945425733778775,1
back,0.13740738002223782,0.2909766725490071,14,0.1535692925267693,1
she,0.21364892110068023,0.4778175898230653,61,0.2641686687223851,3
her,0.2326056900854806,0.6410983341501928,194,0.4084926440647122,13
