word,npmi-bias,her-npmi,her-count,they-npmi,they-count
ing,0.03840326024089902,0.2162724336970454,1,0.1778691734561464,3
basically,0.03840326024089902,0.2162724336970454,1,0.1778691734561464,3
dance,0.03840326024089902,0.2162724336970454,1,0.1778691734561464,3
cover,0.03840326024089902,0.2162724336970454,1,0.1778691734561464,3
amount,0.03844589177566202,0.2132297838077323,1,0.1747838920320703,3
ran,0.03844589177566202,0.2132297838077323,1,0.1747838920320703,3
charge,0.038485343128764504,0.2103621108088606,1,0.1718767676800961,3
strange,0.0385220143313221,0.2076492392768177,1,0.1691272249454956,3
didnt,0.0385220143313221,0.2076492392768177,1,0.1691272249454956,3
fed,0.038588282429837695,0.2026232603438401,1,0.1640349779140024,3
safe,0.038588282429837695,0.2026232603438401,1,0.1640349779140024,3
miss,0.038588282429837695,0.2026232603438401,1,0.1640349779140024,3
reality,0.038588282429837695,0.2026232603438401,1,0.1640349779140024,3
ass,0.03861838729686909,0.2002839129694801,1,0.161665525672611,3
events,0.038646747826487304,0.1980459529545264,1,0.1593992051280391,3
evidence,0.038646747826487304,0.1980459529545264,1,0.1593992051280391,3
hispanic,0.038646747826487304,0.1980459529545264,1,0.1593992051280391,3
born,0.038646747826487304,0.1980459529545264,1,0.1593992051280391,3
hang,0.038673533518414904,0.1959004263957067,1,0.1572268928772918,3
cheap,0.038673533518414904,0.1959004263957067,1,0.1572268928772918,3
enjoy,0.038673533518414904,0.1959004263957067,1,0.1572268928772918,3
sign,0.038698890781503015,0.1938395353068745,1,0.1551406445253715,3
grow,0.038722946916806,0.1918564453192716,1,0.1531334984024656,3
movie,0.03874581328014862,0.1899451319500906,1,0.151199318669942,3
drug,0.03874581328014862,0.1899451319500906,1,0.151199318669942,3
door,0.0387675878186208,0.1881002564887215,1,0.1493326686701007,3
feet,0.0387675878186208,0.1881002564887215,1,0.1493326686701007,3
from,0.038784655032700094,0.2617489249914286,18,0.2229642699587285,68
movies,0.03878835712378559,0.1863170648879221,1,0.1475287077641365,3
clean,0.03878835712378559,0.1863170648879221,1,0.1475287077641365,3
d,0.03880460180572601,0.2380129576782225,5,0.1992083558724965,17
lets,0.03892606182568628,0.17384006521682,1,0.1349140033911337,3
gone,0.0389806918336226,0.1685235064731637,1,0.1295428146395411,3
sweden,0.03902847873781472,0.1636674394489462,1,0.1246389607111315,3
7,0.0390395161544924,0.1625157901949896,1,0.1234762740404972,3
band,0.03905022499694291,0.1613869531948864,1,0.1223367281979435,3
html,0.039099347777880586,0.1560537390377948,1,0.1169543912599142,3
lots,0.039099347777880586,0.1560537390377948,1,0.1169543912599142,3
boy,0.039125727429958915,0.1530750075925761,1,0.1139492801626172,3
forum,0.0393880862546542,0.1164870535995198,1,0.0770989673448656,3
own,0.040799748757914395,0.281302194913151,10,0.2405024461552366,35
thought,0.04087371113251961,0.2373876487191068,4,0.1965139375865872,13
another,0.041147322678718706,0.2201957721852505,4,0.1790484495065318,13
nothing,0.04116893993086651,0.2187591471587523,4,0.1775902072278858,13
educate,0.04171420471293258,0.2596733727529283,2,0.2179591680399957,6
stories,0.0419023786095607,0.2498344674110956,2,0.2079320888015349,6
playing,0.04198139117617858,0.245551865070826,2,0.2035704738946474,6
cut,0.0421177368320787,0.2379264171138733,2,0.1958086802817946,6
instead,0.0422830771636509,0.2282307875500129,2,0.185947710386362,6
making,0.04235290346071319,0.2239697535124825,2,0.1816168500517693,6
mind,0.042416118428689725,0.2200177402058688,2,0.1776016217771791,6
later,0.0424551113962085,0.2175323552082105,2,0.175077243812002,6
online,0.0424551113962085,0.2175323552082105,2,0.175077243812002,6
blue,0.04263496268493461,0.2055420751205895,2,0.1629071124356549,6
open,0.042662665951245404,0.2036098445533565,2,0.1609471786021111,6
teacher,0.042662665951245404,0.2036098445533565,2,0.1609471786021111,6
wait,0.0426891327259471,0.2017402908430315,2,0.1590511581170844,6
attack,0.042761988808764806,0.19646749894264,2,0.1537055101338752,6
lot,0.04296035651000199,0.1810103778835904,2,0.1380500213735884,6
time,0.04406489025610627,0.251945541068708,10,0.2078806508126017,34
by,0.04535535537342589,0.2732384424912961,16,0.2278830871178702,56
free,0.04555348993309538,0.198750414377951,3,0.1531969244448556,9
friends,0.047296174261495405,0.2284695964440377,4,0.1811734221825423,12
few,0.051176586013451514,0.2505794757716429,9,0.1994028897581914,28
see,0.05133496610177252,0.2612324965777118,13,0.2098975304759393,42
little,0.05153885667747152,0.263343142350194,7,0.2118042856727225,21
teach,0.05330287045094689,0.2502023272634883,3,0.1968994568125414,8
kid,0.05378953597841782,0.2282378022301576,3,0.1744482662517398,8
away,0.053895416465006896,0.2354960851767149,4,0.181600668711708,11
help,0.05398960360054189,0.2183484564392095,3,0.1643588528386676,8
week,0.05402990547984152,0.2162826598057951,3,0.1622527543259536,8
fake,0.054035519944013094,0.2654386050945823,2,0.2114030851505692,5
far,0.05410516370470028,0.2123522310239269,3,0.1582470673192266,8
beaten,0.05424955188173308,0.2570259210843875,2,0.2027763692026544,5
kick,0.054425574676722904,0.2498344674110956,2,0.1954088927343727,5
eating,0.054477819460624494,0.2476482553611635,2,0.193170435900539,5
1,0.05458292774800558,0.1846459352630128,3,0.1300630075150072,8
evil,0.05474216873381102,0.2361823055641308,2,0.1814401368303198,5
beat,0.0548157814852723,0.23285797524353,2,0.1780421937582577,5
8,0.0548838204028215,0.2297292254869498,2,0.1748454050841283,5
male,0.05516158246408251,0.2163302333629423,2,0.1611686508988598,5
head,0.05525118625665332,0.211764864718117,2,0.1565136784614637,5
two,0.0552657354182218,0.2427477902796778,6,0.187482054861456,17
kind,0.055404883040282515,0.2036098445533565,2,0.148204961513074,5
this,0.056865875423944584,0.2824114098116168,32,0.2255455343876722,109
stupid,0.05957244338690759,0.2699442720160224,5,0.2103718286291148,13
next,0.06007821015194589,0.2515927727774573,5,0.1915145626255114,13
is,0.06010119266443226,0.3116178497279379,54,0.2515166570635056,191
heard,0.060167116648163016,0.2481821403575021,5,0.1880150237093391,13
first,0.06033456061020928,0.2492307002310687,7,0.1888961396208594,19
www,0.061351464993862403,0.1911443493589754,6,0.129792884365113,16
reptile,0.06154083045178352,0.2933498404975982,1,0.2318090100458147,2
flipped,0.06154083045178352,0.2933498404975982,1,0.2318090100458147,2
saw,0.06157082063364161,0.2187591471587523,4,0.1571883265251107,10
misunderstood,0.06202577768673123,0.2785659300028224,1,0.2165401523160912,2
me,0.06211990046754459,0.2468247817837273,14,0.1847048813161827,41
powell,0.06236242365814487,0.2676957755738872,1,0.2053333519157423,2
proved,0.06236242365814487,0.2676957755738872,1,0.2053333519157423,2
commercials,0.06236242365814487,0.2676957755738872,1,0.2053333519157423,2
resource,0.06236242365814487,0.2676957755738872,1,0.2053333519157423,2
ms,0.06236242365814487,0.2676957755738872,1,0.2053333519157423,2
msm,0.06261856249372191,0.2590359782343009,1,0.196417415740579,2
queen,0.06261856249372191,0.2590359782343009,1,0.196417415740579,2
brethren,0.06261856249372191,0.2590359782343009,1,0.196417415740579,2
gorgeous,0.06261856249372191,0.2590359782343009,1,0.196417415740579,2
loving,0.06261856249372191,0.2590359782343009,1,0.196417415740579,2
bring,0.06263704530570982,0.2609967014045114,3,0.1983596560988016,7
stealing,0.06282421328873089,0.2518068891920725,1,0.1889826759033416,2
pregnant,0.06282421328873089,0.2518068891920725,1,0.1889826759033416,2
wore,0.06282421328873089,0.2518068891920725,1,0.1889826759033416,2
daddy,0.06282421328873089,0.2518068891920725,1,0.1889826759033416,2
federal,0.06282421328873089,0.2518068891920725,1,0.1889826759033416,2
ask,0.06287236171757318,0.2527053575456485,3,0.1898329958280753,7
nigerian,0.06299529941421969,0.2455838165117697,1,0.18258851709755,2
handed,0.06299529941421969,0.2455838165117697,1,0.18258851709755,2
chosen,0.06299529941421969,0.2455838165117697,1,0.18258851709755,2
statement,0.0631412751061887,0.2401088624228536,1,0.1769675873166649,2
whose,0.0631412751061887,0.2401088624228536,1,0.1769675873166649,2
lay,0.0631412751061887,0.2401088624228536,1,0.1769675873166649,2
hunting,0.0631412751061887,0.2401088624228536,1,0.1769675873166649,2
stood,0.0632682075967966,0.2352132252962996,1,0.171945017699503,2
arrest,0.0632682075967966,0.2352132252962996,1,0.171945017699503,2
neighbors,0.0632682075967966,0.2352132252962996,1,0.171945017699503,2
beating,0.0632682075967966,0.2352132252962996,1,0.171945017699503,2
pull,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
charges,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
nigeria,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
keeps,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
range,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
doesnt,0.06338021943893268,0.2307801668448255,1,0.1673999474058928,2
both,0.06342579143936719,0.2316505184861853,3,0.1682247270468181,7
idiot,0.06348023737935221,0.2267254718167879,1,0.1632452344374357,2
india,0.06348023737935221,0.2267254718167879,1,0.1632452344374357,2
table,0.06348023737935221,0.2267254718167879,1,0.1632452344374357,2
authorities,0.06348023737935221,0.2267254718167879,1,0.1632452344374357,2
birth,0.06348023737935221,0.2267254718167879,1,0.1632452344374357,2
lines,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
hardly,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
became,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
nonwhites,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
monkey,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
statistics,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
warm,0.0635704127237682,0.2229863196519829,1,0.1594159069282147,2
says,0.0636417420960963,0.2227079140602209,3,0.1590661719641246,7
knife,0.06365237212105321,0.2195145574429774,1,0.1558621853219242,2
laughing,0.06365237212105321,0.2195145574429774,1,0.1558621853219242,2
rights,0.06365237212105321,0.2195145574429774,1,0.1558621853219242,2
shop,0.06365237212105321,0.2195145574429774,1,0.1558621853219242,2
decent,0.06365237212105321,0.2195145574429774,1,0.1558621853219242,2
obviously,0.06372737469143622,0.2162724336970454,1,0.1525450590056092,2
17,0.06372737469143622,0.2162724336970454,1,0.1525450590056092,2
wanna,0.06372737469143622,0.2162724336970454,1,0.1525450590056092,2
actual,0.06372737469143622,0.2162724336970454,1,0.1525450590056092,2
g,0.06372737469143622,0.2162724336970454,1,0.1525450590056092,2
write,0.0637964145260583,0.2132297838077323,1,0.149433369281674,2
spend,0.0637964145260583,0.2132297838077323,1,0.149433369281674,2
crimes,0.0637964145260583,0.2132297838077323,1,0.149433369281674,2
eye,0.0637964145260583,0.2132297838077323,1,0.149433369281674,2
watched,0.06386028984940981,0.2103621108088606,1,0.1465018209594508,2
poster,0.06386028984940981,0.2103621108088606,1,0.1465018209594508,2
mess,0.06386028984940981,0.2103621108088606,1,0.1465018209594508,2
growing,0.06386028984940981,0.2103621108088606,1,0.1465018209594508,2
seriously,0.063919651049088,0.2076492392768177,1,0.1437295882277297,2
piece,0.063919651049088,0.2076492392768177,1,0.1437295882277297,2
typical,0.063919651049088,0.2076492392768177,1,0.1437295882277297,2
station,0.063919651049088,0.2076492392768177,1,0.1437295882277297,2
females,0.06397503486701972,0.2050743480522944,1,0.1410993131852747,2
wonderful,0.06397503486701972,0.2050743480522944,1,0.1410993131852747,2
shall,0.06397503486701972,0.2050743480522944,1,0.1410993131852747,2
break,0.0640268892705074,0.2026232603438401,1,0.1385963710733327,2
claims,0.0640268892705074,0.2026232603438401,1,0.1385963710733327,2
computer,0.0640268892705074,0.2026232603438401,1,0.1385963710733327,2
doubt,0.06407559189026948,0.2002839129694801,1,0.1362083210792106,2
straight,0.06412146392119361,0.1980459529545264,1,0.1339244890333328,2
gonna,0.06412146392119361,0.1980459529545264,1,0.1339244890333328,2
shoot,0.06412146392119361,0.1980459529545264,1,0.1339244890333328,2
favorite,0.06416478076081161,0.1959004263957067,1,0.1317356456348951,2
babies,0.06416478076081161,0.1959004263957067,1,0.1317356456348951,2
gods,0.06416478076081161,0.1959004263957067,1,0.1317356456348951,2
facebook,0.0642057802615709,0.1938395353068745,1,0.1296337550453036,2
common,0.0642446692105107,0.1918564453192716,1,0.1276117761087609,2
bar,0.06428162847362151,0.1899451319500906,1,0.1256635034764691,2
middle,0.064316817121415,0.1881002564887215,1,0.1237834393673065,2
whatever,0.064316817121415,0.1881002564887215,1,0.1237834393673065,2
damn,0.064350375768123,0.1863170648879221,1,0.1219666891197991,2
sisters,0.06441308910486189,0.1829191563895051,1,0.1185060672846432,2
east,0.0644424549560599,0.1812971759177526,1,0.1168547209616927,2
wife,0.0644424549560599,0.1812971759177526,1,0.1168547209616927,2
round,0.0644424549560599,0.1812971759177526,1,0.1168547209616927,2
website,0.0645486472673172,0.1752527038261407,1,0.1107040565588235,2
wn,0.06461833818646372,0.1711184258607827,1,0.106500087674319,2
nordic,0.06463996348615769,0.1698059198057495,1,0.1051659563195918,2
page,0.06471956142600328,0.1648429134052697,1,0.1001233519792664,2
posted,0.06473791050820411,0.1636674394489462,1,0.0989295289407421,2
pictures,0.0647729591795718,0.1613869531948864,1,0.0966139940153146,2
his,0.0648478554049372,0.246078750807768,8,0.1812308954028308,21
watch,0.06492400353461408,0.2468744122432417,7,0.1819504087086276,18
message,0.0649702546760366,0.1475372455416844,1,0.0825669908656478,2
link,0.0650652652912549,0.1400940664637845,1,0.0750288011725296,2
thanks,0.06520188747569781,0.1281288008006838,1,0.062926913324986,2
_,0.06531097474945691,0.1170209844948849,1,0.051710009745428,2
behind,0.0653174474778982,0.284432250237953,5,0.2191148027600548,12
https,0.06537176191020841,0.1099220210384043,1,0.0445502591281959,2
he,0.06557568516420781,0.2169650044358204,8,0.1513893192716126,21
jew,0.0664111810034756,0.2492978872382437,5,0.1828867062347681,12
com,0.066570801112701,0.1972972391532616,6,0.1307264380405606,15
my,0.06763334972751511,0.2734234983624097,25,0.2057901486348946,75
http,0.06771707351946049,0.1958937419891465,5,0.128176668469686,12
went,0.0678499006323473,0.2829597697416315,8,0.2151098691092842,20
took,0.06809585082270747,0.270006212082904,4,0.2019103612601965,9
age,0.06809585082270747,0.270006212082904,4,0.2019103612601965,9
young,0.06853632101273208,0.2560686426039461,4,0.187532321591214,9
calling,0.06881263172798649,0.2685996463334225,2,0.199787014605436,4
standing,0.06901178967559188,0.2624710872651443,2,0.1934592975895524,4
younger,0.06910073861028088,0.2596733727529283,2,0.1905726341426474,4
teaching,0.0691837754012383,0.2570259210843875,2,0.1878421456831492,4
carry,0.06933475880859594,0.2521191825483822,2,0.1827844237397863,4
air,0.06940376955275251,0.2498344674110956,2,0.1804306978583431,4
apparently,0.06940376955275251,0.2498344674110956,2,0.1804306978583431,4
shame,0.06953091868986919,0.245551865070826,2,0.1760209463809568,4
child,0.06979581622894351,0.2820217781880322,6,0.2122259619590887,14
follow,0.06979906540047501,0.2361823055641308,2,0.1663832401636558,4
sounds,0.06989089870857348,0.23285797524353,2,0.1629670765349565,4
got,0.0699372889653875,0.2376264541868798,7,0.1676891652214923,17
walk,0.0700545182398902,0.2267728886945938,2,0.1567183704547036,4
15,0.07009185790180808,0.2253532422754859,2,0.1552613843736778,4
line,0.07045939019164218,0.2106791958340836,2,0.1402198056424414,4
st,0.07048476369173981,0.2096139776966211,2,0.1391292140048813,4
community,0.0705801289480491,0.2055420751205895,2,0.1349619461725404,4
v,0.07066684056012498,0.2017402908430315,2,0.1310734502829065,4
german,0.0706873212094048,0.200827680523848,2,0.1301403593144432,4
family,0.073027747029549,0.2533729544238571,5,0.1803452073943081,11
love,0.07304672805560788,0.252773699687626,5,0.1797269716320181,11
back,0.0731029679794076,0.2909766725490071,14,0.2178737045695995,36
man,0.07370987638610582,0.2305020738310772,5,0.1567921974449714,11
case,0.07375563927927967,0.254001484673012,3,0.1802458453937323,6
european,0.07427522430064862,0.2371823367363035,3,0.1629071124356549,6
night,0.0744606348885935,0.2307782766561772,3,0.1563176417675837,6
him,0.07452009851218741,0.2516747534271817,7,0.1771546549149943,16
has,0.0770322583822709,0.2312171556551595,9,0.1541848972728886,21
skin,0.0774271237609988,0.250207545845944,4,0.1727804220849452,8
2,0.0787212208990492,0.2055436590661489,4,0.1268224381670997,8
death,0.07975001044294522,0.2691510774135704,5,0.1894010669706252,10
seen,0.0807793735611183,0.2394362717860368,5,0.1586568982249185,10
let,0.08182935482629428,0.270110873787646,8,0.1882815189613517,17
house,0.08239440097137812,0.268246258692297,6,0.1858518577209189,12
negro,0.08270090445456871,0.2600505665859994,6,0.1773496621314307,12
last,0.0836216283324748,0.2330251267288323,6,0.1494034983963575,12
home,0.0836728525913348,0.2968455606486357,11,0.2131727080573009,24
said,0.08502922178152911,0.3130620020099224,12,0.2280327802283933,26
gave,0.08590376140567352,0.2673438982359933,3,0.1814401368303198,5
die,0.08604160262800128,0.2785720989985247,4,0.1925304963705234,7
laugh,0.0860928782663326,0.2625131343188226,3,0.17642025605249,5
taken,0.0865090656256862,0.2514394653254632,3,0.164930399699777,5
friend,0.0869081021456945,0.2401640992984114,3,0.1532559971527169,5
showed,0.08698416743500623,0.279575300322966,2,0.1925911328879598,3
turns,0.08698416743500623,0.279575300322966,2,0.1925911328879598,3
front,0.08700111948193168,0.2543320407226798,4,0.1673309212407481,7
10,0.0873031060825207,0.2282378022301576,3,0.1409346961476369,5
done,0.0873031060825207,0.2282378022301576,3,0.1409346961476369,5
tells,0.08756943163843589,0.2654386050945823,2,0.1778691734561464,3
attacked,0.08756943163843589,0.2654386050945823,2,0.1778691734561464,3
life,0.0875808673796381,0.2380316291952903,4,0.1504507618156522,7
pics,0.087687195233074,0.2624710872651443,2,0.1747838920320703,3
suspect,0.08779660507283218,0.2596733727529283,2,0.1718767676800961,3
story,0.08812964816000679,0.2570999883982474,5,0.1689703402382406,9
days,0.08812964816000679,0.2570999883982474,5,0.1689703402382406,9
hair,0.0882475719758431,0.253978240839143,5,0.1657306688632999,9
arrested,0.08832497219353419,0.245551865070826,2,0.1572268928772918,3
lie,0.08832497219353419,0.245551865070826,2,0.1572268928772918,3
brought,0.0885312038773067,0.2397305225472487,2,0.151199318669942,3
person,0.08859610976329832,0.2444298277680148,5,0.1558337180047165,9
african,0.0886535977999943,0.2361823055641308,2,0.1475287077641365,3
play,0.0888697811301174,0.2297292254869498,2,0.1408594443568324,3
told,0.08888652254616641,0.3401988112902558,11,0.2513122887440894,22
looked,0.0889660603836181,0.2267728886945938,2,0.1378068283109757,3
brother,0.0891396095325192,0.2213037055629449,2,0.1321640960304257,3
wish,0.0891396095325192,0.2213037055629449,2,0.1321640960304257,3
sad,0.089327697294001,0.2151535145561331,2,0.1258258172621321,3
song,0.089327697294001,0.2151535145561331,2,0.1258258172621321,3
county,0.0894907125949303,0.2096139776966211,2,0.1201232651016908,3
weeks,0.0896865774962153,0.2026675077043881,2,0.1129809302081728,3
6,0.08985337153557452,0.19646749894264,2,0.1066141274070655,3
color,0.08989667245928822,0.1948103575568244,2,0.1049136850975362,3
father,0.0971872115780057,0.2735123946049315,4,0.1763251830269258,6
remember,0.09770969924721781,0.2616222291795681,4,0.1639125299323503,6
somehow,0.09940145546463239,0.2991884700700684,3,0.199787014605436,4
vague,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
muppet,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
mumsy,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
walkway,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
bullock,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
fyromanians,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
sandwich,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
maggie,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
tyres,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
handled,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
burglarized,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
dignity,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
cue,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
montessori,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
stepped,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
honourable,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
bun,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
hoola,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
slapped,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
procedure,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
25962136,0.09993958525924387,0.3172673163336049,1,0.217327731074361,1
granddaughter,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
sandra,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
shopping,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
smiley,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
robbers,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
disrespect,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
trapped,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
banana,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
alongside,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
guidance,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
sink,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
contaminating,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
autopsy,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
cartoons,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
dragging,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
flies,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
ant,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
chin,0.10125739843848211,0.2933498404975982,1,0.1920924420591161,1
close,0.10154383486145147,0.254001484673012,3,0.1524576498115605,4
month,0.10159829173627419,0.2527053575456485,3,0.1511070658093743,4
using,0.1018475622445717,0.2466501947137779,3,0.1448026324692062,4
mins,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
toys,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
spelling,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
separate,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
beauty,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
dyed,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
axis,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
crawl,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
covers,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
suited,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
mongol,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
hoops,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
1940,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
haunted,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
sticks,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
wandering,0.10200405575119043,0.2785659300028224,1,0.176561874251632,1
name,0.10236451667691762,0.293879079302429,8,0.1915145626255114,13
smashed,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
48,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
dropped,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
expected,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
rob,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
iowa,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
tatar,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
effect,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
spit,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
fourth,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
closet,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
complaining,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
customer,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
degenerate,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
news4jax,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
aside,0.10252013486324868,0.2676957755738872,1,0.1651756407106385,1
administration,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
continues,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
attacking,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
niglet,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
driver,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
makeup,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
discussions,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
tiny,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
huh,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
daughters,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
begging,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
thru,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
jury,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
pulled,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
coat,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
lesbian,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
dec,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
bulk,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
harsh,0.1029113880607968,0.2590359782343009,1,0.1561245901735041,1
brand,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
citizen,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
nearest,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
helps,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
complex,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
introduce,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
op,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
officer,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
secure,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
nig,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
pain,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
topics,0.1032245365282739,0.2518068891920725,1,0.1485823526637986,1
suspended,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
successful,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
bitch,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
robbery,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
memories,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
threw,0.10348431750294129,0.2455838165117697,1,0.1420994990088284,1
while,0.10350547336209581,0.2725231369167178,7,0.169017663554622,11
courses,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
discovered,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
officers,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
lately,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
remain,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
park,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
hook,0.10370539507045778,0.2401088624228536,1,0.1364034673523958,1
generation,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
apart,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
actions,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
figured,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
connection,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
forest,0.1038971666745479,0.2352132252962996,1,0.1313160586217517,1
